chr1	8065289	8065565	.	610	.	37.87141	-1.00000	-0.62188	138	.	-1	-1	.	-1	.	.	.	0
chr1	16921284	16921560	.	583	.	37.72679	-1.00000	-0.62473	138	chr1	16921425	16921504	-	NM_017940	NBPF1	Exon	Exon3	79
chr1	16921284	16921560	.	583	.	37.72679	-1.00000	-0.62473	138	chr1	16921156	16921425	-	NM_017940	NBPF1	Intron	Intron3	141
chr1	16921284	16921560	.	583	.	37.72679	-1.00000	-0.62473	138	chr1	16918516	16940100	-	NM_017940	NBPF1	UTR5	UTR5	276
chr1	16921284	16921560	.	583	.	37.72679	-1.00000	-0.62473	138	chr1	16921504	16935002	-	NM_017940	NBPF1	Intron	Intron2	56
chr1	16926538	16926814	.	659	.	38.38857	-1.00000	-0.61844	138	chr1	16918516	16940100	-	NM_017940	NBPF1	UTR5	UTR5	276
chr1	16926538	16926814	.	659	.	38.38857	-1.00000	-0.61844	138	chr1	16921504	16935002	-	NM_017940	NBPF1	Intron	Intron2	276
chr1	20290601	20290877	.	1000	.	55.57094	-1.00000	-0.30917	138	.	-1	-1	.	-1	.	.	.	0
chr1	27115995	27116271	.	569	.	28.93600	-1.00000	-0.45045	138	chr1	27112678	27116678	+	NM_001202554	PIGV	Promoter	Promoter	276
chr1	27115995	27116271	.	569	.	28.93600	-1.00000	-0.45045	138	chr1	27114678	27117306	+	NM_001202554	PIGV	UTR5	UTR5	276
chr1	27115995	27116271	.	569	.	28.93600	-1.00000	-0.45045	138	chr1	27115310	27117249	+	NM_001202554	PIGV	Intron	Intron1	276
chr1	27115995	27116271	.	569	.	28.93600	-1.00000	-0.45045	138	chr1	27112453	27116453	+	NM_017837	PIGV	Promoter	Promoter	276
chr1	27115995	27116271	.	569	.	28.93600	-1.00000	-0.45045	138	chr1	27114453	27117306	+	NM_017837	PIGV	UTR5	UTR5	276
chr1	27115995	27116271	.	569	.	28.93600	-1.00000	-0.45045	138	chr1	27114759	27117249	+	NM_017837	PIGV	Intron	Intron1	276
chr1	28258336	28258612	.	548	.	37.99992	-1.00000	-0.62662	138	chr1	28257465	28259464	+	NM_014474	SMPDL3B	Enhancer	Enhancer	276
chr1	28258336	28258612	.	548	.	37.99992	-1.00000	-0.62662	138	chr1	28257465	28259464	+	NM_001304579	SMPDL3B	Enhancer	Enhancer	276
chr1	28258336	28258612	.	548	.	37.99992	-1.00000	-0.62662	138	chr1	28257465	28259464	+	NM_001009568	SMPDL3B	Enhancer	Enhancer	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33502336	-	NR_134976	AK2	Intron	Intron1	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33502336	-	NM_001319143	AK2	Intron	Intron1	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33502336	-	NM_001319141	AK2	Intron	Intron1	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490117	33502512	-	NM_001319140	AK2	UTR5	UTR5	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33497144	-	NM_001319140	AK2	Intron	Intron2	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490117	33502512	-	NM_001319139	AK2	UTR5	UTR5	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33497144	-	NM_001319139	AK2	Intron	Intron2	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33502336	-	NM_001625	AK2	Intron	Intron1	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33502336	-	NM_001199199	AK2	Intron	Intron1	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33490168	33502336	-	NM_013411	AK2	Intron	Intron1	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33473540	33502512	-	NR_134976	AK2	UTR3	UTR3	276
chr1	33496271	33496547	.	550	.	27.46286	-1.00000	-0.40521	138	chr1	33487304	33502336	-	NM_001319142	AK2	Intron	Intron1	276
chr1	46341726	46342002	.	1000	.	63.11070	-1.00000	-0.08778	138	chr1	46295253	46348035	+	NM_001324320	MAST2	Intron	Intron3	276
chr1	46341726	46342002	.	1000	.	63.11070	-1.00000	-0.08778	138	chr1	46330019	46397928	+	NM_001324321	MAST2	UTR5	UTR5	276
