,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,symbol
ENSG00000164093.14,1.04212542731685,1.02946664221731,1.05493987053451,3.65909391405201e-11,1.04279839416885,1.02669774904133,1.0591515291589,1.30110404155876e-07,PITX2
ENSG00000170178.6,1.02824696763965,1.01882336806212,1.03775773073519,3.03303994221782e-09,1.02891698052603,1.01777154523112,1.04018446750189,2.89756226849371e-07,HOXD12
ENSG00000162624.13,1.02853990116412,1.01885368419305,1.03831820476221,5.57806483312671e-09,1.02947233494842,1.01740990095414,1.04167778142344,1.36412751878041e-06,LHX8
ENSG00000273706.3,1.02436551445154,1.01508907476647,1.03372672732091,2.14131216837154e-07,1.0245414366621,1.01107508097528,1.03818714869831,0.000328713860053551,LHX1
ENSG00000225953.2,1.03314847226254,1.01654457298743,1.05002357407857,7.97902082297344e-05,1.0322837770556,1.01332928890387,1.05159281197216,0.000778457519047175,SATB2-AS1
ENSG00000139800.8,1.03586471846557,1.02604376754599,1.04577967227277,4.17486865052065e-13,1.03715168922611,1.01525353431928,1.05952216870225,0.000807086759841756,ZIC5
ENSG00000105991.7,1.06222033849069,1.03403459324616,1.09117437160506,1.08691621942494e-05,1.08877009189551,1.02410682937081,1.15751626589039,0.00647914552434298,HOXA1
ENSG00000078399.14,1.02551058854337,1.00725001196745,1.04410221367022,0.00599595998430304,1.02617498998643,1.00651155146848,1.04622257791009,0.00885881657816659,HOXA9
ENSG00000168779.18,1.06561075625252,1.04493770265551,1.08669280566233,2.04844870494946e-10,1.05664965304692,1.01367702119532,1.10144401613011,0.00928890357978487,SHOX2
ENSG00000115507.8,1.06204546720653,1.03991821991976,1.08464353523969,2.09856111941828e-08,1.05831894364257,1.01346248689994,1.10516077403002,0.0103131820631882,OTX1
ENSG00000169800.12,1.05674121665627,1.01292539335662,1.10245236846087,0.0106383710563578,1.05674121665627,1.01292539335662,1.10245236846087,0.0106383710563578,RBMY1F
ENSG00000187140.5,1.01950629425659,1.0093816359858,1.02973250847158,0.000148407211328523,1.01976998077545,1.00299773305765,1.03682269601997,0.020683002363587,FOXD3
ENSG00000112333.10,1.01053655772454,1.00074581721926,1.02042308538974,0.0348539764730361,1.01053655772454,1.00074581721926,1.02042308538974,0.0348539764730361,NR2E1
ENSG00000063438.15,1.04095178651026,1.00974421483166,1.07312387228637,0.00975577829830547,1.06118710447857,1.00285019177347,1.12291754037574,0.0395304626502106,AHRR
ENSG00000072195.13,1.05253637155315,1.02767535212343,1.07799881660411,2.68850097102216e-05,1.05947217956694,1.00184630520769,1.12041267551875,0.0429075243571487,SPEG
ENSG00000162722.8,1.02180010890933,1.00821318905628,1.03557012931403,0.00159075090290652,1.01947454727562,0.996928699873167,1.04253027591147,0.0909560822746753,TRIM58
ENSG00000245526.7,1.01221910313804,1.00149775586073,1.02305522579729,0.025388674634735,1.01213272800956,0.997986896573298,1.02647906763657,0.0930836800018748,LINC00461
ENSG00000133937.4,1.01259937010184,0.99993203567144,1.02542717680021,0.0512498180086118,1.01315910093789,0.997412697045214,1.02915409725002,0.101880259756803,GSC
ENSG00000128709.11,1.03249369930205,1.00586588504646,1.05982641915447,0.0164534669308683,1.02754831912383,0.994493492067205,1.06170181761516,0.103317642086717,HOXD9
ENSG00000091010.4,1.01051450179285,0.999826911900704,1.02131633603704,0.0538482475644015,1.01055193665471,0.997604527034293,1.02366738422137,0.110616239096929,POU4F3
ENSG00000143032.7,1.00896645506374,0.998384903720093,1.01966015676986,0.0970213591826465,1.01005862726238,0.997449976415697,1.02282666261949,0.118386494212166,BARHL2
ENSG00000199077.2,1.02061169580639,0.993581566532039,1.04837717274942,0.136283155700471,1.02061169580639,0.993581566532039,1.04837717274942,0.136283155700471,MIR129-2
ENSG00000178163.6,0.960680618179135,0.927425540031077,0.995128137310214,0.0256368861811621,0.962406353309759,0.913079277242996,1.01439821489289,0.1534558758811,ZNF518B
ENSG00000173262.10,1.01464330276514,1.00017264290683,1.029323326475,0.0473095744682904,1.01349630332106,0.994268577321168,1.03309586592079,0.170126256373072,SLC2A14
ENSG00000130675.13,1.01391901830977,1.00048278978563,1.0275356919538,0.0422673462400223,1.01622587414251,0.991120196032888,1.04196749436679,0.207268102502475,MNX1
ENSG00000198300.11,0.998280162827598,0.978017950529782,1.01896216010684,0.869318574455779,0.975452360222692,0.936663850529906,1.01584715426534,0.22994191882955,PEG3
ENSG00000170166.5,1.01218347823943,0.999017645636333,1.02552282043856,0.0698573998984263,1.01022707048185,0.993340189892803,1.02740102969606,0.236790325317166,HOXD4
ENSG00000010295.18,0.974698254145003,0.932167698492789,1.01916928485016,0.260242020514299,0.950277120069689,0.859230339174419,1.05097150758853,0.320953087102046,IFFO1
ENSG00000105880.4,1.01225505475754,0.995515885815959,1.0292756855832,0.152226040328106,1.01308113601661,0.98728312422815,1.03955325779024,0.32339752512648,DLX5
ENSG00000132692.17,1.01286438446676,0.991408227027178,1.03478489824264,0.241967478438589,1.0128597588011,0.986435981141902,1.03999135332742,0.343438579923159,BCAN
ENSG00000078295.14,0.990551320112301,0.974665665539096,1.00669588810591,0.249765249772084,0.987520214418599,0.960504249745496,1.01529605323844,0.374889948509384,ADCY2
ENSG00000112246.8,1.00475493531034,0.994827689313772,1.0147812439025,0.349091886719484,1.00499709901357,0.993962494306357,1.016154205829,0.376208561933124,SIM1
ENSG00000164778.4,1.00092407553822,0.991023617466615,1.010923440506,0.855493025922334,1.00897979643765,0.987768990047799,1.03064607198298,0.409546434383965,EN2
ENSG00000141480.16,0.971745654547323,0.911976698815188,1.03543173675204,0.376195838889654,0.967337251050751,0.867183519216753,1.0790580500372,0.551505983737527,ARRB2
ENSG00000107831.11,1.00223198746713,0.992528548412742,1.01203029203408,0.653326525055312,1.00413644119513,0.990361055728176,1.01810343480707,0.558080865875103,FGF8
ENSG00000142700.10,0.999805797643017,0.990320754533825,1.00938168610951,0.968145007966127,1.00302535690012,0.98799347945094,1.01828593761945,0.694987237337531,DMRTA2
ENSG00000273983.1,0.997836247849653,0.984230782551632,1.01162978762091,0.757139868822702,0.997360963630722,0.979915019681904,1.01511750692147,0.769144852328096,HIST1H3G
ENSG00000169344.14,1.00160621594829,0.990076569703225,1.01327012730638,0.785860795507058,1.00160621594829,0.990076569703225,1.01327012730638,0.785860795507058,UMOD
