	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
ADCY2_7395309	0.10579267498595	0.283258900890427	0.0000000000000423770949827948	2.15626701117728	2.98746174705322	1.42321524597588	0.0000000907260590913224	0.833333333333333	0.787037037037037	0.799982853223594
ADCY2_7395318	0.137534224846608	0.328228658102889	0.00000000000040126592805454	2.01682616735429	2.76747844226401	1.34662305275419	0.0000000383643271446282	0.805555555555556	0.796296296296296	0.787980109739369
ADCY2_7395323	0.169636152768984	0.379233802741651	0.00000000000000462795078740825	2.61288736612975	3.50742961167291	1.826781191397	0.00000000195994801910188	0.87962962962963	0.787037037037037	0.811385459533608
ADCY2_7395327	0.0900311036025785	0.247078453209706	0.000000000000419558097307233	2.6212771416038	3.65022999522685	1.7316148316673	0.000000113610704464903	0.814814814814815	0.759259259259259	0.787722908093278
ADCY2_7395336	0.0939367493296119	0.238927898735804	0.00000000000588539889957141	2.53604864680207	3.61835968833983	1.61015608973918	0.00000090442306742435	0.740740740740741	0.805555555555556	0.772976680384088
ADCY2_7395338	0.0936725112328477	0.238558180668237	0.0000000000000234298617654546	2.95612518158507	4.21370085658057	1.89882113744063	0.000000683393460302952	0.768518518518518	0.805555555555556	0.80306927297668
ADCY2_7395344	0.131276721275193	0.2841951783123	0.0000000000010052251514621	2.63316909412527	3.70012232006871	1.71356797833908	0.000000264037027902851	0.824074074074074	0.777777777777778	0.782921810699588
ADCY2_7395349	0.138696033442273	0.285602514704192	0.00000000000418014572964779	2.53176005358657	3.56198709412103	1.63519326724727	0.000000338523390875808	0.824074074074074	0.740740740740741	0.774948559670782
ADCY2_7395374	0.166415989021254	0.364386657866954	0.0000000000000304150571497647	2.69268747263418	3.59271397174721	1.89273758884266	0.00000000103654469204877	0.833333333333333	0.805555555555556	0.801697530864197
ADCY2_7395395	0.180967180412703	0.390983658593014	0.0000000000000000570442320452566	3.51208364981053	4.65622943235561	2.52555655475931	0.000000000252235003794859	0.898148148148148	0.805555555555556	0.832990397805213
ADCY2_7395418	0.069672353003192	0.222155765108381	0.0000000000000521773646440563	3.25957194338466	4.53165892080103	2.17775947550852	0.0000000776104538396867	0.759259259259259	0.814814814814815	0.798868312757202
ADCY2_7395424	0.133924359933472	0.333310912402573	0.00000000000017483189239775	2.20460085739277	2.99943569340016	1.50142467233832	0.0000000120216722840463	0.824074074074074	0.805555555555556	0.792438271604938
ADCY2_7395426	0.113783611360087	0.30616411604561	0.000000000000229675821194936	2.14943775213158	2.95642618787701	1.44124602236975	0.0000000382444991611251	0.805555555555556	0.796296296296296	0.790980795610425
ADCY2_7395434	0.0967921338855582	0.291687711297452	0.00000000000000352934868130911	2.81258749552961	3.83346723653834	1.93811235663748	0.00000000892351105153161	0.824074074074074	0.796296296296296	0.812757201646091
ADCY2_7395440	0.0824278937918345	0.261289084074053	0.00000000000000459827313539443	2.96441755062856	4.10112143650429	2.00317716934698	0.0000000432875948294714	0.824074074074074	0.777777777777778	0.811428326474623
ADCY2_7395452	0.0569710561358176	0.171076940518591	0.00000000000654199717136363	3.26640770497281	4.72264003042468	2.04164413449135	0.00000213687394865181	0.805555555555556	0.722222222222222	0.772376543209876
AHRR_374225	0.045653040519743	0.0820720474104387	0.000781973241624157	1.65395292411657	3.50767856094405	0.316297103256646	0.0414740496028753	0.490740740740741	0.768518518518518	0.633230452674897
AHRR_374229	0.0385442182992319	0.0660437068517335	0.0294559409175649	1.18876954998574	2.80724919145836	-0.0191938774056756	0.0913057815080359	0.703703703703704	0.462962962962963	0.586162551440329
AHRR_374241	0.0563200978435038	0.110974548395665	0.000109336999136448	2.13269167572779	3.87300187736281	0.800229949789088	0.0069081348451205	0.388888888888889	0.851851851851852	0.653463648834019
AHRR_374252	0.0418648303610127	0.0791819815015563	0.00415798965725472	1.53025808437056	3.28212718882963	0.285791494177678	0.0413088190597825	0.509259259259259	0.731481481481482	0.613554526748971
AHRR_374265	0.0401326954393253	0.0798263376515004	0.0260914926630309	1.87517267491595	3.88008368472695	0.45723884848621	0.032122567687442	0.361111111111111	0.87962962962963	0.588220164609053
AHRR_374279	0.0431843974563075	0.0998653743623013	0.000017005759469316	3.24229492570865	5.61360697421851	1.35990010724797	0.00328033936881751	0.444444444444444	0.861111111111111	0.670438957475994
AHRR_374281	0.0580562424141309	0.116063220823302	0.00103329267922166	2.00426271062354	3.63855551016338	0.747823179907246	0.00700967943155347	0.467289719626168	0.768518518518518	0.630408445829007
AHRR_374294	0.056827677785209	0.120296680003136	0.0000372388133176948	2.27801580244974	4.05336636218317	0.931332028956605	0.00468231612649307	0.5	0.833333333333333	0.663623113854595
AHRR_374296	0.0562692253495003	0.113076357647603	0.000171024407410782	2.0698276674547	3.81035121577953	0.754690691236067	0.00870881233637311	0.416666666666667	0.861111111111111	0.649048353909465
AHRR_374303	0.0623900272622608	0.125187602180953	0.000167117417713773	2.23262057254986	3.92688162048956	0.921240235016676	0.0038577196715911	0.453703703703704	0.925925925925926	0.649348422496571
AHRR_374306	0.0856012788055093	0.157821065729828	0.0000128691281888706	1.97490294449874	3.45559211984021	0.825358364374862	0.00361192406321093	0.407407407407407	0.916666666666667	0.67309670781893
AHRR_374313	0.147392457517349	0.222104467379237	0.0357334957540536	1.29329670172444	2.22054469395576	0.499026300661492	0.00325622860326564	0.420560747663551	0.831775700934579	0.583850117914228
AHRR_374328	0.0537207320243131	0.0842659853960629	0.093797614646683	1.29241299432263	2.90195098409046	0.0870117539272409	0.0650994314612508	0.342592592592593	0.842592592592593	0.566443758573388
AHRR_374339	0.0663461967339571	0.113053392153604	0.00053664816499812	2.16853720689294	4.06743672072711	0.701712255678943	0.0133093984695979	0.5	0.787037037037037	0.637345679012346
AHRR_374344	0.0482693473123416	0.0766544094775423	0.0176359204337787	3.27029331288995	5.71890706747982	1.21029837855712	0.004505246096351	0.259259259259259	0.935185185185185	0.594264403292181
AHRR_374356	0.0521828772385061	0.0784009292406361	0.010199949770085	2.00271573659691	4.15301336153954	0.312162340389919	0.0438453052273325	0.537037037037037	0.675925925925926	0.601937585733882
AHRR_374370	0.0928911988615895	0.145222505942212	0.00870380304832191	1.27272654350617	2.43791986682474	0.335277385083173	0.0171179168638259	0.435185185185185	0.842592592592593	0.604252400548697
AHRR_374380	0.0488771174418606	0.0785764139407724	0.0610921190156587	1.35831336384021	3.04069731506014	0.0865174452259782	0.0704653330546704	0.453703703703704	0.712962962962963	0.574245541838134
AHRR_374392	0.0608206797098376	0.100791593245977	0.000675240886609733	1.47268774413472	2.94846372868558	0.306679496062039	0.0292434430811111	0.527777777777778	0.703703703703704	0.634816529492455
AHRR_374398	0.0665899459447427	0.0956159657908506	0.152985787451456	1.03513981619005	2.36451509777249	-0.0471928841044355	0.0899663477276455	0.305555555555556	0.87037037037037	0.556755829903978
AHRR_374420	0.0629390613274611	0.0811957787935671	0.487467183354787	0.768067594521768	2.08946499406929	-0.375885019209212	0.212360433460632	0.416666666666667	0.703703703703704	0.527606310013717
AHRR_374425	0.0806162771597292	0.107288117896242	0.415987217654995	0.947300430809465	2.24092761380505	-0.121152776032066	0.11101811223451	0.240740740740741	0.944444444444444	0.532407407407407
ARRB2_4615064	0.398219629074808	0.531131963224826	0.0000000341672518002722	1.90880455067046	2.70621417151758	1.17891642443365	0.00000118663072776091	0.694444444444444	0.777777777777778	0.718964334705075
ARRB2_4615088	0.00852306232683137	0.00786662471247301	0.230186895106482	-24.5707887109044	9.46686494896816	-59.5344729851139	0.163192095123808	0.296296296296296	0.824074074074074	0.547753772290809
ARRB2_4615165	0.144399904643947	0.38305420569513	0.000000000000000000370405719984394	2.37046146287972	3.16940197246657	1.66977537329083	0.0000000010891754419001	0.916666666666667	0.722222222222222	0.856652949245542
BCAN_156616482	0.37988506142211	0.660398123030229	0.0000000000000000000000288252686733156	4.80264599177911	6.08250324651182	3.71608242083182	0.0000000000000625434932653349	0.824074074074074	0.898148148148148	0.901663237311385
BCAN_156616498	0.414448179631173	0.699475692762866	0.0000000000000000000000227482190440126	5.04925064130906	6.37248188614354	3.92620250008076	0.0000000000000382251958688771	0.87037037037037	0.87962962962963	0.903034979423868
BCAN_156616518	0.375932710966745	0.713082397820555	0.000000000000000000000000627316678277743	4.66463576760938	5.84620760948586	3.66210798294226	0.0000000000000253852675469233	0.851851851851852	0.907407407407407	0.920867626886145
BCAN_156616535	0.24928388926728	0.652872468263247	0.0000000000000000000000000745515453032183	4.23794331663557	5.37842020443518	3.29393249733909	0.0000000000000566991843000896	0.907407407407407	0.888888888888889	0.935785322359396
BCAN_156616554	0.169941272444494	0.57957906227362	0.000000000000000000000000490734612074913	3.79799289367155	4.82147569008098	2.93864689581191	0.0000000000000886685389978459	0.916666666666667	0.87962962962963	0.922325102880658
BCAN_156616560	0.231612729543803	0.656082130536464	0.0000000000000000000000000765483213535693	3.95881196744465	4.98756740853795	3.0949864961235	0.0000000000000253852675469233	0.962962962962963	0.851851851851852	0.9329561042524
DLX5_96650072	0.217254492297782	0.422202588948823	0.00000000000000000000415366997969987	4.17138125076025	5.6015720866341	2.96377269120553	0.00000000108427563144323	0.851851851851852	0.851851851851852	0.877914951989026
DLX5_96650078	0.262577953032308	0.448161188917287	0.000000000000000000980488164582614	4.26241498652095	5.76146348759311	3.01467884804686	0.00000000193241217423497	0.833333333333333	0.833333333333333	0.852023319615912
DLX5_96650096	0.176235576532676	0.379655716387701	0.00000000000000000000579938594845549	4.13512365890918	5.60845423035968	2.90002030314285	0.00000000366513369191801	0.861111111111111	0.87962962962963	0.876371742112483
DLX5_96650099	0.262594712150283	0.450033311949354	0.0000000000000000000146799286608228	4.62815698101061	6.22905063387286	3.2820598050893	0.00000000136573542471514	0.842592592592593	0.87037037037037	0.871913580246914
DLX5_96650102	0.210013101452167	0.398093967413168	0.0000000000000000000577578169504767	4.32102658139672	5.86400456787718	3.02199259958906	0.00000000427516378321601	0.833333333333333	0.888888888888889	0.86539780521262
DLX5_96650171	0.0737787124903619	0.22284714657222	0.00000000000000341554164496506	7.04545887347028	9.95906774952624	4.72925355470476	0.00000017164301372496	0.75	0.861111111111111	0.812928669410151
DLX5_96650192	0.0780100497515978	0.24292080056466	0.000000000000000000081798230445789	6.68426841402576	9.24710422211813	4.57133304493369	0.0000000322619097046894	0.861111111111111	0.842592592592593	0.863768861454047
DMRTA2_50888443	0.200345825687237	0.515393334867575	0.00000000000000000000000462545788691219	4.46008453321534	5.84119502407251	3.32317589726214	0.0000000000195284325651067	0.87962962962963	0.925925925925926	0.910922496570645
DMRTA2_50888460	0.247790784928093	0.561347658000747	0.00000000000000000000000391466261194221	4.6190191893551	6.00186289880426	3.47194675474534	0.00000000000620116027062724	0.898148148148148	0.916666666666667	0.911822702331962
DMRTA2_50888479	0.155227123119483	0.418647218091775	0.00000000000000000000129852405960323	3.82423949278042	5.12449553911606	2.7529718316152	0.000000000516684856817464	0.861111111111111	0.87037037037037	0.883401920438957
DMRTA2_50888485	0.255762938723674	0.51693907177489	0.00000000000000000000825435077988467	3.98616122490966	5.2761649070291	2.91812999940573	0.0000000000939244783822862	0.805555555555556	0.916666666666667	0.874614197530864
DMRTA2_50888501	0.113214234671626	0.345724802799256	0.0000000000000000000449284974687946	3.5719863395752	4.85207570132502	2.51111949181758	0.00000000367029250615204	0.851851851851852	0.851851851851852	0.866640946502058
DMRTA2_50888522	0.161888826374272	0.408156468943064	0.000000000000000000201235628245165	3.29547320650233	4.44458915007252	2.34141399220335	0.00000000141106669861809	0.814814814814815	0.87037037037037	0.859439300411523
DMRTA2_50888525	0.17277367720163	0.462137912086345	0.00000000000000000000141081248679875	3.71443881409807	4.86101358649655	2.74283659089345	0.000000000027523163532229	0.796296296296296	0.925925925925926	0.882973251028807
DMRTA2_50888560	0.187273860891212	0.465291887253243	0.000000000000000000136696985813821	3.51963124177274	4.64777528814157	2.57607292499537	0.0000000000807036192386989	0.787037037037037	0.907407407407407	0.861368312757202
DMRTA2_50888569	0.147192980764599	0.482380236913659	0.0000000000000000000000868714069540777	3.66981049702931	4.82495699072982	2.71553176494096	0.0000000000355627356998187	0.87037037037037	0.87962962962963	0.896047668038409
DMRTA2_50888571	0.190888401171256	0.519842333589581	0.0000000000000000000000311732702884735	3.78651664306845	4.96085813368451	2.81862160077375	0.0000000000203060324894536	0.842592592592593	0.888888888888889	0.901148834019204
DMRTA2_50888588	0.138917535729266	0.433135165236836	0.000000000000000000581500993995992	3.17980423812567	4.25471364092338	2.29105407109409	0.000000000455777314487034	0.805555555555556	0.907407407407407	0.854509602194787
DMRTA2_50888590	0.151888362557397	0.461872075559637	0.00000000000000000000114547281422567	3.4126462884253	4.55856773245955	2.47707171264058	0.000000000290278311914099	0.888888888888889	0.833333333333333	0.884002057613169
DMRTA2_50888597	0.22495213326371	0.527978458681344	0.00000000000000000000301934613682293	3.75534991724431	4.9365771967461	2.78108515566712	0.0000000000317886257157012	0.833333333333333	0.907407407407407	0.879372427983539
DMRTA2_50888613	0.189623107925155	0.517104271643011	0.0000000000000000000000155046018131195	4.01168892269401	5.24390257984072	2.98943899842394	0.000000000016800150419685	0.888888888888889	0.888888888888889	0.904749657064472
DMRTA2_50888615	0.221831510725311	0.574326077073425	0.0000000000000000000000365468586203365	4.02602046085918	5.18071813307743	3.06076262029132	0.00000000000144541337395864	0.851851851851852	0.925925925925926	0.900248628257888
FGF8_103536314	0.412905680571035	0.508056297304421	0.000177218402118566	1.54936425767807	2.36448630366421	0.799026475426694	0.000111215822657485	0.5	0.907407407407407	0.648791152263374
FGF8_103536320	0.115232920125132	0.34020236481282	0.0000000000000000000159425220761478	3.7321266569289	5.07724642589915	2.60986155893616	0.00000000494400572666495	0.805555555555556	0.907407407407407	0.871527777777778
FGF8_103536330	0.168762387099001	0.3759834645913	0.000000000000000000996646849198684	3.51189963078024	4.78997065191139	2.43402124889575	0.00000000820423739612931	0.768518518518518	0.861111111111111	0.851937585733882
FGF8_103536336	0.38223913324912	0.504331547169593	0.000000404865571156721	2.14333028236153	3.08149009192538	1.30876101829423	0.00000249334706124445	0.546296296296296	0.907407407407407	0.701045953360768
FGF8_103536339	0.166370540758642	0.380847484997441	0.00000000000000000107118638878784	3.54543968013646	4.81650135684428	2.47813684342401	0.00000000445774469669717	0.824074074074074	0.861111111111111	0.851594650205761
FGF8_103536342	0.117083448653288	0.336709673173913	0.0000000000000000000248827751738282	3.7300904723166	5.08429401623581	2.59625107752963	0.00000000678536229687678	0.833333333333333	0.898148148148148	0.869384430727023
FGF8_103536348	0.174479508874707	0.416584761317901	0.00000000000000000000465170846811193	3.87252982597808	5.1617144864996	2.78530216328253	0.000000000380773050461096	0.898148148148148	0.824074074074074	0.877400548696845
FGF8_103536360	0.124754979033863	0.331197034385604	0.000000000000000000180978390827329	3.66737244506594	5.00191314366289	2.53988404211549	0.00000000841988495182739	0.805555555555556	0.888888888888889	0.860039437585734
