	MeanDecreaseGini
chr12:110157976-110158106	0.307087608743511
chr7:156400396-156400410	0.264258793320077
chr17:76719487-76719574	0.350588444048863
chr9:98248779-98248939	0.250612363778709
chr4:87770696-87770781	0.325276944968621
chr2:233253098-233253229	0.280373969710019
chr6:7758932-7758968	0.315162464856324
chr5:150005226-150005352	0.297869322770379
chr12:125164268-125164288	0.236300734532379
chr22:39260695-39260764	0.22264224095315
chr11:67414336-67414479	0.372644483986642
chr1:43814483-43814602	0.254635602941563
chr16:28550591-28550651	0.227795531754775
chr21:43656281-43656349	0.234909208596469
chr14:95927268-95927360	0.277667151331514
chr16:19126271-19126290	0.265862802867254
chr2:20870210-20870229	0.293041601850951
chr19:3408071-3408117	0.334630867620772
chr6:158489777-158489937	0.283947038525729
chr1:109359959-109360076	0.263843590010803
chr10:121041122-121041195	0.374291979269524
chr1:24447053-24447118	0.301810666052074
chr15:69940781-69940812	0.267395271700245
chr8:56901700-56901740	0.376738929296696
chr14:69256533-69256594	0.21671967325406
chr19:1071089-1071120	0.239935831524291
chr10:77536771-77536920	0.233003949073336
chr10:30720672-30720758	0.316350936532357
chr19:10736246-10736463	0.407465009047355
chr10:49863620-49863670	0.240791758718099
chr2:29743533-29743791	0.27398428389534
chr19:47496500-47496512	0.338379404994351
chr3:46912863-46912893	0.358561077456603
chr20:61463668-61463751	0.235130596825809
chr19:448038-448062	0.264800986898224
chr21:40279042-40279068	0.318576630227623
chr19:18162976-18162993	0.276124252084674
chr10:130653423-130653433	0.19399197226478
chr8:98244715-98244786	0.313090041030253
chr9:134298905-134298949	0.280286386870397
chr10:81966989-81967023	0.26506946962178
chr6:170055104-170055290	0.368081720228723
chr1:3103319-3103350	0.254945606894306
chr2:20870236-20870263	0.238879964004595
chr22:45899577-45899624	0.312236280033131
chr2:218843228-218843246	0.205588074036208
chr19:2291372-2291404	0.207363848436063
chr16:11074195-11074272	0.302018265489218
chr8:130995955-130995980	0.244045126320869
chr1:6982617-6982722	0.250353406164378
chr17:64785218-64785295	0.182813525557136
chr5:171530375-171530503	0.287348320467778
chr9:131370076-131370147	0.154573558980879
chr9:131369910-131369973	0.256200086412587
chr8:143851286-143851358	0.233418186669135
chr8:52721858-52721913	0.261694257143093
chr1:236326875-236326953	0.243803929167867
chr2:208908800-208908839	0.282530957424487
chr6:7236525-7236646	0.30262867123791
chr5:177758941-177759088	0.343864267582116
chr2:179317667-179317732	0.412818019286477
chr6:159052924-159052941	0.369966505877717
chr7:76237475-76237606	0.310233370671019
chr22:18429700-18429845	0.250886493621157
chr1:3157612-3157620	0.335303298824244
chr15:83759368-83759536	0.457916052742035
chr5:173017841-173017907	0.246909241064093
chr3:4868433-4868476	0.318869967747928
chr16:67918650-67918698	0.351366268691011
chr20:46468686-46468774	0.340047789044314
chr17:27485197-27485218	0.299904947279623
chr1:164717545-164717722	0.299688214444738
chr20:35943729-35943760	0.331304349716085
chr1:110317445-110317528	0.191478699513708
chr19:16481899-16482074	0.184515867083854
chr3:32863225-32863274	0.278706680245071
chr1:203099290-203099448	0.376054538693394
chr7:20664818-20664918	0.506970609080599
chr10:99783929-99784079	0.407987196714059
chr1:34177427-34177556	0.166677598481048
chr8:41400919-41401028	0.221158773763117
chr16:80092234-80092295	0.451666285501388
chr16:69776123-69776155	0.388272971736313
chr7:36168351-36168415	0.26385501966298
chr13:114740539-114740550	0.205407412386764
chr17:48764127-48764188	0.38663583412223
chr7:47528760-47528806	0.417563953361318
chr21:32723892-32723941	0.30751625542791
chr15:96752764-96752788	0.226430837829068
chr16:1581094-1581128	0.207325548464085
chr4:6955970-6955995	0.340993533874025
chr2:9797331-9797396	0.279007387267836
chr6:4355552-4355650	0.199230493070461
chr4:139833588-139833696	0.247512790655163
chr1:16465572-16465686	0.277228442441934
chr9:117762484-117762583	0.250180860886892
chr17:17110456-17110501	0.119861514321075
chr2:102316225-102316329	0.243653558600372
chr10:114516091-114516239	0.214259263082608
chr20:19956309-19956402	0.311716968387547
chr12:25889389-25889563	0.396963973114888
chr17:79393651-79393727	0.261238013326177
chr4:26755387-26755467	0.274148171923486
chr8:37699400-37699426	0.251995887260453
chr12:107974823-107974844	0.374659799544244
chr3:13063400-13063493	0.260789132428523
chr15:58734402-58734644	0.360984717073709
chr11:397292-397310	0.421078218587052
chr11:65123480-65123492	0.313812163437641
chr20:55970801-55970913	0.345725799599147
chr7:3221149-3221162	0.267054285862155
chr22:46473038-46473073	0.209837007401045
chr19:48285385-48285642	0.295615092400515
chr16:16108833-16108844	0.2843619004305
chr16:69516500-69516558	0.327878420063048
chr19:49133366-49133435	0.360146979930401
chr1:185373463-185373496	0.25366733945029
chr17:17625943-17625970	0.333640202772444
chr6:170589886-170589910	0.236803367220582
chr19:49238755-49238786	0.248505980711198
chr11:73656420-73656583	0.309336530265558
chr22:44756650-44756667	0.404327979486142
chr7:51101833-51102022	0.203510020791799
chr14:91637034-91637048	0.374091647937457
chr10:126812578-126812651	0.360384531297754
chr6:143545239-143545359	0.418749587008355
chr10:27968328-27968477	0.18917940091923
chr3:107675879-107675946	0.292561675088613
chr1:26347439-26347606	0.265682807026566
chr3:48540230-48540314	0.333708996001806
chr10:81003623-81003658	0.313542522158831
chr1:3155180-3155191	0.231603439610936
chr8:27530948-27530985	0.222190891068261
chr1:25258448-25258484	0.245613257004088
chr8:133906082-133906102	0.274235455408318
