CHR	Dmr.Start	Dmr.End	Delta.beta	meth.Pvalue	Meth.Status	Gene.Symbol	Expression.FC	Expression.Pvalue	Expression.Status
1	915414	917893	0.166262363283436	7.48160274100424e-83	Hypomethylation	C1orf170	3.14	8.94608158935334e-13	Overexpression
1	1138959	1140247	0.144472090528397	3.29389032406217e-19	Hypomethylation	TNFRSF18	5	1.10747629560053e-10	Overexpression
1	1144502	1144814	0.152053015344569	7.2256881372112e-11	Hypomethylation	TNFRSF4	6.86	1.1405473968964e-41	Overexpression
1	1244936	1245154	0.151406645728476	4.51083272114567e-20	Hypomethylation	PUSL1	1.88	3.44917367411798e-20	Overexpression
1	1688239	1690254	-0.154869120489011	4.68870405744439e-58	Hypermethylation	NADK	0.74	8.58948805192716e-12	lowexpression
1	1945034	1948342	0.293214059399754	8.89512426414896e-63	Hypomethylation	GABRD	30.66	1.12801212716156e-56	Overexpression
1	1959735	1959891	0.245597934206488	3.58879030770273e-26	Hypomethylation	GABRD	30.66	1.12801212716156e-56	Overexpression
1	2282537	2283171	0.191048455907212	3.35654071802036e-20	Hypomethylation	LOC100129534	1.67	5.51696907677192e-10	Overexpression
1	2381699	2386959	0.119833985340793	6.35595501154627e-32	Hypomethylation	PLCH2	5.46	4.15163092222603e-10	Overexpression
1	2389047	2393491	0.127132488421864	9.034340746918e-38	Hypomethylation	PLCH2	5.46	4.15163092222603e-10	Overexpression
1	2411453	2411784	0.111795844040975	2.58754401791402e-17	Hypomethylation	PLCH2	5.46	4.15163092222603e-10	Overexpression
1	2425543	2426352	0.148257104152074	5.9905464952156e-18	Hypomethylation	PLCH2	5.46	4.15163092222603e-10	Overexpression
1	2427763	2430893	0.135041143630723	4.57808424363498e-48	Hypomethylation	PLCH2	5.46	4.15163092222603e-10	Overexpression
1	3000861	3001269	0.211508793854766	7.20353862410209e-25	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3002595	3004334	0.162512764998963	9.55375091817441e-15	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3006149	3008350	0.266775819900264	8.1185438308361e-63	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3010727	3011621	0.244847699169437	1.05352619763734e-42	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3028436	3029192	0.295096906320005	6.97546045713099e-73	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3032434	3033282	0.170492453019978	1.64503451127886e-18	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3044424	3045369	0.257857572028985	1.07364420939255e-47	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3051375	3052242	0.215757431789564	4.34733394309442e-28	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3056601	3056849	0.205413448909075	5.48598262955253e-26	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3059031	3059187	0.181689713396827	1.2085283756797e-21	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3077154	3079168	0.225444539922876	5.27360303505399e-45	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3089280	3090208	0.267148445587594	2.90396714367883e-35	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3094249	3096846	0.250262427924388	2.32616306082361e-58	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3098589	3101141	0.229064731087971	3.95249874874048e-66	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3106646	3107934	0.293945803627284	1.1555521860926e-33	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3114176	3116189	0.313299694256148	3.82933623629112e-57	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3123021	3124012	0.282753182235951	5.79770670505195e-57	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3128688	3130867	0.269688512759437	6.69103075923728e-97	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3133446	3135400	0.231338620346491	3.21091130612234e-52	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3140038	3141223	0.306395802821225	9.15567101868407e-53	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3143469	3145354	0.310954840768902	2.95705788302974e-65	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3147863	3148083	0.315891809187791	7.43558842227067e-32	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3159427	3162314	0.24059743522963	7.6079237403365e-74	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3163331	3163613	0.23219641210318	8.11943786292097e-22	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3190837	3193924	0.2530576543822	1.21774220841412e-122	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3206727	3208232	0.1717077374233	2.32014044342355e-23	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3209470	3210741	0.282713761338736	2.52594160151848e-76	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3228649	3230964	0.153952089858066	2.19978100262218e-53	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3233690	3234515	0.162638054256238	2.91073271369426e-15	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3268935	3269795	0.152568139646355	8.84457026552867e-15	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3271487	3273376	0.172660282038782	4.69300532386191e-20	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3276272	3278267	0.310360856989145	2.72945433052353e-107	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3282440	3283074	0.19519268333405	2.89882500383864e-18	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3289481	3290311	0.248402871059937	3.60713406918491e-32	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3302657	3304775	0.267378933611886	9.27184593290963e-72	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3314964	3315598	0.249448638013446	2.80685260358661e-24	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3318620	3320879	0.280693390915707	7.37376915745021e-99	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3322222	3322504	0.189541115066421	1.12771764874501e-21	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3331002	3332405	0.178137575181431	1.46328450212307e-46	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3339226	3340514	0.110045609424506	5.42138699742679e-17	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3346813	3349215	0.197135400691672	9.31337479038886e-43	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3352256	3355233	0.268761520174255	3.70993954816163e-82	Hypomethylation	PRDM16	3.01	1.1940422775494e-12	Overexpression
1	3382117	3382751	0.130678879893067	2.30190790512951e-18	Hypomethylation	ARHGEF16	2.16	2.46436705373054e-12	Overexpression
1	3387596	3388513	0.102858062187999	1.39285329273628e-13	Hypomethylation	ARHGEF16	2.16	2.46436705373054e-12	Overexpression
1	3397232	3402632	0.163489412155211	2.1925566172251e-49	Hypomethylation	ARHGEF16	2.16	2.46436705373054e-12	Overexpression
1	6533805	6536136	0.107426315072811	1.1645483798798e-22	Hypomethylation	PLEKHG5	2.18	3.04082178185228e-19	Overexpression
1	6537252	6537986	0.107923689376575	2.47425112492507e-15	Hypomethylation	PLEKHG5	2.18	3.04082178185228e-19	Overexpression
1	6566020	6566654	0.247343845386564	3.05038841437769e-28	Hypomethylation	PLEKHG5	2.18	3.04082178185228e-19	Overexpression
1	8403490	8403821	0.265392238203707	1.20979679999229e-44	Hypomethylation	SLC45A1	1.93	4.61625808079453e-13	Overexpression
1	9128843	9130131	0.144510980460818	5.55994738146763e-12	Hypomethylation	SLC2A5	28.47	1.83903035871705e-10	Overexpression
1	9794578	9796412	0.107170711211538	5.43464142803584e-14	Hypomethylation	CLSTN1	1.66	3.75769350465797e-13	Overexpression
1	10490024	10490077	0.121811791076291	8.00452685798488e-14	Hypomethylation	APITD1	1.26	8.20312438617956e-07	Overexpression
1	15655610	15656244	0.162284207673007	2.1831214396018e-20	Hypomethylation	FHAD1	6.47	4.01838061992984e-14	Overexpression
1	16370184	16370346	0.125878925686872	2.28256273736245e-31	Hypomethylation	CLCNKB	5.36	7.66956853559464e-07	Overexpression
1	18617313	18618108	0.158393931882565	3.25778409029669e-16	Hypomethylation	IGSF21	2.19	2.47702026938991e-11	Overexpression
1	18691637	18691919	0.18997007682393	1.70914271875049e-24	Hypomethylation	IGSF21	2.19	2.47702026938991e-11	Overexpression
1	18699959	18701535	0.131377011793097	2.96966434319674e-14	Hypomethylation	IGSF21	2.19	2.47702026938991e-11	Overexpression
1	19166196	19166985	0.171992914066419	7.81164696681731e-22	Hypomethylation	TAS1R2	7.66	8.97757202866169e-08	Overexpression
1	19982015	19986785	0.140466308898342	1.02031380774198e-16	Hypomethylation	NBL1	2.45	4.84916425366132e-07	Overexpression
1	23191153	23191981	0.159712007412706	1.07691891393548e-13	Hypomethylation	EPHB2	6.59	6.69232632702132e-15	Overexpression
1	23516538	23520540	0.134726608404739	7.8782744464837e-20	Hypomethylation	HTR1D	20.95	9.04250271866468e-07	Overexpression
1	26610113	26611770	0.259894588018722	2.15171772950021e-56	Hypomethylation	UBXN11	2	7.66279651027881e-19	Overexpression
1	27189238	27189358	0.239478364556457	1.16511089850772e-40	Hypomethylation	SFN	16.91	9.8876376231223e-19	Overexpression
1	34090633	34090789	0.159409211607682	3.85361239145146e-27	Hypomethylation	CSMD2	11.83	2.00701260978388e-20	Overexpression
1	34174852	34175634	0.288749257204803	4.64329425606911e-45	Hypomethylation	CSMD2	11.83	2.00701260978388e-20	Overexpression
1	36178081	36182091	0.107564446268827	2.43817731109764e-35	Hypomethylation	C1orf216	1.53	8.97647700053058e-17	Overexpression
1	38412318	38412912	-0.127696786012936	2.10361140141189e-15	Hypermethylation	INPP5B	0.68	1.03142323402454e-15	lowexpression
1	38470426	38470692	0.139374799073482	2.80647682140395e-21	Hypomethylation	FHL3	1.8	1.09791419940304e-20	Overexpression
1	44445978	44446206	0.1508494873123	2.20184898457144e-27	Hypomethylation	B4GALT2	1.3	3.4453918499196e-08	Overexpression
1	55464638	55465926	0.140088588921638	8.53820671473274e-29	Hypomethylation	BSND	28.8	1.97077398666289e-09	Overexpression
1	64669387	64669572	0.164121716306919	3.46639064777257e-25	Hypomethylation	UBE2U	40.24	4.37606804869369e-07	Overexpression
1	67217766	67217946	-0.160377443268022	3.33997550900023e-22	Hypermethylation	TCTEX1D1	0.23	1.49953189851176e-06	lowexpression
1	75139445	75139515	-0.135071692924168	2.1118189375378e-11	Hypermethylation	C1orf173	0.45	1.96673409268905e-09	lowexpression
