cg00299972	1.17143E-06	0.497066914	0.150921142	Hyper
cg14175690	9.93186E-12	0.754380146	0.204078277	Hyper
cg16218721	2.88969E-07	0.632818706	0.301581223	Hyper
cg07619697	5.65453E-07	0.838105221	0.480778677	Hyper
cg17610800	6.66029E-10	0.671845082	0.332627558	Hyper
cg07416664	2.90545E-11	0.796188771	0.384951496	Hyper
cg26590744	6.4761E-07	0.504128849	0.18891947	Hyper
cg24144440	1.25713E-08	0.581793556	0.269951662	Hyper
cg21725888	7.20625E-08	0.520562725	0.160853963	Hyper
cg25449440	1.22735E-06	0.724103974	0.395388181	Hyper
cg01138740	2.09403E-11	0.432728323	0.827688017	Hypo
cg01961447	3.26442E-09	0.391501961	0.047812104	Hyper
cg13389958	2.20769E-11	0.665125638	0.312823906	Hyper
cg21775245	5.91861E-06	0.89584057	0.470588882	Hyper
cg26104752	1.20483E-08	0.403889671	0.074746016	Hyper
cg20469799	9.27022E-05	0.420900351	0.078161207	Hyper
cg05498007	3.38303E-06	0.45884086	0.108561995	Hyper
cg13706769	3.8816E-08	0.545647048	0.883219632	Hypo
cg05679002	8.08913E-06	0.904405021	0.543099456	Hyper
cg01414185	6.14815E-08	0.737183592	0.248596218	Hyper
cg18990050	3.07901E-08	0.799130571	0.348663091	Hyper
cg04498913	1.971E-06	0.930819528	0.553553423	Hyper
cg23994112	8.4312E-08	0.658278616	0.325741037	Hyper
cg13939311	4.19664E-06	0.538290687	0.918614958	Hypo
cg11751707	2.14715E-07	0.578844302	0.152126492	Hyper
cg09799983	1.46921E-06	0.771785485	0.304351385	Hyper
cg25887069	9.27346E-11	0.454629235	0.053758258	Hyper
cg13682735	4.94452E-07	0.700812165	0.343188223	Hyper
cg00079219	1.7158E-08	0.604673702	0.221332786	Hyper
cg02409878	5.15234E-06	0.56234026	0.139694072	Hyper
cg10703826	2.32278E-06	0.678659674	0.249719799	Hyper
cg11186522	1.57252E-07	0.381207434	0.794404253	Hypo
cg01815671	3.91979E-07	0.577330735	0.136182999	Hyper
cg09610578	6.65016E-06	0.893746131	0.560221476	Hyper
cg13338734	2.35201E-07	0.780450231	0.411302254	Hyper
cg17215831	5.17452E-06	0.469996176	0.135790912	Hyper
cg21647227	1.76399E-10	0.61337275	0.219556527	Hyper
cg21591742	2.59698E-08	0.680054106	0.232677223	Hyper
cg02829688	2.21466E-08	0.573279676	0.255473286	Hyper
cg06198398	2.67151E-05	0.450692831	0.090444196	Hyper
cg03890222	4.88856E-07	0.508953666	0.180611408	Hyper
cg00173504	9.38837E-07	0.536181035	0.226737492	Hyper
cg27521476	2.04575E-07	0.547159435	0.244593489	Hyper
cg25812043	6.34846E-07	0.439774803	0.763417077	Hypo
cg05771518	2.57866E-09	0.473733921	0.166420174	Hyper
cg01564135	7.42376E-07	0.72111067	0.371694172	Hyper
cg24489686	1.59372E-06	0.394023892	0.762549822	Hypo
cg11907729	1.94333E-06	0.614280535	0.201549675	Hyper
cg03964958	2.07904E-06	0.587803012	0.261764959	Hyper
cg07781035	5.38327E-06	0.402857869	0.074578322	Hyper
cg02264990	0.000143238	0.408244434	0.070798573	Hyper
cg01873234	8.51776E-07	0.524950056	0.101228997	Hyper
cg01972335	2.17082E-07	0.448746117	0.748986731	Hypo
cg13209441	1.57579E-06	0.61942174	0.286378151	Hyper
cg06113789	3.98467E-06	0.492939062	0.075991021	Hyper
cg18099070	8.10047E-06	0.478840821	0.850695513	Hypo
cg21011616	4.76376E-07	0.601869193	0.267099964	Hyper
cg25307318	1.33825E-06	0.66950688	0.244657435	Hyper
cg17512364	6.38859E-08	0.558677875	0.102419904	Hyper
cg05020625	1.11762E-08	0.429762324	0.071380103	Hyper
cg15191648	1.8695E-06	0.564695151	0.253279164	Hyper
cg22674699	2.70531E-06	0.769433746	0.283375754	Hyper
cg01148781	8.23255E-07	0.761251105	0.433991652	Hyper
cg12171183	1.21602E-05	0.465786305	0.09973903	Hyper
cg15798385	2.5067E-07	0.822507826	0.426613888	Hyper
cg22149137	2.56702E-07	0.58414517	0.243402946	Hyper
cg17632299	5.13271E-07	0.616149631	0.152814801	Hyper
cg23767994	6.14396E-06	0.767001907	0.461189337	Hyper
cg09937438	1.05984E-05	0.712427092	0.371998447	Hyper
cg21705897	0.000120604	0.538693577	0.150199837	Hyper
cg21109744	4.71008E-07	0.53814616	0.186735341	Hyper
