14	0.312	0.434	0.386	0.288	0.247	0.313	0.392	0.365	0.373	0.508	0.428	0.55	0.553	0.463	0.706	0.585	T
15	0.191	0.342	0.284	0.204	0.151	0.196	0.305	0.321	0.35	0.523	0.425	0.535	0.561	0.471	0.712	0.598	N
17	0.179	0.235	0.252	0.161	0.14	0.136	0.234	0.212	0.254	0.413	0.261	0.389	0.43	0.269	0.624	0.433	N
172	0.669	0.775	0.773	0.685	0.507	0.607	0.751	0.753	0.751	0.82	0.759	0.816	0.807	0.777	0.85	0.771	T
177	0.425	0.551	0.55	0.438	0.375	0.389	0.486	0.52	0.548	0.649	0.596	0.693	0.697	0.615	0.793	0.631	T
18	0.578	0.652	0.641	0.568	0.484	0.532	0.597	0.617	0.61	0.739	0.647	0.746	0.739	0.659	0.84	0.735	T
19	0.642	0.755	0.745	0.675	0.499	0.588	0.692	0.722	0.731	0.809	0.734	0.792	0.803	0.716	0.864	0.741	N
22	0.092	0.171	0.155	0.1	0.059	0.098	0.151	0.156	0.156	0.305	0.222	0.33	0.325	0.206	0.548	0.336	N
25	0.208	0.304	0.286	0.234	0.143	0.19	0.271	0.266	0.272	0.444	0.359	0.411	0.415	0.345	0.594	0.46	N
27	0.436	0.536	0.469	0.365	0.299	0.353	0.494	0.532	0.506	0.665	0.631	0.669	0.667	0.637	0.834	0.741	T
31	0.768	0.861	0.838	0.685	0.634	0.706	0.875	0.854	0.882	0.919	0.885	0.92	0.896	0.816	0.909	0.808	T
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
34	0.138	0.226	0.204	0.12	0.109	0.109	0.202	0.201	0.198	0.376	0.285	0.381	0.4	0.28	0.575	0.407	N
36	0.128	0.21	0.215	0.11	0.057	0.123	0.184	0.185	0.229	0.328	0.274	0.356	0.353	0.241	0.57	0.398	N
39	0.497	0.557	0.535	0.263	0.22	0.423	0.529	0.536	0.546	0.633	0.577	0.658	0.682	0.594	0.759	0.657	T
50	0.191	0.278	0.272	0.199	0.105	0.185	0.235	0.246	0.237	0.351	0.258	0.341	0.344	0.257	0.502	0.351	N
55	0.581	0.665	0.656	0.588	0.49	0.534	0.637	0.641	0.646	0.728	0.674	0.736	0.756	0.71	0.839	0.745	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.244	0.346	0.287	0.203	0.154	0.206	0.286	0.321	0.332	0.456	0.377	0.468	0.501	0.36	0.629	0.515	T
67	0.353	0.529	0.471	0.294	0.412	0.412	0.353	0.529	0.412	0.647	0.588	0.706	0.647	0.353	0.706	0.647	T
