14	0.369	0.111	0.075	0.153	0.104	0.095	0.237	0.175	0.138	0.123	0.157	0.189	0.114	0.132	0.078	0.091	0.064	0.065	0.053	0.05	0.081	0.063	0.042	0.118	T
15	0.36	0.149	0.129	0.202	0.152	0.152	0.339	0.235	0.218	0.174	0.223	0.282	0.166	0.19	0.132	0.173	0.104	0.126	0.095	0.082	0.104	0.087	0.082	0.176	N
17	0.407	0.053	0.029	0.076	0.071	0.055	0.132	0.101	0.086	0.069	0.097	0.108	0.062	0.075	0.038	0.075	0.032	0.048	0.038	0.021	0.049	0.033	0.048	0.069	N
172	0.384	0.044	0.031	0.06	0.051	0.047	0.091	0.057	0.053	0.05	0.051	0.067	0.04	0.044	0.047	0.042	0.029	0.03	0.023	0.024	0.031	0.021	0.023	0.049	T
177	0.376	0.363	0.325	0.399	0.376	0.355	0.484	0.402	0.411	0.368	0.403	0.417	0.358	0.361	0.133	0.259	0.107	0.177	0.101	0.069	0.178	0.168	0.291	0.38	T
18	0.371	0.429	0.402	0.471	0.438	0.412	0.556	0.488	0.464	0.457	0.491	0.504	0.457	0.467	0.444	0.469	0.407	0.425	0.379	0.421	0.451	0.412	0.422	0.468	T
19	0.391	0.466	0.546	0.569	0.555	0.48	0.632	0.57	0.575	0.558	0.575	0.591	0.555	0.57	0.542	0.568	0.455	0.456	0.438	0.538	0.559	0.544	0.538	0.584	N
22	0.357	0.051	0.043	0.085	0.065	0.062	0.153	0.104	0.08	0.057	0.079	0.112	0.063	0.074	0.029	0.059	0.047	0.049	0.042	0.027	0.043	0.039	0.039	0.053	N
25	0.367	0.106	0.082	0.13	0.123	0.104	0.209	0.137	0.133	0.124	0.14	0.166	0.085	0.103	0.033	0.093	0.023	0.025	0.026	0.018	0.025	0.032	0.034	0.064	N
27	0.431	0.362	0.265	0.383	0.371	0.295	0.558	0.42	0.377	0.299	0.416	0.42	0.305	0.359	0.248	0.311	0.233	0.267	0.168	0.225	0.281	0.197	0.267	0.361	T
31	0.365	0.663	0.478	0.782	0.779	0.733	0.825	0.712	0.79	0.665	0.802	0.721	0.775	0.765	0.759	0.775	0.596	0.713	0.535	0.346	0.539	0.308	0.422	0.741	T
32	0.423	0.05	0.053	0.104	0.089	0.089	0.218	0.129	0.132	0.098	0.12	0.17	0.097	0.115	0.055	0.08	0.037	0.045	0.046	0.036	0.047	0.055	0.044	0.086	N
34	0.36	0.053	0.039	0.111	0.073	0.069	0.199	0.133	0.106	0.092	0.11	0.171	0.099	0.097	0.043	0.074	0.034	0.036	0.033	0.038	0.046	0.039	0.041	0.081	N
36	0.345	0.056	0.048	0.104	0.077	0.084	0.181	0.093	0.097	0.065	0.105	0.118	0.068	0.084	0.035	0.074	0.03	0.033	0.029	0.017	0.032	0.017	0.024	0.067	N
39	0.396	0.43	0.407	0.466	0.439	0.443	0.518	0.466	0.454	0.447	0.469	0.486	0.452	0.45	0.44	0.461	0.437	0.445	0.36	0.322	0.356	0.263	0.28	0.454	T
50	0.365	0.042	0.03	0.061	0.049	0.033	0.12	0.069	0.061	0.047	0.063	0.103	0.042	0.055	0.026	0.036	0.017	0.02	0.02	0.014	0.029	0.019	0.03	0.052	N
55	0.38	0.41	0.334	0.455	0.427	0.391	0.539	0.469	0.459	0.441	0.464	0.495	0.369	0.389	0.119	0.272	0.082	0.075	0.044	0.052	0.096	0.06	0.076	0.143	T
56	0.343	0.051	0.043	0.088	0.074	0.072	0.173	0.119	0.099	0.088	0.1	0.155	0.067	0.088	0.033	0.06	0.018	0.025	0.029	0.022	0.031	0.027	0.033	0.067	N
63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
67	0.363	0.057	0.036	0.086	0.073	0.074	0.19	0.145	0.137	0.111	0.138	0.168	0.09	0.108	0.036	0.064	0.017	0.023	0.028	0.019	0.048	0.033	0.031	0.073	T
81	0.371	0.139	0.138	0.198	0.155	0.167	0.324	0.233	0.207	0.184	0.226	0.245	0.164	0.169	0.127	0.152	0.107	0.103	0.084	0.071	0.102	0.098	0.088	0.158	T
88	0.373	0.032	0.022	0.06	0.052	0.042	0.127	0.076	0.059	0.052	0.071	0.105	0.052	0.08	0.023	0.032	0.017	0.023	0.021	0.021	0.022	0.017	0.03	0.071	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.364	0.647	0.626	0.647	0.633	0.643	0.693	0.669	0.641	0.563	0.653	0.69	0.643	0.667	0.257	0.549	0.121	0.125	0.072	0.128	0.195	0.096	0.16	0.186	T
94	0.373	0.205	0.194	0.255	0.208	0.227	0.331	0.253	0.259	0.242	0.279	0.3	0.221	0.242	0.122	0.222	0.068	0.067	0.046	0.046	0.099	0.063	0.077	0.118	N
BN190001	0.371	0.098	0.088	0.15	0.109	0.097	0.293	0.172	0.146	0.113	0.161	0.23	0.124	0.159	0.104	0.116	0.063	0.086	0.082	0.072	0.077	0.064	0.069	0.105	T
BN190002	0.354	0.055	0.036	0.085	0.061	0.052	0.146	0.082	0.051	0.047	0.069	0.102	0.058	0.06	0.052	0.063	0.033	0.04	0.034	0.031	0.029	0.023	0.038	0.064	N
BN190003	0.387	0.291	0.245	0.326	0.315	0.301	0.374	0.327	0.34	0.317	0.355	0.357	0.244	0.325	0.073	0.267	0.04	0.052	0.051	0.023	0.048	0.035	0.043	0.059	T
BN190005	0.384	0.1	0.082	0.126	0.104	0.11	0.197	0.146	0.124	0.098	0.138	0.157	0.088	0.126	0.056	0.099	0.05	0.05	0.036	0.025	0.05	0.024	0.034	0.052	N
BN190006	0.373	0.084	0.073	0.113	0.089	0.094	0.229	0.147	0.124	0.089	0.122	0.151	0.088	0.101	0.069	0.085	0.05	0.069	0.055	0.042	0.071	0.051	0.056	0.121	T
BN190007	0.392	0.069	0.032	0.081	0.062	0.063	0.154	0.088	0.091	0.072	0.083	0.106	0.062	0.073	0.031	0.044	0.026	0.037	0.028	0.018	0.041	0.024	0.035	0.058	N
BN190008	0.349	0.097	0.077	0.157	0.115	0.12	0.25	0.177	0.12	0.108	0.131	0.163	0.106	0.115	0.072	0.106	0.059	0.057	0.055	0.055	0.072	0.059	0.052	0.113	T
BN190010	0.365	0.085	0.087	0.16	0.137	0.109	0.273	0.215	0.21	0.198	0.214	0.236	0.144	0.174	0.082	0.093	0.059	0.074	0.049	0.049	0.063	0.055	0.053	0.1	N
BN190011	0.358	0.537	0.51	0.569	0.542	0.54	0.618	0.583	0.567	0.561	0.573	0.583	0.538	0.541	0.542	0.559	0.452	0.425	0.279	0.489	0.548	0.534	0.53	0.584	T
BN190012	0.362	0.054	0.038	0.084	0.067	0.071	0.172	0.116	0.111	0.098	0.114	0.139	0.076	0.084	0.048	0.063	0.036	0.035	0.038	0.022	0.044	0.031	0.037	0.073	N
BN190014	0.366	0.251	0.229	0.29	0.269	0.255	0.366	0.317	0.302	0.268	0.296	0.325	0.259	0.251	0.215	0.276	0.181	0.186	0.17	0.201	0.248	0.223	0.24	0.281	T
BN190015	0.377	0.088	0.059	0.102	0.064	0.099	0.173	0.119	0.09	0.085	0.106	0.141	0.09	0.095	0.07	0.088	0.043	0.069	0.048	0.05	0.077	0.05	0.05	0.088	N
BN190017	0.355	0.142	0.104	0.164	0.139	0.135	0.308	0.207	0.183	0.128	0.179	0.22	0.152	0.144	0.117	0.149	0.078	0.098	0.075	0.063	0.106	0.074	0.074	0.166	N
BN190018	0.368	0.236	0.234	0.263	0.251	0.256	0.325	0.288	0.281	0.25	0.279	0.296	0.242	0.256	0.209	0.278	0.147	0.089	0.041	0.057	0.158	0.074	0.08	0.123	T
BN190019	0.38	0.235	0.234	0.357	0.331	0.327	0.462	0.386	0.386	0.343	0.381	0.404	0.329	0.337	0.213	0.322	0.197	0.206	0.174	0.158	0.263	0.18	0.246	0.302	T
BN190023	0.368	0.086	0.064	0.11	0.095	0.086	0.194	0.138	0.141	0.112	0.131	0.163	0.099	0.098	0.066	0.084	0.058	0.062	0.065	0.061	0.071	0.061	0.068	0.104	N
BN190024	0.381	0.569	0.528	0.607	0.588	0.455	0.658	0.606	0.55	0.271	0.486	0.637	0.439	0.558	0.337	0.302	0.231	0.252	0.269	0.052	0.09	0.052	0.126	0.298	T
BN190026	0.382	0.105	0.097	0.129	0.124	0.093	0.198	0.134	0.13	0.063	0.105	0.153	0.089	0.112	0.069	0.103	0.044	0.067	0.049	0.018	0.044	0.021	0.033	0.077	N
BN190028	0.356	0.051	0.034	0.086	0.063	0.057	0.149	0.11	0.09	0.06	0.082	0.133	0.062	0.081	0.037	0.056	0.022	0.028	0.019	0.022	0.033	0.023	0.034	0.059	T
BN190029	0.353	0.059	0.079	0.095	0.063	0.09	0.158	0.113	0.084	0.084	0.1	0.163	0.084	0.1	0.026	0.1	0.021	0.032	0.026	0.016	0.047	0.042	0.047	0.048	N
BN190030	0.269	0.038	0	0	0.038	0.038	0.12	0.04	0.038	0	0.038	0.077	0	0.077	0	0	0	0.077	0	0	0	0.115	0	0.154	N
BN190031	0.376	0.051	0.042	0.079	0.062	0.065	0.148	0.09	0.092	0.076	0.086	0.139	0.067	0.089	0.036	0.056	0.031	0.031	0.021	0.017	0.031	0.024	0.033	0.06	T
BN190032	0.377	0.128	0.098	0.159	0.131	0.129	0.278	0.17	0.145	0.109	0.165	0.224	0.111	0.133	0.088	0.13	0.09	0.088	0.063	0.054	0.099	0.064	0.078	0.142	N
BN190033	0.374	0.08	0.063	0.122	0.093	0.075	0.226	0.131	0.111	0.079	0.119	0.152	0.081	0.091	0.071	0.099	0.06	0.068	0.048	0.039	0.061	0.054	0.052	0.097	T
BN190034	0.362	0.388	0.368	0.483	0.463	0.424	0.56	0.505	0.505	0.444	0.511	0.524	0.481	0.434	0.238	0.379	0.114	0.11	0.107	0.091	0.233	0.115	0.09	0.173	T
BN190036	0.369	0.146	0.131	0.21	0.177	0.157	0.307	0.225	0.197	0.165	0.221	0.221	0.174	0.175	0.119	0.141	0.089	0.097	0.072	0.078	0.099	0.083	0.093	0.186	T
BN190037	0.363	0.128	0.101	0.204	0.191	0.134	0.264	0.189	0.183	0.151	0.176	0.205	0.152	0.148	0.084	0.106	0.056	0.059	0.032	0.038	0.07	0.047	0.057	0.114	N
BN190038	0.339	0.039	0.028	0.069	0.072	0.047	0.18	0.061	0.041	0.037	0.044	0.069	0.028	0.037	0.015	0.041	0.017	0.026	0.018	0.025	0.029	0.025	0.024	0.05	N
BN190039	0.375	0.329	0.31	0.402	0.389	0.363	0.439	0.372	0.337	0.298	0.345	0.341	0.256	0.299	0.053	0.148	0.02	0.021	0.019	0.01	0.029	0.019	0.025	0.047	T
BN190040	0.378	0.125	0.106	0.177	0.163	0.139	0.277	0.177	0.153	0.129	0.157	0.166	0.095	0.112	0.041	0.081	0.038	0.035	0.031	0.028	0.046	0.036	0.033	0.067	N
BN190041	0.358	0.139	0.094	0.179	0.131	0.133	0.3	0.225	0.205	0.136	0.193	0.245	0.112	0.133	0.074	0.12	0.06	0.072	0.053	0.041	0.069	0.053	0.051	0.11	T
BN190042	0.366	0.067	0.045	0.11	0.078	0.07	0.163	0.111	0.095	0.082	0.108	0.125	0.074	0.058	0.04	0.052	0.031	0.038	0.027	0.021	0.037	0.033	0.036	0.088	N
BN190044	0.384	0.854	0.844	0.852	0.843	0.844	0.874	0.866	0.864	0.859	0.865	0.883	0.846	0.857	0.732	0.853	0.728	0.645	0.589	0.548	0.802	0.651	0.723	0.801	T
BN190046	0.366	0.047	0.032	0.099	0.048	0.049	0.159	0.082	0.078	0.063	0.08	0.091	0.049	0.063	0.044	0.066	0.029	0.038	0.03	0.016	0.039	0.031	0.032	0.065	T
BN190047	0.378	0.062	0.054	0.116	0.09	0.089	0.201	0.148	0.117	0.109	0.132	0.173	0.108	0.115	0.042	0.077	0.044	0.046	0.038	0.03	0.041	0.039	0.057	0.088	N
BN190048	0.358	0.199	0.176	0.279	0.27	0.18	0.369	0.334	0.325	0.214	0.274	0.355	0.202	0.283	0.185	0.256	0.165	0.167	0.066	0.052	0.158	0.075	0.098	0.234	T
BN190049	0.382	0.637	0.606	0.653	0.658	0.648	0.673	0.626	0.655	0.643	0.65	0.647	0.672	0.641	0.602	0.645	0.335	0.447	0.13	0.088	0.615	0.179	0.371	0.515	T
BN190050	0.379	0.126	0.12	0.179	0.167	0.13	0.258	0.185	0.185	0.149	0.176	0.199	0.144	0.152	0.121	0.153	0.078	0.079	0.04	0.053	0.084	0.051	0.12	0.148	N
BN190051	0.377	0.181	0.19	0.277	0.232	0.171	0.425	0.357	0.328	0.253	0.289	0.38	0.26	0.247	0.266	0.151	0.129	0.088	0.131	0.053	0.111	0.084	0.053	0.126	T
BN190052	0.371	0.176	0.15	0.183	0.177	0.127	0.355	0.287	0.267	0.225	0.266	0.336	0.228	0.227	0.197	0.171	0.129	0.141	0.115	0.071	0.117	0.083	0.078	0.146	N
BN190054	0.352	0.023	0.015	0.041	0.024	0.024	0.041	0.045	0.03	0.033	0.021	0.03	0.014	0.024	0.006	0.02	0.008	0.012	0.012	0.003	0.008	0.005	0.011	0.006	T
BN190055	0.343	0.06	0.038	0.078	0.063	0.062	0.13	0.105	0.077	0.064	0.094	0.094	0.067	0.066	0.038	0.071	0.041	0.03	0.022	0.018	0.041	0.021	0.042	0.071	T
BN190056	0.363	0.044	0.037	0.084	0.061	0.055	0.157	0.119	0.092	0.071	0.092	0.116	0.068	0.075	0.037	0.072	0.028	0.04	0.034	0.027	0.034	0.031	0.03	0.062	N
BN190057	0.389	0.053	0.046	0.098	0.077	0.069	0.175	0.105	0.087	0.071	0.089	0.119	0.066	0.083	0.038	0.05	0.035	0.041	0.031	0.03	0.04	0.03	0.027	0.07	T
BN190059	0.387	0.039	0.025	0.107	0.071	0.077	0.144	0.106	0.084	0.065	0.106	0.158	0.058	0.067	0.037	0.053	0.019	0.029	0.023	0.013	0.032	0.027	0.044	0.071	N
BN190062	0.374	0.041	0.028	0.069	0.054	0.054	0.141	0.084	0.055	0.057	0.054	0.099	0.054	0.032	0.045	0.055	0.036	0.025	0.016	0.019	0.022	0.027	0.027	0.053	N
BN190068	0.37	0.094	0.074	0.113	0.105	0.093	0.171	0.128	0.128	0.106	0.118	0.138	0.099	0.11	0.084	0.1	0.072	0.08	0.057	0.062	0.08	0.065	0.08	0.106	N
BN190071	0.362	0.049	0.042	0.093	0.068	0.065	0.181	0.124	0.118	0.086	0.12	0.155	0.079	0.094	0.049	0.064	0.033	0.042	0.03	0.028	0.041	0.031	0.038	0.07	N
BN190072	0.369	0.047	0.029	0.093	0.056	0.081	0.178	0.189	0.142	0.11	0.14	0.167	0.068	0.086	0.036	0.044	0.019	0.025	0.018	0.011	0.044	0.018	0.028	0.061	N
BN190073	0.368	0.256	0.216	0.266	0.194	0.175	0.454	0.349	0.272	0.201	0.255	0.277	0.172	0.12	0.114	0.114	0.089	0.075	0.044	0.046	0.078	0.041	0.214	0.259	T
BN190075	0.387	0.065	0.055	0.088	0.076	0.073	0.164	0.114	0.099	0.086	0.102	0.129	0.068	0.074	0.034	0.059	0.021	0.024	0.023	0.021	0.048	0.034	0.043	0.069	N
BN190077	0.367	0.494	0.485	0.514	0.506	0.493	0.568	0.531	0.522	0.51	0.522	0.552	0.505	0.527	0.504	0.522	0.498	0.487	0.483	0.47	0.52	0.499	0.52	0.557	T
BN190080	0.364	0.068	0.053	0.083	0.063	0.061	0.134	0.084	0.073	0.064	0.083	0.092	0.066	0.078	0.067	0.075	0.063	0.065	0.064	0.056	0.07	0.065	0.065	0.091	N
BN190083	0.357	0.116	0.1	0.147	0.119	0.114	0.252	0.16	0.14	0.119	0.156	0.187	0.119	0.128	0.092	0.108	0.079	0.082	0.054	0.051	0.068	0.049	0.059	0.103	T
BN190085	0.373	0.074	0.053	0.127	0.096	0.096	0.221	0.166	0.137	0.129	0.145	0.18	0.108	0.121	0.05	0.07	0.038	0.038	0.036	0.032	0.05	0.032	0.053	0.081	N
BN190087	0.385	0.205	0.187	0.235	0.209	0.205	0.332	0.258	0.252	0.213	0.251	0.286	0.202	0.228	0.204	0.227	0.185	0.179	0.127	0.133	0.192	0.178	0.183	0.233	T
BN190089	0.378	0.469	0.456	0.488	0.466	0.461	0.56	0.505	0.508	0.498	0.487	0.525	0.476	0.489	0.446	0.49	0.414	0.413	0.325	0.364	0.471	0.445	0.462	0.487	N
BN190090	0.371	0.208	0.291	0.326	0.314	0.309	0.355	0.337	0.314	0.311	0.331	0.347	0.264	0.319	0.114	0.149	0.054	0.041	0.032	0.02	0.06	0.063	0.207	0.181	T
BN190092	0.38	0.108	0.124	0.158	0.139	0.14	0.2	0.194	0.182	0.158	0.157	0.206	0.083	0.148	0.1	0.068	0.046	0.017	0.022	0.025	0.022	0.036	0.053	0.061	N
BN190094	0.372	0.045	0.029	0.058	0.054	0.05	0.127	0.068	0.059	0.046	0.056	0.085	0.048	0.046	0.032	0.042	0.025	0.036	0.023	0.02	0.036	0.028	0.027	0.06	T
BN190096	0.359	0.051	0.027	0.088	0.061	0.055	0.135	0.075	0.071	0.05	0.065	0.084	0.038	0.051	0.029	0.042	0.029	0.027	0.026	0.025	0.032	0.025	0.028	0.062	N
BN190098	0.394	0.093	0.098	0.122	0.102	0.108	0.221	0.132	0.124	0.098	0.136	0.158	0.099	0.106	0.075	0.123	0.066	0.072	0.063	0.06	0.077	0.059	0.075	0.126	N
BN190099	0.364	0.109	0.09	0.153	0.145	0.125	0.293	0.175	0.158	0.129	0.164	0.179	0.118	0.122	0.117	0.11	0.074	0.088	0.059	0.064	0.086	0.057	0.059	0.135	T
BN190101	0.361	0.059	0.048	0.09	0.061	0.077	0.148	0.091	0.085	0.063	0.088	0.101	0.056	0.084	0.046	0.052	0.038	0.043	0.029	0.032	0.044	0.036	0.04	0.064	N
BN190106	0.358	0.013	0.009	0.023	0.012	0.016	0.035	0.024	0.019	0.017	0.021	0.039	0.012	0.028	0.006	0.027	0.005	0.01	0.01	0.009	0.015	0.003	0.013	0.019	T
BN190109	0.364	0.02	0.013	0.038	0.021	0.036	0.081	0.033	0.031	0.025	0.045	0.056	0.028	0.029	0.02	0.034	0.013	0.016	0.014	0.008	0.021	0.017	0.02	0.041	N
BN190111	0.355	0.027	0.027	0.052	0.039	0.032	0.12	0.087	0.065	0.05	0.06	0.09	0.043	0.054	0.017	0.031	0.025	0.025	0.014	0.013	0.021	0.016	0.02	0.05	T
BN190114	0.383	0.177	0.141	0.211	0.173	0.17	0.288	0.236	0.2	0.171	0.202	0.224	0.166	0.186	0.121	0.169	0.117	0.098	0.051	0.106	0.137	0.089	0.13	0.191	T
BN190117	0.352	0.234	0.241	0.283	0.28	0.265	0.366	0.297	0.274	0.248	0.284	0.286	0.248	0.255	0.19	0.254	0.205	0.213	0.136	0.192	0.223	0.167	0.228	0.264	N
BN190119	0.383	0.854	0.805	0.856	0.857	0.831	0.881	0.86	0.867	0.84	0.862	0.851	0.861	0.86	0.768	0.85	0.723	0.628	0.646	0.638	0.841	0.698	0.826	0.849	T
BN190120	0.374	0.211	0.174	0.265	0.2	0.199	0.389	0.287	0.258	0.186	0.25	0.308	0.2	0.206	0.184	0.205	0.156	0.177	0.13	0.113	0.157	0.141	0.142	0.232	N
BN190121	0.368	0.09	0.081	0.145	0.105	0.081	0.232	0.146	0.13	0.1	0.147	0.173	0.107	0.115	0.071	0.111	0.069	0.072	0.05	0.045	0.074	0.057	0.048	0.102	T
BN190122	0.383	0.039	0.031	0.056	0.044	0.032	0.092	0.067	0.061	0.039	0.044	0.078	0.044	0.047	0.015	0.015	0.019	0.027	0.01	0.002	0.015	0.003	0.012	0.037	N
BN190125	0.375	0.053	0.034	0.068	0.06	0.061	0.159	0.097	0.093	0.069	0.1	0.137	0.059	0.084	0.031	0.055	0.029	0.03	0.021	0.015	0.026	0.021	0.032	0.056	T
BN190128	0.369	0.04	0.022	0.068	0.054	0.051	0.16	0.092	0.068	0.047	0.095	0.106	0.061	0.066	0.038	0.062	0.022	0.025	0.026	0.017	0.046	0.031	0.032	0.065	N
BN190131	0.363	0.063	0.051	0.091	0.072	0.068	0.174	0.127	0.099	0.087	0.087	0.13	0.058	0.057	0.033	0.061	0.025	0.026	0.021	0.017	0.04	0.035	0.035	0.088	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.365	0.292	0.259	0.329	0.301	0.294	0.429	0.34	0.341	0.291	0.35	0.391	0.294	0.307	0.226	0.277	0.18	0.194	0.118	0.11	0.169	0.148	0.191	0.284	T
BN190137	0.385	0.105	0.083	0.118	0.101	0.117	0.165	0.125	0.132	0.116	0.124	0.154	0.104	0.097	0.054	0.104	0.044	0.045	0.032	0.018	0.048	0.054	0.047	0.095	N
BN190141	0.356	0.172	0.145	0.2	0.175	0.175	0.347	0.26	0.227	0.182	0.219	0.274	0.171	0.201	0.132	0.168	0.104	0.123	0.088	0.081	0.111	0.093	0.089	0.16	T
BN190142	0.375	0.346	0.296	0.442	0.424	0.384	0.512	0.421	0.31	0.271	0.317	0.365	0.252	0.274	0.089	0.165	0.045	0.056	0.046	0.035	0.05	0.04	0.038	0.095	N
BN190147	0.376	0.1	0.04	0.143	0.076	0.058	0.229	0.135	0.113	0.065	0.115	0.222	0.14	0.114	0.069	0.107	0.043	0.055	0.047	0.04	0.06	0.031	0.046	0.082	T
BN190149	0.374	0.053	0.044	0.077	0.059	0.059	0.196	0.169	0.098	0.064	0.077	0.121	0.113	0.107	0.028	0.07	0.019	0.026	0.021	0.017	0.052	0.02	0.025	0.061	N
