14	0.51	0.462	0.221	0.123	0.206	0.196	0.165	0.133	0.207	0.224	0.206	0.249	T
15	0.475	0.443	0.217	0.043	0.123	0.103	0.057	0.053	0.128	0.13	0.144	0.205	N
17	0.556	0.456	0.178	0.067	0.161	0.09	0.078	0.078	0.15	0.072	0.089	0.144	N
172	0.523	0.469	0.65	0.292	0.586	0.399	0.402	0.34	0.694	0.728	0.71	0.703	T
177	0.5	0.488	0.49	0.081	0.238	0.222	0.136	0.157	0.196	0.138	0.177	0.304	T
18	0.452	0.504	0.391	0.113	0.339	0.217	0.139	0.209	0.272	0.217	0.252	0.333	T
19	0.461	0.583	0.673	0.408	0.653	0.553	0.534	0.529	0.608	0.583	0.592	0.621	N
22	0.558	0.449	0.116	0.054	0.095	0.062	0.027	0.041	0.075	0.054	0.048	0.068	N
25	0.478	0.487	0.097	0.027	0.044	0.035	0	0.027	0.044	0.08	0.027	0.053	N
27	0.566	0.482	0.313	0.12	0.193	0.241	0.133	0.181	0.096	0.205	0.072	0.253	T
31	0.552	0.54	0.556	0.32	0.587	0.484	0.254	0.224	0.528	0.246	0.175	0.325	T
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
34	0.563	0.437	0.078	0.039	0.117	0.068	0.029	0.058	0.118	0.059	0.049	0.107	N
36	0.451	0.405	0.148	0.016	0.07	0.027	0.027	0.039	0.07	0.07	0.07	0.098	N
39	0.471	0.459	0.456	0.224	0.429	0.406	0.335	0.361	0.453	0.471	0.412	0.459	T
50	0.542	0.497	0.149	0.019	0.093	0.061	0.037	0.029	0.067	0.043	0.013	0.043	N
55	0.517	0.464	0.192	0.059	0.137	0.176	0.093	0.078	0.393	0.139	0.115	0.203	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.542	0.481	0.159	0.046	0.075	0.072	0.032	0.029	0.081	0.081	0.058	0.154	T
67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
81	0.531	0.42	0.196	0.038	0.132	0.085	0.06	0.025	0.066	0.116	0.076	0.155	T
88	0.517	0.421	0.126	0.03	0.077	0.067	0.024	0.018	0.077	0.055	0.038	0.087	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.512	0.262	0.857	0.81	0.857	0.857	0.857	0.857	0.829	0.881	0.857	0.881	T
94	0.494	0.471	0.425	0.299	0.381	0.317	0.331	0.315	0.386	0.347	0.366	0.399	N
BN190001	0.513	0.456	0.19	0.054	0.103	0.08	0.071	0.061	0.077	0.102	0.098	0.197	T
BN190002	0.505	0.448	0.076	0.019	0.047	0.041	0.003	0.019	0.044	0.054	0.035	0.069	N
BN190003	0.585	0.491	0.639	0.324	0.634	0.532	0.17	0.315	0.614	0.664	0.627	0.663	T
BN190005	0.524	0.452	0.205	0.103	0.175	0.114	0.048	0.108	0.167	0.121	0.121	0.206	N
BN190006	0.495	0.477	0.38	0.125	0.372	0.318	0.257	0.168	0.387	0.191	0.211	0.391	T
BN190007	0.517	0.466	0.24	0.057	0.142	0.134	0.08	0.075	0.172	0.072	0.077	0.165	N
BN190008	0.465	0.349	0.167	0.07	0.093	0	0	0.07	0.07	0.07	0.093	0.116	T
BN190010	0.518	0.409	0.333	0.127	0.253	0.153	0.095	0.104	0.189	0.099	0.114	0.258	N
BN190011	0.5	0.429	0.604	0.234	0.461	0.472	0.432	0.266	0.595	0.146	0.179	0.338	T
BN190012	0.472	0.513	0.164	0.052	0.128	0.139	0.067	0.046	0.113	0.077	0.062	0.129	N
BN190014	0.5	0.483	0.229	0.051	0.148	0.051	0.034	0.028	0.08	0.074	0.062	0.131	T
BN190015	0.516	0.527	0.118	0.054	0.129	0.065	0.032	0.022	0.108	0.108	0.075	0.087	N
BN190017	0.495	0.41	0.175	0.028	0.075	0.014	0.042	0.019	0.1	0.08	0.071	0.156	N
BN190018	0.509	0.461	0.273	0.061	0.145	0.037	0.036	0.055	0.262	0.279	0.274	0.115	T
BN190019	0.503	0.491	0.317	0.043	0.236	0.112	0.075	0.193	0.236	0.106	0.118	0.15	T
BN190023	0.546	0.42	0.186	0.062	0.18	0.103	0.057	0.062	0.119	0.072	0.062	0.15	N
BN190024	0.544	0.448	0.852	0.598	0.862	0.769	0.766	0.718	0.853	0.775	0.813	0.859	T
BN190026	0.517	0.521	0.238	0.123	0.174	0.156	0.123	0.133	0.192	0.183	0.18	0.171	N
BN190028	0.479	0.438	0.192	0.071	0.159	0.121	0.054	0.101	0.158	0.096	0.108	0.179	T
BN190029	0.458	0.472	0.085	0.049	0.099	0.021	0.049	0.021	0.042	0.043	0.014	0.043	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.484	0.484	0.194	0.032	0.065	0.194	0.097	0.065	0.2	0.161	0.097	0.097	T
BN190032	0.492	0.492	0.074	0.011	0.037	0.053	0.016	0.011	0.043	0.048	0.059	0.106	N
BN190033	0.468	0.444	0.379	0.232	0.319	0.274	0.194	0.219	0.362	0.331	0.355	0.411	T
BN190034	0.538	0.46	0.387	0.288	0.404	0.393	0.387	0.349	0.398	0.346	0.38	0.424	T
BN190036	0.537	0.425	0.328	0.097	0.224	0.201	0.142	0.157	0.165	0.157	0.134	0.203	T
BN190037	0.571	0.465	0.151	0.093	0.191	0.142	0.111	0.12	0.169	0.108	0.105	0.133	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.452	0.506	0.119	0.034	0.073	0.096	0.034	0.058	0.046	0.034	0.023	0.073	T
BN190040	0.479	0.44	0.151	0.038	0.064	0.056	0.04	0.026	0.056	0.048	0.056	0.12	N
BN190041	0.499	0.427	0.173	0.027	0.064	0.052	0.022	0.012	0.077	0.084	0.074	0.104	T
BN190042	0.441	0.46	0.163	0.024	0.072	0.054	0.019	0.032	0.102	0.045	0.056	0.118	N
BN190044	0.479	0.428	0.923	0.913	0.917	0.919	0.894	0.921	0.923	0.919	0.909	0.913	T
BN190046	0.489	0.467	0.179	0.24	0.28	0.08	0.196	0.04	0.235	0.267	0.262	0.299	T
BN190047	0.466	0.447	0.293	0.103	0.278	0.2	0.179	0.203	0.245	0.21	0.193	0.285	N
BN190048	0.432	0.471	0.354	0.031	0.148	0.132	0.117	0.016	0.102	0.071	0.062	0.18	T
BN190049	0.466	0.425	0.838	0.55	0.75	0.721	0.488	0.516	0.702	0.557	0.636	0.698	T
BN190050	0.441	0.528	0.272	0.184	0.244	0.206	0.184	0.233	0.289	0.274	0.306	0.328	N
BN190051	0.461	0.485	0.343	0.06	0.097	0.055	0.05	0.033	0.109	0.216	0.197	0.189	T
BN190052	0.514	0.466	0.231	0.049	0.094	0.076	0.053	0.027	0.051	0.059	0.078	0.106	N
BN190054	0.512	0.512	0.138	0.008	0.081	0.09	0.033	0.025	0.073	0	0.008	0.065	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.45	0.525	0.182	0.037	0.126	0.082	0.087	0.094	0.144	0.094	0.051	0.132	N
BN190057	0.543	0.399	0.182	0.02	0.098	0.052	0.03	0.025	0.121	0.062	0.041	0.118	T
BN190059	0.505	0.457	0.152	0.01	0.144	0.087	0.076	0.048	0.115	0.048	0.029	0.143	N
BN190062	0.519	0.475	0.072	0.013	0.03	0.042	0.055	0.03	0.052	0.047	0.03	0.064	N
BN190068	0.53	0.503	0.102	0.051	0.069	0.072	0.063	0.033	0.066	0.051	0.033	0.057	N
BN190071	0.495	0.452	0.194	0.041	0.111	0.069	0.024	0.041	0.141	0.059	0.055	0.104	N
BN190072	0.539	0.358	0.267	0.056	0.211	0.144	0.139	0.083	0.167	0.078	0.094	0.168	N
BN190073	0.441	0.529	0.353	0.118	0.5	0.353	0.147	0.118	0.147	0.118	0.147	0.294	T
BN190075	0.538	0.471	0.15	0.041	0.081	0.05	0.064	0.041	0.1	0.059	0.068	0.105	N
BN190077	0.521	0.441	0.641	0.549	0.638	0.618	0.585	0.578	0.637	0.661	0.658	0.692	T
BN190080	0.494	0.383	0.117	0.039	0.086	0.058	0.052	0.058	0.078	0.058	0.045	0.071	N
BN190083	0.482	0.469	0.239	0.042	0.148	0.113	0.061	0.058	0.11	0.119	0.1	0.221	T
BN190085	0.525	0.46	0.348	0.107	0.254	0.162	0.188	0.157	0.273	0.172	0.182	0.298	N
BN190087	0.451	0.472	0.204	0.075	0.181	0.162	0.132	0.09	0.198	0.132	0.149	0.268	T
BN190089	0.471	0.397	0.456	0.244	0.496	0.436	0.426	0.367	0.423	0.31	0.395	0.504	N
BN190090	0.461	0.425	0.127	0.036	0.075	0.092	0.039	0.035	0.527	0.031	0.057	0.101	T
BN190092	0.516	0.379	0.081	0.024	0.089	0.024	0.008	0.106	0.185	0.04	0.024	0.048	N
BN190094	0.52	0.431	0.184	0.025	0.04	0.02	0.015	0.035	0.08	0.05	0.04	0.109	T
BN190096	0.516	0.455	0.094	0.032	0.071	0.062	0.036	0.019	0.045	0.052	0.042	0.084	N
BN190098	0.51	0.395	0.102	0.044	0.082	0.058	0.038	0.029	0.08	0.062	0.049	0.097	N
BN190099	0.481	0.457	0.145	0.063	0.097	0.077	0.056	0.028	0.104	0.114	0.094	0.176	T
BN190101	0.568	0.454	0.124	0.033	0.092	0.047	0.047	0.071	0.091	0.086	0.071	0.115	N
BN190106	0.526	0.423	0.031	0	0.015	0.01	0	0.015	0.021	0.036	0.01	0.015	T
BN190109	0.571	0.436	0.036	0.029	0.057	0.036	0.007	0.014	0.086	0.029	0.014	0.022	N
BN190111	0.49	0.376	0.204	0.019	0.058	0.051	0.032	0.045	0.083	0.032	0.032	0.083	T
BN190114	0.56	0.42	0.178	0.024	0.089	0.036	0.03	0.024	0.095	0.089	0.095	0.178	T
BN190117	0.471	0.493	0.471	0.377	0.435	0.42	0.413	0.326	0.441	0.419	0.442	0.464	N
BN190119	0.511	0.459	0.799	0.371	0.774	0.767	0.655	0.511	0.81	0.821	0.812	0.852	T
BN190120	0.559	0.534	0.217	0.059	0.113	0.123	0.069	0.044	0.127	0.162	0.123	0.196	N
BN190121	0.504	0.449	0.31	0.15	0.162	0.134	0.109	0.085	0.182	0.235	0.17	0.232	T
BN190122	0.465	0.465	0.172	0.06	0.142	0.095	0.091	0.057	0.139	0.085	0.064	0.116	N
BN190125	0.498	0.462	0.105	0.022	0.062	0.061	0.032	0.029	0.064	0.053	0.036	0.085	T
BN190128	0.545	0.424	0.107	0.031	0.072	0.076	0.04	0.027	0.103	0.058	0.049	0.058	N
BN190131	0.465	0.442	0.105	0	0.14	0.058	0.058	0.035	0.128	0.081	0.093	0.151	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.442	0.453	0.326	0.118	0.291	0.209	0.128	0.07	0.151	0.14	0.058	0.302	T
BN190137	0.537	0.414	0.136	0.037	0.093	0.105	0.062	0.056	0.112	0.086	0.068	0.099	N
BN190141	0.534	0.504	0.216	0.104	0.142	0.113	0.097	0.082	0.145	0.203	0.164	0.233	T
BN190142	0.5	0.493	0.375	0.243	0.337	0.334	0.317	0.325	0.388	0.38	0.375	0.438	N
BN190147	0.47	0.371	0.26	0.015	0.121	0.091	0.015	0.015	0.069	0.061	0.092	0.176	T
BN190149	0.468	0.393	0.069	0.047	0.104	0.104	0.046	0.064	0.069	0.064	0.064	0.087	N
BN190150	0.762	0.333	0.381	0.238	0.25	0.19	0.19	0	0.238	0.286	0.095	0.524	T
BN190151	0.494	0.425	0.254	0.117	0.237	0.194	0.172	0.08	0.214	0.214	0.17	0.299	T
BN190155	0.609	0.511	0.185	0.065	0.087	0.098	0.033	0.043	0.099	0.167	0.087	0.109	N
BN190158	0.522	0.468	0.416	0.198	0.312	0.265	0.111	0.036	0.082	0.075	0.054	0.141	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.591	0.421	0.234	0.117	0.182	0.1	0.099	0.094	0.147	0.082	0.07	0.153	N
BN190164	0.553	0.459	0.472	0.175	0.492	0.354	0.224	0.216	0.565	0.163	0.159	0.382	T
BN190166	0.483	0.459	0.259	0.037	0.106	0.092	0.074	0.046	0.086	0.101	0.06	0.147	N
BN190168	0.519	0.43	0.218	0.067	0.163	0.125	0.096	0.045	0.091	0.074	0.084	0.134	T
BN190170	0.524	0.468	0.239	0.064	0.167	0.118	0.087	0.089	0.157	0.141	0.134	0.184	T
BN190171	0.511	0.446	0.14	0.051	0.09	0.058	0.061	0.058	0.05	0.054	0.04	0.068	N
BN190172	0.542	0.424	0.051	0.008	0.085	0.076	0.038	0.288	0.03	0.038	0.034	0.043	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.458	0.429	0.257	0.067	0.085	0.105	0.042	0.025	0.246	0.087	0.04	0.152	T
BN190180	0.491	0.463	0.145	0.052	0.065	0.065	0.046	0.034	0.084	0.037	0.028	0.09	N
BN190181	0.508	0.426	0.175	0.033	0.147	0.057	0.033	0.033	0.213	0.039	0.039	0.045	T
BN190184	0.429	0.491	0.153	0.08	0.141	0.129	0.067	0.08	0.037	0.092	0.092	0.153	N
BN190186	0.521	0.544	0.228	0.042	0.102	0.088	0.032	0.032	0.135	0.106	0.112	0.194	T
BN190189	0.506	0.481	0.091	0.026	0.071	0.071	0.058	0.02	0.072	0.065	0.045	0.071	N
BN190191	0.519	0.478	0.604	0.424	0.418	0.56	0.388	0.142	0.331	0.194	0.276	0.582	T
BN190192	0.476	0.524	0.6	0.333	0.524	0.524	0.333	0.095	0.286	0.286	0.286	0.476	N
BN190193	0.528	0.417	0.039	0.018	0.035	0.013	0.009	0.022	0.062	0.048	0.022	0.07	T
BN190195	0.527	0.442	0.042	0.006	0.042	0.024	0.042	0.036	0.062	0.006	0.006	0.024	N
BN190198	0.483	0.431	0.397	0.026	0.078	0.063	0.02	0.046	0.061	0.135	0.063	0.348	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.405	0.459	0.054	0	0.054	0	0	0	0.135	0.054	0	0.054	T
BN190201	0.501	0.45	0.139	0.027	0.098	0.055	0.044	0.052	0.085	0.087	0.079	0.109	N
BN190202	0.53	0.432	0.63	0.278	0.537	0.558	0.398	0.197	0.441	0.6	0.362	0.653	T
BN190203	0.467	0.482	0.262	0.077	0.114	0.074	0.062	0.048	0.151	0.151	0.151	0.217	T
BN190206	0.507	0.535	0.158	0.034	0.167	0.054	0.059	0.055	0.128	0.045	0.064	0.118	N
BN190209	0.613	0.516	0.194	0	0.161	0.065	0.065	0.032	0.065	0.032	0.032	0.097	N
BN190210	0.547	0.446	0.493	0.453	0.532	0.5	0.209	0.403	0.54	0.194	0.482	0.547	T
BN190211	0.492	0.474	0.881	0.768	0.91	0.832	0.779	0.749	0.906	0.847	0.861	0.897	T
BN190213	0.548	0.49	0.125	0.087	0.163	0.144	0.106	0.135	0.155	0.115	0.125	0.146	N
BN190215	0.531	0.457	0.679	0.612	0.682	0.683	0.663	0.596	0.649	0.56	0.488	0.672	T
BN190218	0.478	0.495	0.34	0.221	0.264	0.275	0.224	0.173	0.276	0.159	0.153	0.266	N
BN190219	0.521	0.42	0.347	0.249	0.303	0.273	0.294	0.244	0.322	0.252	0.228	0.353	T
BN190221	0.47	0.419	0.166	0.048	0.117	0.088	0.036	0.051	0.063	0.087	0.094	0.145	N
BN190223	0.511	0.477	0.263	0.083	0.144	0.146	0.079	0.079	0.158	0.184	0.149	0.259	T
BN190225	0.573	0.419	0.179	0.052	0.103	0.06	0.017	0.051	0.077	0.051	0.068	0.085	N
BN190227	0.47	0.455	0.446	0.364	0.523	0.47	0.446	0.439	0.508	0.53	0.545	0.545	T
BN190229	0.488	0.56	0.226	0.133	0.131	0.167	0.131	0.19	0.19	0.226	0.226	0.214	N
BN190231	0.525	0.49	0.332	0.112	0.281	0.281	0.223	0.141	0.282	0.295	0.248	0.329	T
BN190233	0.594	0.25	0.125	0	0.031	0.062	0	0.031	0.188	0.062	0	0.094	N
BN190235	0.528	0.492	0.298	0.102	0.162	0.146	0.065	0.116	0.133	0.167	0.171	0.221	T
BN190238	0.519	0.489	0.218	0.023	0.069	0.057	0.031	0.034	0.1	0.069	0.084	0.107	N
BN190240	0.499	0.471	0.321	0.119	0.181	0.145	0.115	0.082	0.237	0.211	0.157	0.299	T
BN190241	0.499	0.463	0.264	0.068	0.262	0.201	0.158	0.157	0.246	0.228	0.218	0.271	N
BN190242	0.472	0.455	0.695	0.467	0.721	0.643	0.619	0.686	0.731	0.716	0.712	0.74	T
BN190244	0.486	0.492	0.193	0.033	0.094	0.094	0.039	0.039	0.11	0.061	0.11	0.229	T
BN190245	0.536	0.538	0.142	0.061	0.066	0.052	0.029	0.038	0.075	0.052	0.024	0.142	N
BN190247	0.447	0.412	0.099	0.016	0.089	0.067	0.022	0.022	0.087	0.026	0.029	0.087	T
