14	0.552	0.013	0.008	0.004	0.013	0.016	0.014	0.014	0.024	0.04	0.035	0.028	0.037	0.035	0.024	0.04	T
15	0.512	0.019	0.015	0.01	0.037	0.044	0.025	0.031	0.029	0.06	0.054	0.042	0.025	0.062	0.044	0.065	N
17	0.522	0.053	0.041	0.021	0.045	0.059	0.047	0.048	0.033	0.06	0.065	0.059	0.059	0.065	0.071	0.062	N
172	0.516	0.162	0.126	0.092	0.147	0.176	0.14	0.121	0.151	0.172	0.166	0.175	0.166	0.174	0.161	0.187	T
177	0.514	0.44	0.37	0.271	0.415	0.45	0.453	0.445	0.463	0.473	0.454	0.48	0.471	0.472	0.47	0.474	T
18	0.541	0.643	0.643	0.602	0.643	0.673	0.673	0.633	0.663	0.67	0.663	0.673	0.663	0.694	0.684	0.663	T
19	0.52	0.657	0.656	0.636	0.667	0.688	0.682	0.677	0.702	0.71	0.692	0.71	0.71	0.697	0.688	0.686	N
22	0.512	0.027	0.021	0.021	0.027	0.037	0.036	0.027	0.035	0.041	0.043	0.047	0.037	0.047	0.045	0.064	N
25	0.636	0.091	0.182	0.091	0.182	0.091	0.091	0.091	0.091	0.091	0.091	0.091	0.091	0.091	0.091	0.091	N
27	0.521	0.298	0.269	0.264	0.285	0.321	0.312	0.332	0.302	0.329	0.319	0.332	0.336	0.349	0.332	0.342	T
31	0.488	0.805	0.754	0.719	0.781	0.802	0.771	0.785	0.787	0.815	0.82	0.815	0.818	0.827	0.816	0.833	T
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
34	0.516	0.071	0.061	0.039	0.061	0.083	0.057	0.071	0.064	0.09	0.086	0.085	0.089	0.089	0.075	0.125	N
36	0.549	0.044	0.04	0.032	0.042	0.051	0.047	0.051	0.057	0.085	0.066	0.066	0.059	0.07	0.077	0.099	N
39	0.536	0.419	0.416	0.405	0.432	0.438	0.45	0.449	0.454	0.475	0.466	0.464	0.452	0.469	0.459	0.474	T
50	0.517	0.129	0.097	0.056	0.137	0.157	0.142	0.136	0.142	0.177	0.175	0.159	0.152	0.171	0.162	0.188	N
55	0.488	0.018	0.02	0.009	0.026	0.019	0.018	0.017	0.018	0.035	0.021	0.02	0.024	0.038	0.027	0.052	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.502	0.076	0.062	0.06	0.075	0.091	0.096	0.082	0.102	0.122	0.118	0.124	0.108	0.134	0.116	0.155	T
67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
81	0.525	0.108	0.103	0.101	0.126	0.145	0.132	0.134	0.137	0.157	0.146	0.149	0.142	0.166	0.153	0.186	T
88	0.51	0.11	0.09	0.083	0.114	0.125	0.107	0.094	0.111	0.132	0.131	0.132	0.122	0.133	0.133	0.146	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190001	0.512	0.071	0.068	0.071	0.092	0.092	0.082	0.081	0.096	0.125	0.114	0.11	0.109	0.137	0.118	0.145	T
BN190002	0.524	0.074	0.051	0.048	0.068	0.069	0.062	0.054	0.065	0.091	0.071	0.088	0.071	0.085	0.071	0.102	N
BN190003	0.534	0.008	0.002	0.012	0.012	0.004	0.012	0.004	0.01	0.022	0.02	0.018	0.012	0.02	0.014	0.02	T
BN190005	0.522	0.038	0.038	0.024	0.036	0.047	0.045	0.036	0.062	0.068	0.062	0.071	0.071	0.083	0.068	0.08	N
BN190006	0.501	0.094	0.073	0.036	0.084	0.104	0.059	0.063	0.073	0.121	0.106	0.126	0.107	0.117	0.1	0.131	T
BN190007	0.501	0.076	0.051	0.026	0.084	0.11	0.056	0.045	0.065	0.12	0.109	0.103	0.069	0.104	0.097	0.112	N
BN190008	0.512	0.198	0.215	0.19	0.215	0.208	0.215	0.183	0.207	0.223	0.215	0.215	0.248	0.215	0.218	0.24	T
BN190010	0.505	0.25	0.239	0.238	0.253	0.268	0.265	0.259	0.264	0.27	0.262	0.27	0.264	0.277	0.262	0.288	N
BN190011	0.497	0.627	0.607	0.589	0.631	0.634	0.632	0.641	0.636	0.642	0.631	0.648	0.64	0.652	0.643	0.641	T
BN190012	0.533	0.1	0.067	0.133	0.1	0.1	0.1	0.067	0.067	0.133	0.133	0.133	0.1	0.1	0.1	0.167	N
BN190014	0.537	0.248	0.24	0.244	0.253	0.276	0.259	0.265	0.267	0.306	0.275	0.29	0.283	0.302	0.285	0.304	T
BN190015	0.513	0.105	0.094	0.079	0.089	0.132	0.109	0.115	0.126	0.157	0.151	0.13	0.146	0.183	0.135	0.172	N
BN190017	0.519	0.036	0.036	0.042	0.058	0.054	0.055	0.058	0.054	0.071	0.054	0.065	0.065	0.075	0.058	0.086	N
BN190018	0.527	0.012	0.015	0.007	0.02	0.017	0.007	0.017	0.007	0.017	0.018	0.032	0.03	0.028	0.022	0.045	T
BN190019	0.507	0.405	0.325	0.4	0.42	0.446	0.446	0.432	0.453	0.466	0.45	0.469	0.462	0.486	0.475	0.487	T
BN190023	0.512	0.098	0.122	0.098	0.1	0.098	0.125	0.073	0.098	0.098	0.073	0.098	0.1	0.098	0.098	0.122	N
BN190024	0.483	0.514	0.501	0.477	0.516	0.52	0.507	0.512	0.52	0.527	0.527	0.526	0.534	0.532	0.533	0.527	T
BN190026	0.513	0.145	0.139	0.131	0.15	0.166	0.162	0.153	0.156	0.181	0.174	0.17	0.167	0.18	0.166	0.202	N
