14	0.141	0.124	0.139	0.142	0.148	0.15	0.136	0.138	0.144	0.153	0.14	0.152	0.156	0.188	0.163	0.173	T
15	0.032	0.037	0.049	0.038	0.074	0.056	0.039	0.049	0.064	0.073	0.076	0.079	0.069	0.126	0.079	0.08	N
17	0.085	0.079	0.108	0.095	0.172	0.116	0.082	0.148	0.143	0.152	0.146	0.153	0.154	0.294	0.187	0.215	N
172	0.017	0.014	0.026	0.024	0.058	0.02	0.018	0.011	0.04	0.036	0.055	0.07	0.068	0.303	0.133	0.152	T
177	0.154	0.16	0.221	0.208	0.24	0.226	0.221	0.222	0.229	0.241	0.245	0.268	0.262	0.282	0.272	0.283	T
18	0.311	0.313	0.348	0.335	0.355	0.34	0.317	0.335	0.362	0.372	0.37	0.394	0.392	0.412	0.424	0.43	T
19	0.431	0.417	0.478	0.446	0.503	0.494	0.45	0.494	0.503	0.496	0.494	0.516	0.523	0.569	0.52	0.547	N
22	0.037	0.033	0.05	0.024	0.085	0.041	0.041	0.048	0.069	0.072	0.079	0.082	0.048	0.147	0.1	0.106	N
25	0.222	0.228	0.239	0.234	0.256	0.252	0.237	0.247	0.269	0.255	0.26	0.281	0.266	0.313	0.294	0.307	N
27	0.226	0.242	0.234	0.241	0.251	0.231	0.218	0.252	0.244	0.243	0.254	0.274	0.274	0.283	0.262	0.282	T
31	0.705	0.579	0.765	0.754	0.799	0.785	0.752	0.79	0.797	0.799	0.792	0.802	0.805	0.838	0.823	0.82	T
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
34	0.049	0.033	0.046	0.041	0.096	0.075	0.057	0.08	0.106	0.082	0.072	0.105	0.095	0.193	0.129	0.131	N
36	0.038	0.026	0.053	0.045	0.076	0.059	0.037	0.055	0.083	0.074	0.057	0.084	0.048	0.117	0.096	0.118	N
39	0.298	0.31	0.308	0.304	0.324	0.308	0.312	0.319	0.327	0.324	0.334	0.334	0.342	0.371	0.371	0.369	T
50	0.062	0.043	0.062	0.048	0.147	0.084	0.041	0.108	0.116	0.117	0.13	0.122	0.127	0.235	0.177	0.191	N
55	0.032	0.024	0.052	0.036	0.09	0.042	0.039	0.054	0.072	0.08	0.079	0.1	0.086	0.234	0.15	0.167	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.073	0.069	0.088	0.085	0.11	0.096	0.08	0.112	0.108	0.116	0.108	0.132	0.126	0.184	0.141	0.15	T
67	0.106	0.071	0.129	0.131	0.2	0.118	0.118	0.167	0.224	0.188	0.188	0.188	0.202	0.4	0.202	0.341	T
81	0.048	0.039	0.049	0.052	0.055	0.062	0.049	0.055	0.061	0.062	0.061	0.079	0.071	0.105	0.075	0.075	T
88	0.036	0.029	0.056	0.047	0.097	0.049	0.032	0.06	0.069	0.085	0.084	0.1	0.116	0.189	0.121	0.131	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.419	0.413	0.407	0.409	0.418	0.408	0.386	0.415	0.417	0.43	0.438	0.457	0.437	0.454	0.455	0.467	T
94	0.084	0.066	0.083	0.081	0.113	0.087	0.084	0.087	0.118	0.113	0.117	0.119	0.117	0.168	0.131	0.149	N
BN190001	0.055	0.056	0.059	0.057	0.063	0.061	0.055	0.059	0.059	0.061	0.061	0.066	0.062	0.089	0.071	0.074	T
BN190002	0.022	0.009	0.016	0.027	0.061	0.032	0.024	0.038	0.046	0.052	0.049	0.058	0.053	0.111	0.066	0.073	N
BN190003	0.063	0.05	0.084	0.061	0.208	0.058	0.047	0.121	0.102	0.125	0.169	0.158	0.128	0.414	0.368	0.432	T
BN190005	0.044	0.039	0.062	0.023	0.116	0.053	0.025	0.072	0.097	0.103	0.124	0.067	0.074	0.19	0.162	0.201	N
BN190006	0.018	0.015	0.021	0.022	0.032	0.022	0.013	0.021	0.025	0.02	0.03	0.037	0.035	0.058	0.035	0.04	T
BN190007	0.067	0.05	0.059	0.059	0.103	0.076	0.064	0.087	0.087	0.084	0.086	0.102	0.103	0.208	0.127	0.135	N
BN190008	0.157	0.155	0.161	0.151	0.179	0.179	0.17	0.181	0.196	0.194	0.188	0.21	0.21	0.229	0.211	0.225	T
BN190010	0.181	0.183	0.191	0.182	0.199	0.196	0.18	0.191	0.204	0.209	0.21	0.224	0.222	0.271	0.238	0.258	N
BN190011	0.606	0.528	0.63	0.63	0.642	0.63	0.63	0.633	0.623	0.638	0.63	0.648	0.643	0.659	0.658	0.66	T
BN190012	0.048	0.041	0.054	0.05	0.11	0.061	0.05	0.074	0.095	0.087	0.099	0.1	0.087	0.196	0.127	0.146	N
BN190014	0.121	0.095	0.162	0.147	0.235	0.182	0.161	0.207	0.233	0.23	0.222	0.254	0.257	0.339	0.257	0.275	T
BN190015	0.053	0.061	0.066	0.07	0.104	0.076	0.058	0.084	0.1	0.09	0.1	0.108	0.105	0.18	0.108	0.122	N
BN190017	0.04	0.024	0.032	0.028	0.043	0.025	0.025	0.029	0.037	0.053	0.04	0.037	0.036	0.061	0.035	0.055	N
BN190018	0.095	0.14	0.15	0.13	0.195	0.184	0.13	0.195	0.2	0.188	0.19	0.213	0.229	0.234	0.227	0.226	T
BN190019	0.15	0.138	0.207	0.201	0.226	0.209	0.153	0.21	0.22	0.224	0.218	0.224	0.236	0.245	0.242	0.251	T
BN190023	0.072	0.063	0.063	0.072	0.146	0.09	0.074	0.115	0.115	0.122	0.135	0.129	0.105	0.178	0.171	0.185	N
BN190024	0.424	0.286	0.513	0.463	0.546	0.531	0.459	0.541	0.521	0.537	0.545	0.582	0.57	0.596	0.585	0.595	T
BN190026	0.069	0.034	0.077	0.065	0.097	0.084	0.065	0.078	0.098	0.092	0.095	0.096	0.074	0.13	0.11	0.099	N
BN190028	0.112	0.073	0.123	0.117	0.215	0.14	0.113	0.174	0.192	0.221	0.214	0.232	0.229	0.357	0.257	0.25	T
BN190029	0.122	0.144	0.1	0.111	0.156	0.101	0.078	0.156	0.133	0.156	0.189	0.144	0.135	0.211	0.144	0.144	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.054	0.046	0.054	0.046	0.092	0.082	0.046	0.065	0.092	0.088	0.1	0.092	0.084	0.183	0.088	0.115	T
BN190032	0.015	0.006	0.019	0.012	0.025	0.021	0.006	0.015	0.025	0.023	0.031	0.019	0.023	0.054	0.036	0.038	N
BN190033	0.062	0.022	0.066	0.035	0.127	0.063	0.058	0.088	0.142	0.17	0.16	0.173	0.176	0.212	0.191	0.194	T
BN190034	0.409	0.429	0.432	0.437	0.447	0.442	0.435	0.438	0.45	0.451	0.454	0.475	0.462	0.494	0.484	0.487	T
BN190036	0.069	0.056	0.088	0.06	0.099	0.083	0.077	0.086	0.089	0.094	0.108	0.123	0.119	0.17	0.128	0.136	T
BN190037	0.077	0.079	0.103	0.091	0.131	0.101	0.08	0.101	0.137	0.134	0.131	0.138	0.118	0.184	0.156	0.16	N
BN190038	0	0.04	0	0	0	0.08	0	0.08	0	0.04	0	0.12	0	0.04	0	0	N
BN190039	0.179	0.14	0.284	0.241	0.351	0.299	0.262	0.339	0.352	0.36	0.364	0.377	0.366	0.394	0.365	0.39	T
BN190040	0.08	0.065	0.103	0.087	0.152	0.114	0.103	0.124	0.162	0.159	0.157	0.159	0.155	0.228	0.205	0.199	N
BN190041	0.027	0.028	0.062	0.05	0.098	0.062	0.05	0.074	0.093	0.099	0.096	0.107	0.085	0.162	0.116	0.13	T
BN190042	0.035	0.026	0.055	0.041	0.102	0.064	0.038	0.074	0.092	0.118	0.096	0.109	0.11	0.225	0.139	0.165	N
BN190044	0.858	0.861	0.863	0.852	0.858	0.86	0.859	0.858	0.871	0.875	0.879	0.897	0.891	0.893	0.888	0.894	T
BN190046	0.347	0.352	0.372	0.368	0.371	0.375	0.371	0.368	0.378	0.389	0.387	0.405	0.402	0.426	0.405	0.415	T
BN190047	0.129	0.111	0.148	0.136	0.228	0.174	0.145	0.172	0.195	0.206	0.198	0.23	0.247	0.367	0.26	0.281	N
BN190048	0.212	0.203	0.209	0.19	0.22	0.215	0.212	0.219	0.222	0.211	0.231	0.233	0.245	0.24	0.246	0.263	T
BN190049	0.687	0.654	0.709	0.7	0.718	0.715	0.686	0.707	0.722	0.698	0.692	0.712	0.706	0.715	0.716	0.712	T
BN190050	0.072	0.075	0.065	0.063	0.094	0.065	0.062	0.07	0.068	0.074	0.07	0.087	0.094	0.104	0.094	0.105	N
BN190051	0.181	0.231	0.207	0.232	0.25	0.248	0.227	0.239	0.241	0.236	0.253	0.26	0.251	0.276	0.263	0.27	T
BN190052	0.189	0.211	0.228	0.225	0.264	0.243	0.203	0.238	0.258	0.269	0.254	0.272	0.269	0.309	0.278	0.287	N
BN190054	0.911	0.883	0.94	0.911	0.946	0.939	0.923	0.939	0.933	0.934	0.94	0.925	0.902	0.907	0.953	0.93	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.066	0.062	0.065	0.066	0.131	0.079	0.067	0.111	0.115	0.111	0.119	0.125	0.105	0.224	0.179	0.176	N
BN190057	0.04	0.036	0.029	0.025	0.084	0.055	0.032	0.058	0.08	0.081	0.096	0.073	0.059	0.176	0.11	0.127	T
BN190059	0.031	0.024	0.069	0.027	0.15	0.076	0.038	0.059	0.1	0.097	0.107	0.072	0.117	0.237	0.144	0.158	N
BN190062	0.045	0.039	0.052	0.035	0.072	0.055	0.046	0.062	0.089	0.08	0.065	0.078	0.052	0.097	0.082	0.097	N
BN190068	0.063	0.06	0.071	0.072	0.13	0.092	0.068	0.096	0.107	0.088	0.102	0.101	0.077	0.135	0.116	0.129	N
BN190071	0.061	0.056	0.092	0.063	0.139	0.09	0.074	0.103	0.139	0.13	0.154	0.164	0.168	0.265	0.199	0.224	N
BN190072	0.127	0.115	0.189	0.146	0.297	0.193	0.168	0.267	0.275	0.308	0.32	0.307	0.289	0.441	0.353	0.369	N
BN190073	0.357	0.339	0.358	0.355	0.393	0.399	0.308	0.404	0.405	0.406	0.414	0.424	0.376	0.439	0.428	0.429	T
BN190075	0.059	0.055	0.075	0.057	0.115	0.07	0.052	0.081	0.097	0.095	0.113	0.089	0.094	0.182	0.125	0.121	N
BN190077	0.502	0.491	0.52	0.515	0.526	0.516	0.512	0.525	0.532	0.532	0.534	0.566	0.575	0.599	0.596	0.606	T
BN190080	0.061	0.038	0.042	0.05	0.069	0.064	0.054	0.055	0.067	0.067	0.061	0.043	0.048	0.093	0.083	0.097	N
BN190083	0.147	0.133	0.146	0.142	0.149	0.144	0.141	0.145	0.151	0.156	0.151	0.165	0.159	0.181	0.172	0.185	T
BN190085	0.086	0.079	0.14	0.102	0.223	0.165	0.123	0.187	0.198	0.234	0.247	0.216	0.207	0.36	0.263	0.287	N
BN190087	0.116	0.122	0.14	0.139	0.173	0.142	0.144	0.153	0.177	0.158	0.17	0.176	0.169	0.236	0.221	0.225	T
BN190089	0.427	0.429	0.444	0.433	0.457	0.437	0.428	0.436	0.453	0.45	0.449	0.466	0.465	0.502	0.474	0.485	N
BN190090	0.444	0.274	0.525	0.504	0.534	0.514	0.495	0.516	0.544	0.548	0.549	0.562	0.551	0.585	0.567	0.58	T
BN190092	0.269	0.244	0.287	0.28	0.381	0.338	0.249	0.371	0.384	0.383	0.394	0.407	0.391	0.467	0.435	0.453	N
BN190094	0.41	0.419	0.41	0.418	0.46	0.436	0.318	0.446	0.442	0.465	0.448	0.475	0.499	0.519	0.503	0.517	T
BN190096	0.071	0.064	0.076	0.081	0.117	0.076	0.053	0.089	0.092	0.118	0.104	0.117	0.113	0.14	0.114	0.135	N
BN190098	0.057	0.032	0.057	0.048	0.093	0.053	0.055	0.066	0.083	0.083	0.087	0.085	0.039	0.118	0.1	0.097	N
BN190099	0.022	0.034	0.032	0.03	0.046	0.029	0.02	0.041	0.055	0.054	0.055	0.057	0.046	0.082	0.07	0.074	T
BN190101	0.073	0.045	0.071	0.06	0.098	0.074	0.054	0.074	0.082	0.087	0.09	0.09	0.079	0.137	0.111	0.113	N
BN190106	0.332	0.319	0.364	0.349	0.385	0.372	0.346	0.37	0.366	0.371	0.367	0.375	0.395	0.418	0.409	0.425	T
BN190109	0.084	0.071	0.096	0.094	0.125	0.097	0.095	0.112	0.115	0.116	0.114	0.136	0.12	0.155	0.139	0.153	N
BN190111	0.027	0.023	0.025	0.031	0.074	0.057	0.026	0.049	0.071	0.077	0.082	0.097	0.12	0.316	0.124	0.141	T
BN190114	0.16	0.154	0.158	0.157	0.179	0.175	0.157	0.166	0.177	0.188	0.181	0.173	0.175	0.196	0.188	0.215	T
BN190117	0.35	0.369	0.384	0.377	0.374	0.376	0.369	0.381	0.391	0.378	0.384	0.401	0.396	0.403	0.404	0.408	N
BN190119	0.815	0.829	0.863	0.843	0.871	0.872	0.862	0.868	0.872	0.864	0.875	0.887	0.871	0.89	0.885	0.886	T
BN190120	0.058	0.057	0.061	0.071	0.066	0.063	0.067	0.069	0.072	0.069	0.064	0.083	0.073	0.108	0.083	0.091	N
BN190121	0.086	0.085	0.1	0.091	0.105	0.095	0.089	0.09	0.104	0.098	0.109	0.112	0.119	0.145	0.125	0.129	T
BN190122	0.098	0.097	0.113	0.108	0.148	0.109	0.093	0.112	0.13	0.154	0.146	0.144	0.117	0.182	0.148	0.164	N
BN190125	0.032	0.024	0.051	0.039	0.082	0.047	0.029	0.049	0.067	0.071	0.066	0.076	0.06	0.14	0.092	0.107	T
