14	0.034	0.05	0.053	0.045	0.069	0.042	0.119	0.08	0.12	0.172	0.04	0.202	0.18	T
15	0.086	0.099	0.133	0.058	0.118	0.107	0.177	0.144	0.193	0.249	0.032	0.215	0.219	N
17	0.023	0.019	0.027	0.016	0.027	0.012	0.043	0.039	0.05	0.07	0.012	0.089	0.121	N
172	0.115	0.08	0.175	0.052	0.092	0.04	0.199	0.175	0.189	0.212	0.17	0.412	0.367	T
177	0.123	0.102	0.155	0.134	0.12	0.07	0.286	0.19	0.34	0.454	0.046	0.495	0.366	T
18	0.408	0.446	0.492	0.371	0.388	0.358	0.5	0.475	0.496	0.519	0.429	0.521	0.519	T
19	0.665	0.596	0.704	0.536	0.51	0.476	0.683	0.697	0.705	0.715	0.664	0.697	0.726	N
22	0.037	0.042	0.037	0.016	0.035	0.028	0.03	0.04	0.065	0.065	0.019	0.126	0.112	N
25	0.157	0.167	0.213	0.135	0.123	0.148	0.273	0.278	0.292	0.302	0.133	0.314	0.353	N
27	0.264	0.241	0.384	0.184	0.264	0.128	0.384	0.425	0.391	0.506	0.218	0.368	0.46	T
31	0.016	0.033	0.026	0.033	0.023	0.026	0.066	0.056	0.059	0.086	0.063	0.454	0.577	T
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
34	0.052	0.041	0.049	0.037	0.037	0.049	0.071	0.045	0.086	0.086	0.041	0.123	0.131	N
36	0.031	0.047	0.031	0.028	0.042	0.036	0.061	0.061	0.078	0.083	0.031	0.1	0.108	N
39	0.288	0.465	0.504	0.412	0.367	0.305	0.504	0.447	0.535	0.544	0.279	0.513	0.513	T
50	0.016	0.024	0.035	0.016	0.027	0.016	0.038	0.033	0.045	0.056	0.019	0.088	0.106	N
55	0.206	0.299	0.54	0.277	0.278	0.264	0.508	0.489	0.61	0.615	0.242	0.617	0.603	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.049	0.091	0.097	0.051	0.071	0.072	0.13	0.108	0.144	0.192	0.037	0.166	0.181	T
67	0.026	0.044	0.009	0.026	0.053	0.018	0.044	0.044	0.053	0.105	0.035	0.123	0.123	T
81	0.081	0.107	0.131	0.079	0.119	0.102	0.184	0.151	0.186	0.322	0.09	0.268	0.251	T
88	0.011	0.022	0.019	0.014	0.028	0.021	0.023	0.025	0.036	0.051	0.017	0.081	0.099	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.567	0.538	0.55	0.405	0.538	0.557	0.565	0.551	0.574	0.605	0.505	0.548	0.581	T
94	0.243	0.245	0.256	0.189	0.229	0.199	0.254	0.229	0.268	0.281	0.216	0.294	0.335	N
BN190001	0.074	0.081	0.087	0.052	0.075	0.062	0.139	0.1	0.118	0.281	0.039	0.254	0.198	T
BN190002	0.043	0.034	0.047	0.04	0.037	0.027	0.053	0.064	0.053	0.1	0.017	0.107	0.122	N
BN190003	0.066	0.091	0.097	0.057	0.079	0.06	0.151	0.097	0.244	0.396	0.041	0.17	0.22	T
BN190005	0.035	0.027	0.061	0.018	0.061	0.026	0.08	0.026	0.08	0.149	0.018	0.158	0.193	N
BN190006	0.046	0.065	0.069	0.024	0.062	0.036	0.082	0.052	0.092	0.142	0.043	0.198	0.208	T
BN190007	0.017	0.019	0.019	0.015	0.032	0.015	0.036	0.049	0.057	0.074	0.017	0.148	0.17	N
BN190008	0.028	0.083	0.119	0.092	0.139	0.055	0.102	0.092	0.138	0.157	0.101	0.257	0.33	T
BN190010	0.059	0.09	0.128	0.03	0.09	0.074	0.144	0.099	0.152	0.232	0.06	0.339	0.338	N
BN190011	0.174	0.487	0.564	0.169	0.282	0.289	0.602	0.538	0.177	0.483	0.464	0.639	0.635	T
BN190012	0.017	0.024	0.024	0.015	0.017	0.017	0.039	0.015	0.043	0.081	0.017	0.102	0.096	N
BN190014	0.097	0.126	0.198	0.05	0.13	0.129	0.219	0.241	0.289	0.321	0.153	0.299	0.299	T
BN190015	0	0.083	0.038	0.031	0.008	0.061	0.023	0.008	0.068	0.13	0.015	0.107	0.137	N
BN190017	0.089	0.097	0.106	0.051	0.12	0.083	0.191	0.117	0.171	0.271	0.04	0.177	0.203	N
BN190018	0.194	0.118	0.133	0.043	0.11	0.081	0.28	0.28	0.313	0.308	0.267	0.332	0.308	T
BN190019	0.098	0.21	0.323	0.059	0.141	0.111	0.186	0.202	0.171	0.46	0.188	0.4	0.4	T
BN190023	0.072	0.068	0.051	0.054	0.048	0.034	0.061	0.075	0.068	0.092	0.058	0.119	0.114	N
BN190024	0.7	0.692	0.715	0.685	0.669	0.538	0.673	0.446	0.488	0.731	0.635	0.665	0.7	T
BN190026	0.097	0.083	0.083	0.083	0.094	0.073	0.107	0.065	0.115	0.128	0.073	0.117	0.12	N
BN190028	0.043	0.03	0.051	0.016	0.024	0.016	0.041	0.035	0.068	0.092	0.033	0.1	0.113	T
BN190029	0.073	0	0.049	0.024	0	0	0.049	0.024	0.073	0.073	0.024	0.098	0.146	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.055	0.074	0.037	0.025	0.055	0.037	0.11	0.068	0.098	0.178	0.031	0.147	0.191	T
BN190032	0.065	0.123	0.096	0.042	0.108	0.1	0.178	0.103	0.199	0.286	0.015	0.2	0.177	N
BN190033	0.255	0.291	0.288	0.239	0.283	0.256	0.339	0.311	0.295	0.398	0.251	0.343	0.353	T
BN190034	0.154	0.137	0.167	0.077	0.134	0.085	0.231	0.205	0.227	0.353	0.288	0.384	0.342	T
BN190036	0.067	0.101	0.105	0.072	0.092	0.097	0.202	0.168	0.176	0.316	0.08	0.256	0.256	T
BN190037	0.03	0.056	0.05	0.022	0.048	0.041	0.095	0.084	0.106	0.109	0.068	0.216	0.208	N
BN190038	0	0	0	0	0	0	0	0	0	0	0	0.125	0	N
BN190039	0.06	0.123	0.191	0.023	0.105	0.066	0.151	0.073	0.201	0.216	0.184	0.419	0.446	T
BN190040	0.048	0.04	0.085	0.032	0.053	0.05	0.101	0.049	0.128	0.155	0.087	0.188	0.203	N
BN190041	0.153	0.101	0.181	0.064	0.13	0.078	0.211	0.189	0.229	0.304	0.145	0.252	0.256	T
BN190042	0.031	0.031	0.042	0.015	0.04	0.02	0.07	0.064	0.086	0.092	0.037	0.143	0.158	N
BN190044	0.912	0.9	0.934	0.905	0.942	0.864	0.978	0.944	0.946	0.963	0.932	0.934	0.927	T
BN190046	0.027	0.035	0.04	0.021	0.03	0.028	0.057	0.035	0.092	0.111	0.026	0.29	0.263	T
BN190047	0.028	0.035	0.028	0.023	0.016	0.028	0.082	0.065	0.11	0.114	0.028	0.155	0.148	N
BN190048	0.113	0.122	0.164	0.076	0.207	0.109	0.202	0.223	0.248	0.332	0.021	0.185	0.253	T
BN190049	0.024	0.025	0.134	0.018	0.012	0.012	0.025	0	0.024	0.159	0.012	0.5	0.656	T
BN190050	0.026	0.045	0.048	0.023	0.048	0.035	0.045	0.051	0.075	0.087	0.019	0.199	0.255	N
BN190051	0.123	0.191	0.155	0.119	0.202	0.157	0.229	0.159	0.223	0.429	0.06	0.293	0.388	T
BN190052	0.133	0.115	0.118	0.093	0.146	0.112	0.217	0.157	0.165	0.325	0.054	0.308	0.305	N
BN190054	0.005	0.016	0.036	0.005	0.058	0.052	0.063	0.042	0.161	0.173	0.132	0.375	0.552	T
BN190055	0.132	0.132	0.189	0.104	0.104	0.075	0.198	0.16	0.217	0.34	0.057	0.406	0.41	T
BN190056	0.03	0.039	0.082	0.043	0.056	0.021	0.094	0.052	0.09	0.112	0.039	0.133	0.142	N
BN190057	0.044	0.038	0.052	0.031	0.037	0.03	0.058	0.061	0.08	0.129	0.024	0.104	0.121	T
BN190059	0.042	0.042	0.053	0	0.042	0.042	0.063	0.021	0.021	0.032	0.021	0.084	0.105	N
BN190062	0.015	0.015	0.008	0.015	0.027	0.015	0.023	0.011	0.049	0.118	0	0.049	0.065	N
BN190068	0.048	0.03	0.035	0.011	0.041	0.032	0.065	0.065	0.061	0.087	0.033	0.074	0.098	N
