chr15	44581389	44581410
chr22	41252750	41252783
chr12	21590618	21590631
chr2	113190385	113190497
chr17	7154513	7154529
chr17	7154566	7154607
chr9	66343685	66343703
chr13	100310275	100310282
chr20	17876509	17876617
chr19	4327242	4327305
chr15	86233213	86233235
chr6	41528485	41528562
chr1	48449894	48449898
chr1	48450007	48450061
chr1	48449949	48449979
chr1	40235990	40236013
chr17	59482557	59482578
chr17	59482523	59482546
chr1	41284409	41284427
chr22	19711914	19711920
chr4	24801824	24801847
chr4	24801800	24801809
chr2	220313417	220313438
chr5	92909057	92909073
chr16	86546856	86546937
chr5	158532220	158532239
chr5	158532400	158532421
chr5	158532301	158532329
chr10	77168247	77168358
chr1	149400393	149400409
chr1	149400414	149400449
chr6	1625388	1625524
chr6	1624977	1625000
chr7	156798241	156798341
chr2	239685926	239686006
chr20	55206145	55206156
chr3	75956257	75956278
chr4	1303544	1303551
chr9	66493341	66493374
chr15	27216634	27216640
chr19	37825663	37825683
chr6	37673689	37673707
chr11	94965293	94965363
chr14	38680105	38680115
chr11	115846488	115846533
chr21	22370430	22370445
chr14	42076273	42076307
chr9	140773076	140773083
chr4	148402702	148402706
chr5	3596084	3596090
chr6	10392919	10393137
chr2	5836362	5836368
chr15	29077261	29077273
chr18	43355461	43355485
chr2	238864941	238864949
chr3	179754547	179754558
chr8	121137407	121137514
chr2	157176798	157176811
chr1	170630456	170630483
chr18	31020626	31020645
chr7	71802425	71802458
chr6	28589371	28589385
chr11	115630598	115630617
chr16	86601696	86601704
chr8	53851612	53851703
chr16	23690468	23690491
chr14	86000279	86000284
chr20	21687106	21687121
chr22	46367583	46367602
chr6	29521458	29521473
chr8	25905362	25905386
chr19	7853776	7853795
chr3	192126361	192126411
chr5	1878430	1878441
chr19	41354568	41354583
chr8	114445839	114445850
chr16	51189971	51189983
chr6	123317326	123317334
chr9	88137765	88137798
chr10	57388340	57388354
chr11	133995078	133995088
chr17	72348069	72348079
chr4	572044	572048
chr14	85997973	85997991
chr8	65292707	65292812
chr10	94834858	94834871
chr6	50813395	50813427
chr10	23983573	23983617
chr5	115152519	115152538
chr16	31228141	31228150
chr19	46916806	46916832
chr12	54349037	54349048
chr10	7453110	7453166
chr8	41754806	41754824
chr5	115151814	115151883
chr8	67874386	67874446
chr10	7453328	7453340
chr19	57183150	57183176
chr11	20692011	20692048
chr19	29284698	29284702
chr20	9819125	9819204
chr16	31580626	31580643
chr11	32460757	32460761
chr2	171680308	171680339
chr10	118033405	118033419
chr14	57283852	57283858
chr12	25055816	25055826
chr2	66660560	66660576
chr4	96470093	96470102
chr2	66652868	66652875
chr3	44063592	44063605
chr4	20255186	20255263
chr15	83316155	83316166
chr16	62069620	62069632
chr14	85999979	85999995
chr7	93519534	93519556
chr14	48145535	48145543
chr19	58951882	58951894
chr19	57019085	57019098
chr10	125425505	125425512
chr20	61638606	61638616
chr18	7117173	7117178
chr10	106400701	106400848
chr18	70210753	70210798
chr20	590475	590482
chr19	15122102	15122110
chr16	31228216	31228222
chr13	112760383	112760392
chr18	12254230	12254240
chr1	50886993	50886997
chr2	149645660	149645669
chr8	75896974	75896992
chr10	118031352	118031403
chr19	45655628	45655632
chr22	25678704	25678712
chr1	40236789	40236811
chr12	49942969	49942973
chr5	140893055	140893082
chr10	81002635	81002693
chr20	47935597	47935621
chr19	39738638	39738650
chr12	104697683	104697707
chr4	111539630	111539693
chr8	55379743	55379747
chr5	140864625	140864639
chr5	178368238	178368260
chr14	85998182	85998186
chr3	6902842	6902853
chr8	69244480	69244509
chr1	78956720	78956726
chr16	67197455	67197539
chr2	85811788	85811810
chr10	98945529	98945540
chr10	105037238	105037273
chr22	25678692	25678699
chr1	57889016	57889041
chr6	73332962	73332990
chr8	68864624	68864658
chr4	42153017	42153028
chr2	182542725	182542762
chr3	2141701	2141706
chr6	117591832	117591846
chr16	77468764	77468772
chr18	49867059	49867064
chr7	155174885	155174965
chr8	85095432	85095497
chr11	134146740	134146759
chr12	25055487	25055579
chr7	158362709	158362730
chr10	7450593	7450597
chr11	125774089	125774096
chr7	35297401	35297406
chr11	20690933	20690956
chr19	53757819	53757824
chr7	71801881	71801895
chr16	67197548	67197553
chr13	28366777	28366793
chr16	67197571	67197590
chr10	134599353	134599368
chr10	111216906	111216912
chr4	5895039	5895048
chr19	20844383	20844410
chr4	1165163	1165190
chr8	104153383	104153388
chr4	176923602	176923624
chr1	149333941	149333957
chr3	36422197	36422208
chr5	33891921	33892069
chr11	64739648	64739662
chr13	113764660	113764668
chr5	63257742	63257754
chr6	110299219	110299368
chr20	21492659	21492667
chr19	52222782	52222788
chr20	53092644	53092648
chr3	134369729	134369734
chr1	50513765	50513780
chr5	170742117	170742213
