chr14	77499219	77499245
chr8	11565759	11565778
chr8	10588937	10588947
chr12	115103722	115103766
chr2	97204346	97204368
chr11	2966724	2966774
chr7	158362593	158362601
chr15	76635125	76635135
chr2	242556849	242556893
chr8	37555266	37555275
chr8	37555240	37555253
chr3	128210809	128210825
chr5	76373387	76373407
chr12	54071106	54071113
chr6	27834211	27834243
chr19	12306143	12306165
chr3	141516570	141516594
chr1	6269435	6269441
chr12	25055303	25055440
chr12	25055234	25055271
chr7	5468427	5468435
chr15	31658210	31658238
chr7	5468637	5468680
chr7	5468461	5468494
chr19	1465999	1466006
chr15	37399129	37399246
chr19	1467858	1467864
chr2	63284573	63284713
chr1	52472418	52472454
chr1	36043168	36043177
chr8	145726204	145726325
chr8	144328323	144328339
chr12	62585194	62585206
chr6	6004189	6004216
chr22	19706628	19706633
chr10	22624306	22624349
chr1	50886686	50886698
chr2	157176798	157176811
chr5	132083426	132083434
chr1	50886736	50886781
chr17	58499248	58499270
chr1	66998871	66998882
chr18	55095024	55095035
chr5	54518744	54518833
chr19	6753524	6753634
chr22	19706524	19706539
chr22	19706420	19706436
chr4	134069371	134069377
chr6	37752011	37752032
chr14	76605063	76605127
chr2	118594041	118594061
chr3	44063592	44063605
chr3	5137814	5137821
chr20	52276851	52276860
chr7	5467913	5467937
chr10	13392063	13392087
chr8	145698447	145698467
chr20	50720889	50720910
chr19	12952041	12952072
chr6	27833863	27833890
chr8	67344935	67345038
chr12	62585144	62585173
chr1	91182927	91182988
chr19	12952137	12952198
chr16	2042090	2042102
chr16	2042051	2042072
chr12	25055816	25055826
chr8	54790575	54790595
chr16	29826727	29826753
chr3	160167802	160167817
chr2	172964699	172964731
chr22	19706464	19706499
chr7	156798635	156798720
chr7	156797101	156797115
chr2	118594158	118594166
chr8	144650763	144650803
chr14	38680636	38680655
chr3	125076057	125076111
chr17	70114288	70114393
chr19	13123784	13123790
chr22	46367775	46367786
chr22	46367583	46367602
chr22	46367563	46367574
chr11	67044968	67044981
chr21	36399086	36399138
chr9	124982202	124982220
chr1	248100712	248100724
chr2	230784871	230785004
chr14	65008757	65008774
chr10	94826155	94826160
chr3	63953883	63953989
chr13	24844945	24845092
chr7	156796467	156796474
chr7	156815077	156815223
chr18	55114629	55114720
chr4	11429309	11429419
chr15	68119840	68119854
chr6	26184036	26184087
chr6	26614349	26614354
chr1	29586409	29586417
chr14	57283852	57283858
chr22	19511787	19511800
chr10	77155183	77155193
chr6	10421562	10421572
chr6	10390948	10390967
chr6	10887325	10887330
chr7	64541587	64541635
chr20	21492659	21492667
chr6	105389112	105389117
chr11	15136321	15136346
chr3	181422128	181422139
chr7	156796837	156796926
chr5	50260014	50260024
chr3	49378113	49378215
chr1	156458967	156459033
chr21	38069939	38069955
chr21	38081192	38081199
chr5	140892773	140892796
chr21	38081090	38081186
chr19	58220439	58220459
chr1	248021039	248021063
chr1	248020525	248020558
chr14	52734434	52734441
chr10	22764921	22764999
chr19	45901633	45901666
chr7	107642046	107642053
chr1	36042950	36042959
chr1	50886715	50886721
chr2	71116151	71116157
chr9	129885238	129885255
chr18	5196855	5196879
chr6	27858558	27858750
chr7	107642181	107642240
chr19	53757819	53757824
chr20	47935597	47935621
chr1	50513705	50513711
chr7	158936693	158936700
chr7	107642288	107642360
chr1	91183126	91183135
chr6	28303755	28303787
chr15	101513899	101513905
chr19	59074471	59074490
chr19	45655839	45655857
chr19	45655869	45655878
chr8	145105236	145105342
chr17	17626735	17626763
chr14	24641120	24641182
chr19	18811892	18811929
chr19	18811708	18811746
chr6	44044358	44044371
chr6	37751705	37751720
chr6	163818122	163818142
chr20	34189003	34189012
chr19	39440654	39440676
chr7	42267677	42267683
chr16	31228216	31228222
chr4	41646352	41646381
chr6	116783486	116783495
chr12	49318720	49318739
chr2	131720997	131721009
chr1	91183287	91183301
chr7	107642248	107642268
chr3	73673505	73673509
chr10	16562820	16562838
chr2	131721051	131721076
chr2	74229895	74229924
chr2	74229938	74229958
chr19	37825454	37825505
chr19	15122102	15122110
chr15	75251242	75251249
chr14	61123312	61123406
chr19	18811570	18811590
chr1	166135198	166135205
chr10	23983531	23983537
chr10	94834931	94834935
chr5	32713065	32713086
chr16	67197232	67197270
chr6	1379737	1379749
chr3	193506057	193506138
chr4	41646454	41646464
chr12	5019138	5019143
chr6	116783534	116783552
chr13	28528867	28528872
chr1	36043244	36043274
chr16	67197652	67197660
chr16	67197455	67197539
chr16	67197571	67197590
chr16	67197622	67197643
chr1	226867805	226867890
chr14	48143868	48143879
chr11	44327392	44327429
chr19	58662145	58662155
chr4	55098672	55098681
chr19	40324568	40324585
chr9	74764329	74764348
chr2	73519082	73519087
chr1	31846126	31846227
chr19	40324880	40324888
chr22	38220758	38220762
chr1	91183474	91183484
chr11	13984106	13984138
chr16	22825669	22825688
chr11	13984290	13984309
chr11	2291449	2291464
chr8	10590502	10590510
chr17	75369938	75369953
chr17	5000621	5000669
chr6	134499586	134499590
chr4	30724207	30724213
chr10	22765009	22765017
chr1	154474880	154474894
chr16	67035159	67035171
chr7	155250712	155250718
chr1	31846536	31846548
chr10	22765031	22765113
chr5	40680745	40680880
chr12	93966682	93966721
chr12	75728395	75728432
chr8	23560510	23560520
chr19	18811592	18811642
chr10	125425505	125425512
chr10	16563495	16563508
chr6	3229127	3229141
chr17	46724131	46724137
chr18	24130687	24130705
chr13	53422779	53422786
chr16	54971367	54971377
chr5	172672087	172672119
chr3	141516080	141516167
chr8	18942409	18942483
chr9	1045544	1045551
chr7	64541162	64541246
chr11	64739531	64739543
chr1	17216194	17216200
chr1	47909824	47909852
chr1	47910399	47910455
chr16	54970930	54971006
chr16	54971298	54971314
chr16	54970588	54970675
chr4	11429210	11429226
chr19	45901780	45901884
chr10	124899579	124899659
chr15	66546765	66546836
chr16	2286716	2286785
chr22	38029998	38030055
chr20	21493168	21493207
chr6	26189167	26189180
chr1	119530241	119530250
chr13	49684730	49684863
chr21	38065425	38065454
chr22	46367434	46367452
chr5	134880362	134880382
chr1	50886993	50886997
chr2	99439538	99439549
chr19	52222782	52222788
chr6	26241029	26241068
chr14	38680592	38680609
chr6	10421864	10421960
chr2	63281382	63281479
chr8	99986838	99986872
chr22	46367644	46367651
chr6	26240758	26240974
chr7	155167466	155167479
chr17	58216987	58216992
chr14	76605156	76605161
chr4	85403011	85403031
chr6	19691937	19691950
chr13	112708385	112708395
chr6	26188997	26189017
chr9	21965149	21965155
chr6	26184110	26184244
chr6	26273604	26273742
chr2	157176880	157176944
chr9	14349307	14349324
chr3	128211874	128211909
chr3	128210683	128210712
chr2	175203157	175203291
chr1	201709356	201709362
chr8	99960344	99960385
chr11	60719007	60719011
chr9	100619909	100619941
chr5	110406515	110406529
chr5	174158547	174158653
chr12	123258745	123258823
chr13	109149129	109149253
chr16	31228236	31228251
chr1	969596	969614
chr16	67197296	67197438
chr16	67197548	67197553
chr4	107957441	107957451
chr8	11058491	11058497
chr9	14349593	14349685
chr1	151104024	151104036
chr1	151103967	151104009
chr1	151103924	151103952
chr4	184828074	184828088
chr13	98794498	98794550
chr3	128210836	128210887
chr8	10592259	10592270
chr2	171676643	171676672
chr1	151103809	151103831
chr17	59481895	59481906
chr2	74743003	74743014
chr3	44063564	44063573
chr2	72370410	72370427
chr9	127265806	127265815
chr1	86043575	86043651
chr1	50513765	50513780
chr4	41646397	41646436
chr3	169378894	169378952
chr9	110253338	110253425
chr2	74742966	74742983
chr15	48938457	48938477
chr9	14348748	14348761
chr9	14348848	14348871
chr14	99713126	99713141
chr14	99712947	99712955
chr10	13749601	13749694
chr10	13749858	13749887
chr2	43451394	43451445
chr7	20823165	20823201
chr1	50886179	50886220
chr1	50886828	50886835
chr1	50884270	50884280
chr14	105499864	105499873
chr10	21808018	21808183
chr2	74725880	74725893
chr10	80853656	80853689
chr4	13532682	13532794
chr10	122708728	122708745
chr1	39980757	39980796
chr1	50886593	50886629
chr4	141419328	141419333
chr18	55108350	55108496
chr1	91172421	91172429
chr6	26272541	26272575
chr1	119549419	119549464
chr10	124911019	124911033
chr22	19511342	19511348
chr22	46368086	46368092
chr8	23584280	23584292
chr2	99439402	99439418
chr2	42329579	42329595
chr6	26240697	26240722
chr2	63285534	63285644
chr3	122296710	122296756
chr12	62585238	62585242
chr6	26241103	26241117
chr16	72821664	72821748
chr16	72821625	72821652
chr1	145562988	145563006
chr15	67326166	67326184
chr14	38680105	38680115
chr6	45631584	45631602
chr12	62585902	62585915
chr6	45631538	45631560
chr10	124910708	124910729
chr8	99986877	99986907
chr19	37096573	37096587
chr15	31775696	31775701
chr15	76633338	76633347
chr6	10421680	10421722
chr6	10426132	10426158
chr1	50886535	50886540
chr16	68676460	68676465
chr2	171680308	171680339
chr22	46367513	46367526
chr1	36043130	36043162
chr3	9904517	9904539
chr9	6412721	6412745
chr1	248021009	248021020
chr8	99960391	99960448
chr22	46367470	46367511
chr22	46368136	46368164
chr5	54516458	54516482
chr15	76632949	76632979
chr7	107642082	107642103
chr18	74162901	74162968
chr6	27782908	27782920
chr15	76634267	76634316
chr15	76633565	76633577
chr15	76633586	76633611
chr8	99960453	99960499
chr17	43339408	43339438
chr17	43339671	43339704
chr1	145562922	145562943
chr6	26272746	26272914
chr1	145562949	145562966
chr3	128211282	128211309
chr4	81189711	81189728
chr21	38076854	38076870
chr7	156796991	156797034
chr18	55108538	55108556
chr22	46367952	46367967
chr19	1467220	1467232
chr13	112758684	112758688
