chr4	68411077	68411094
chr8	125741021	125741027
chr10	102500752	102500903
chr16	2318018	2318065
chr2	131185539	131185584
chr10	43905388	43905424
chr2	234847658	234847669
chr12	54389923	54389945
chr19	42386716	42386927
chr4	184828149	184828160
chr19	30021223	30021227
chr12	40013607	40013699
chr9	135644825	135645168
chr10	13933959	13933999
chr12	111472687	111472696
chr1	214158875	214158891
chr6	1393876	1393892
chr3	184301345	184301398
chr12	54354964	54354970
chr15	68127652	68127761
chr11	2165354	2165371
chr7	129781526	129781577
chr3	132757032	132757041
chr8	105236137	105236154
chr5	63257742	63257754
chr8	55366729	55366735
chr9	32783848	32784032
chr7	63506053	63506069
chr5	96038915	96039040
chr18	19283944	19284000
chr1	93914303	93914309
chr6	27114547	27114654
chr1	9599567	9599587
chr8	99440186	99440197
chr5	42425013	42425025
chr8	4851444	4851449
chr16	67197232	67197270
chr11	6341105	6341251
chr1	151104024	151104036
chr1	151103967	151104009
chr1	151103924	151103952
chr17	21414900	21414955
chr5	134825634	134825734
chr3	181421830	181421950
chr19	17137376	17137381
chr19	36912578	36912625
chr19	36912540	36912546
chr2	121200469	121200514
chr6	1625388	1625524
chr5	43043205	43043210
chr9	113342023	113342027
chr11	128418943	128419076
chr6	146755634	146755640
chr19	15090076	15090149
chr7	43153004	43153035
chr15	68852176	68852186
chr5	88185322	88185414
chr11	2291284	2291318
chr1	101702544	101702577
chr11	74952438	74952479
chr9	21994301	21994363
chr10	105037282	105037361
chr1	11714596	11714810
chr3	183873993	183874256
chr6	45387555	45387561
chr8	77586052	77586258
chr4	111543505	111543571
chr15	60297583	60297595
chr1	50886715	50886721
chr10	131770824	131770840
chr20	47934923	47934934
chr4	147560401	147560419
chr14	95240407	95240464
chr20	61638652	61638731
chr19	51520498	51520629
chr3	85008499	85008580
chr5	50679184	50679300
chr2	73520321	73520336
chr10	94826041	94826122
chr4	147555021	147555059
chr19	30019974	30019993
chr7	38670451	38670458
chr21	40032833	40032852
chr16	55689680	55689714
chr4	110223586	110223630
chr4	1165394	1165402
chr16	58498635	58498709
chr2	220223688	220223714
chr5	87957067	87957111
chr18	70210811	70210818
chr8	37823392	37823451
chr7	6145308	6145510
chr8	687477	687537
chr8	10590624	10590640
chr17	72347993	72348063
chr8	55379743	55379747
chr20	55205558	55205570
chr15	89910801	89910859
chr18	70209179	70209220
chr4	147560459	147560465
chr3	85008627	85008641
chr1	44872995	44873117
chr20	34189818	34189825
chr1	108508507	108508519
chr5	15500463	15500477
chr5	139227624	139227651
chr19	46916630	46916656
chr10	50605496	50605512
chr12	117798529	117798542
chr18	8608909	8608914
chr17	37321722	37321738
chr8	57358239	57358247
chr1	91183790	91183999
chr4	8863218	8863262
chr22	50063921	50063928
chr8	23564113	23564128
chr16	87637102	87637114
chr15	60297514	60297538
chr17	35299914	35299934
chr3	2140228	2140306
chr19	34113352	34113366
chr1	229543443	229543459
chr2	5836838	5836851
chr19	51520471	51520477
chr12	16759644	16759701
chr19	30017456	30017484
chr14	60952393	60952404
chr19	51227688	51227721
chr15	79381804	79381818
chr19	51227742	51227848
chr7	19157240	19157380
chr15	100346858	100346878
chr1	39980757	39980796
chr22	25678704	25678712
chr16	20085491	20085515
chr6	6547180	6547197
chr18	70210753	70210798
chr19	51228547	51228561
chr11	64480696	64480711
chr11	64480810	64480815
chr19	51228487	51228525
chr11	69634626	69634647
chr11	64480803	64480808
chr7	98246704	98246713
chr21	40032777	40032825
chr19	30019740	30019765
chr2	70995348	70995371
chr5	127873555	127873695
chr1	149858163	149858326
chr7	5595202	5595255
chr2	172966968	172967013
chr4	42154500	42154556
chr5	1883992	1884032
chr2	107504018	107504036
chr4	107958503	107958517
chr21	28338674	28338692
chr20	34189501	34189791
chr11	108463737	108463925
chr7	27190649	27190719
chr11	128562861	128562871
chr19	57610750	57610766
chr19	58095500	58095596
chr22	25678692	25678699
chr19	34113569	34113589
chr2	107503995	107504003
chr10	22634406	22634431
chr15	99646151	99646249
chr5	50679112	50679177
chr5	170738342	170738361
chr19	16394498	16394556
chr7	156795647	156795662
chr19	55593852	55593866
chr11	639650	639672
chr12	25055712	25055752
chr17	61778423	61778457
chr7	156797101	156797115
chr17	16570404	16570437
chr4	111532884	111532959
chr7	20826823	20826905
chr19	51228435	51228462
chr7	98246769	98246790
chr5	178368647	178368692
chr11	15095137	15095169
chr4	111532734	111532778
chr20	644888	644910
chr3	127634187	127634193
chr12	128752688	128752697
chr15	83349512	83349536
chr11	92702993	92703024
chr20	644873	644882
chr12	39539220	39539229
chr4	111532814	111532829
chr12	39539185	39539199
chr7	70596914	70596919
chr7	101931207	101931300
chr6	38682949	38682994
chr6	168502211	168502245
chr9	126136138	126136148
chr7	42533218	42533256
chr4	111532794	111532800
chr7	155596370	155596423
chr19	57617716	57617760
chr19	57617778	57617792
chr7	158936693	158936700
chr11	15095027	15095117
chr7	98246737	98246757
chr2	95527380	95527389
chr7	158362593	158362601
chr8	7212600	7212620
chr10	81002635	81002693
chr1	47909824	47909852
chr6	85473653	85473688
chr1	101702463	101702539
chr5	1344658	1344768
chr3	127770769	127770989
chr9	140082935	140082975
chr10	126043679	126043761
chr12	85306591	85306595
chr1	229567866	229567911
chr2	219736468	219736472
chr1	166890117	166890145
chr18	76828854	76828870
chr11	20618634	20618666
chr7	127744025	127744072
chr15	83952596	83952694
chr7	27204847	27204857
chr19	19221311	19221351
chr19	48918187	48918246
chr7	8481066	8481190
chr19	48918302	48918325
chr10	88123452	88123480
chr10	124895802	124895807
chr10	26505199	26505212
chr8	98290100	98290332
chr3	47051337	47051365
chr7	100946202	100946228
chr9	100611019	100611024
chr1	166890455	166890467
chr10	81002443	81002530
chr10	88123365	88123391
chr5	140864625	140864639
chr11	2161935	2161949
chr6	101849580	101849719
chr8	1113661	1113676
chr10	43600517	43600521
chr6	127840085	127840121
chr10	133109738	133109756
chr7	96647116	96647287
chr17	35078834	35078849
chr20	58509266	58509346
chr4	66535193	66535202
chr2	64872372	64872396
chr2	1748473	1748519
chr11	73358689	73358709
chr2	239149652	239149663
chr5	9545750	9545825
chr6	166580949	166580960
chr1	11539743	11539825
chr8	56014556	56014644
