	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
ADCY2_7395309	0.0828599179676004	0.263583993421908	1.08679099779552e-15	3.11160970897211	4.24092583378419	2.14113332942597	9.25260399791336e-09	0.817307692307692	0.83495145631068	0.825056011949216
ADCY2_7395318	0.112031274701102	0.30693998117135	1.0337017557656e-14	2.88096318620415	3.87926925418385	2.01168367416453	2.55164097760524e-09	0.798076923076923	0.83495145631068	0.813480209111277
ADCY2_7395323	0.143465308328394	0.357370111494299	6.05027359416456e-17	4.03409020709914	5.30907741971061	2.93626339302061	1.32480852392526e-10	0.865384615384615	0.83495145631068	0.839339058999253
ADCY2_7395327	0.0702606364819252	0.230765224500261	1.7008019299475e-14	3.98317458843082	5.5002890512806	2.72009404273777	2.5499716725485e-08	0.788461538461538	0.815533980582524	0.810866318147872
ADCY2_7395336	0.0730619298667355	0.221513012785551	3.59290986724222e-13	4.26017428736907	5.91157134953296	2.88573235558341	4.32186989867567e-08	0.730769230769231	0.844660194174757	0.794436146377894
ADCY2_7395338	0.0714359778167565	0.218973199951218	5.67822632514859e-16	6.1852749992608	8.65285054734239	4.20753004457913	5.90515337358096e-08	0.75	0.854368932038835	0.828323375653473
ADCY2_7395344	0.10819772641339	0.265447431537618	4.05299923149668e-14	4.59845191007205	6.31397503876032	3.17472525612693	1.3357598063409e-08	0.817307692307692	0.815533980582524	0.806292008961912
ADCY2_7395349	0.117716244064158	0.267692587882382	2.09626148617809e-13	4.00970146473914	5.50367274191463	2.74753771763608	1.58056360515798e-08	0.778846153846154	0.815533980582524	0.797423450336072
ADCY2_7395374	0.1458975564331	0.350075245214455	1.14302575341898e-15	3.62004979225265	4.77660738217877	2.61379663161606	2.08599573798924e-10	0.826923076923077	0.844660194174757	0.824775952203137
ADCY2_7395395	0.165063284535227	0.382350130790773	7.3494695576727e-19	4.98611533057731	6.57084795293922	3.63945035959022	1.33680695415748e-10	0.903846153846154	0.83495145631068	0.860250186706497
ADCY2_7395418	0.0527281257017865	0.209394260667086	2.61738953804338e-15	5.17654188597749	7.20820633084256	3.52598341470819	4.32063592313719e-08	0.75	0.854368932038835	0.820575056011949
ADCY2_7395424	0.108734376204189	0.315183726673622	5.00906129148746e-15	3.18801770068149	4.28183024719784	2.25135615383639	1.49809276445859e-09	0.817307692307692	0.844660194174757	0.817214339058999
ADCY2_7395426	0.0885964577069149	0.287025459974323	6.23187830012311e-15	3.20103759265187	4.34349162382155	2.22826467012714	4.71410244919477e-09	0.798076923076923	0.83495145631068	0.816094100074683
ADCY2_7395434	0.0761861467344152	0.277747613967352	1.05547173774129e-16	4.21216508549057	5.72590326482057	2.95726053631047	4.10751253770997e-09	0.817307692307692	0.83495145631068	0.836631814787155
ADCY2_7395440	0.0634399417693461	0.24822856556191	1.92077688706577e-16	4.6552772405622	6.3846046315262	3.2245911192157	1.13640067237708e-08	0.817307692307692	0.815533980582524	0.833691187453323
ADCY2_7395452	0.0450291270480047	0.163296665388494	7.03769786128639e-13	4.83554587242953	6.90399041877303	3.12149427350756	6.1558529377162e-07	0.740384615384615	0.815533980582524	0.790702016430172
AHRR_374225	0.0322597210887145	0.0704524718197395	0.000490031665382822	7.08568235738232	11.5240300407385	3.43365017711694	0.000719310979426537	0.471153846153846	0.805825242718447	0.641196788648245
AHRR_374229	0.0259110348156361	0.0551791877642174	0.0124533780612334	4.8226568269671	8.85508933828987	1.79963683937643	0.0083102640766531	0.701923076923077	0.485436893203884	0.600914861837192
AHRR_374241	0.0447911847376611	0.101339146834709	8.14397227369686e-05	5.25038956870616	8.083374283877	2.84837956865175	9.75335749501516e-05	0.346153846153846	0.902912621359223	0.659587378640777
AHRR_374252	0.0286287545058822	0.0686224138428303	0.00228917637454036	6.48515161104142	10.4499633416188	3.10189758696578	0.000649392083340673	0.490384615384615	0.766990291262136	0.623319641523525
AHRR_374265	0.0304412772396766	0.0702009014211971	0.0241667045521727	5.64387449781153	9.37123422554268	2.59085747380303	0.00124149515298121	0.355769230769231	0.893203883495146	0.591299477221807
AHRR_374279	0.0335552848342878	0.0907079852505133	1.27704622474244e-05	7.71722312296064	11.6774052690079	4.43704306168493	3.33844815485382e-05	0.432692307692308	0.883495145631068	0.676624346527259
AHRR_374281	0.0470705384087753	0.106767601957066	0.00117733905670418	4.29877698120317	6.88096756081869	2.17288204067992	0.00039383339120614	0.514563106796116	0.718446601941748	0.631727778301442
AHRR_374294	0.0425970071895956	0.109152237839097	2.04643245591234e-05	6.38253383027659	9.417190602451	3.79536816978858	9.627293928149e-06	0.490384615384615	0.864077669902913	0.672563480209111
AHRR_374296	0.0429905020911325	0.100237784297697	0.00018263461991517	5.44439257014146	8.30814209591676	3.00945809938611	6.17733270385736e-05	0.403846153846154	0.883495145631068	0.651512322628828
AHRR_374303	0.0480676755545554	0.114212809626678	0.000117506815221839	5.85797453187843	8.68445228537619	3.42963263378618	1.45428280730652e-05	0.432692307692308	0.951456310679612	0.656039955190441
AHRR_374306	0.0679165854238943	0.141534415562978	8.18276746851746e-06	5.28580134219248	7.83101450991719	3.12425622914064	1.22721169550833e-05	0.384615384615385	0.941747572815534	0.680731889469753
AHRR_374313	0.13201294790428	0.208535594297598	0.041224186801206	2.02697505196613	3.24916601627128	0.97862351509943	0.000478402398087999	0.407766990291262	0.852941176470588	0.583190557776509
AHRR_374328	0.0427402284360087	0.0736627494334323	0.0647845917088313	3.83793312477367	7.05982803675076	1.30162188839847	0.0100827318956221	0.336538461538462	0.864077669902913	0.574822628827483
AHRR_374339	0.0556656963798862	0.100332515891579	0.000600832221802088	4.90141067651942	7.69425962797616	2.51285318293447	0.000220315879896136	0.423076923076923	0.864077669902913	0.639049663928305
AHRR_374344	0.0447582499374619	0.0732205744844486	0.0264945862586898	4.13282049945659	7.12389151531811	1.65710837622478	0.00322247449190663	0.25	0.951456310679612	0.589992531740105
AHRR_374356	0.0430244325080122	0.0684130361289864	0.0110749082261576	4.70830839191045	7.86650575033329	1.96503808520594	0.00189620505319479	0.519230769230769	0.699029126213592	0.602968633308439
AHRR_374370	0.0720331246701927	0.123177804901841	0.0051834473670726	3.95514235934224	6.27327727942393	1.97945796239151	0.000333812619129681	0.403846153846154	0.893203883495146	0.613377520537715
AHRR_374380	0.0362300801692121	0.0642801488326841	0.0543396785587336	4.07455137157976	7.25754452059198	1.50352209499305	0.00619791464103213	0.423076923076923	0.747572815533981	0.577856609410007
AHRR_374392	0.0429926470226321	0.0850774632142806	0.000368701984045267	5.39704170075744	8.49132876355801	2.78486383710573	0.000231702315126707	0.5	0.737864077669903	0.644230769230769
AHRR_374398	0.0486605805093611	0.0784053434849843	0.118869346437772	3.66746781701454	6.25263829425825	1.46912867994505	0.00268593709476219	0.240384615384615	0.941747572815534	0.563200149365198
AHRR_374420	0.0508057934440784	0.067418790700338	0.403561423062101	1.58230234626156	3.77684809680752	-0.213019440731862	0.117714074608193	0.423076923076923	0.70873786407767	0.533887229275579
