	genesymbol	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
ADCY2_7395309	ADCY2	0.263583993421908	0.0828599179676004	1.0407892624391e-15	3.11160970897211	4.24092583378419	2.14113332942597	8.86095938424507e-09	0.817307692307692	0.83495145631068	0.825056011949216
ADCY2_7395318	ADCY2	0.30693998117135	0.112031274701102	9.89947184092982e-15	2.88096318620415	3.87926925418385	2.01168367416453	2.4436350102992e-09	0.798076923076923	0.83495145631068	0.813480209111277
ADCY2_7395323	ADCY2	0.357370111494299	0.143465308328394	5.79417735737453e-17	4.03409020709914	5.30907741971061	2.93626339302061	1.268731972648e-10	0.865384615384615	0.83495145631068	0.839339058999253
ADCY2_7395327	ADCY2	0.230765224500261	0.0702606364819252	1.62881031386507e-14	3.98317458843082	5.5002890512806	2.72009404273777	2.44203636365756e-08	0.788461538461538	0.815533980582524	0.810866318147872
ADCY2_7395336	ADCY2	0.221513012785551	0.0730619298667355	3.44082902630075e-13	4.26017428736907	5.91157134953296	2.88573235558341	4.13893360666823e-08	0.730769230769231	0.844660194174757	0.794436146377894
ADCY2_7395338	ADCY2	0.218973199951218	0.0714359778167565	5.4378781209095e-16	6.1852749992608	8.65285054734239	4.20753004457913	5.65519979163045e-08	0.75	0.854368932038835	0.828323375653473
ADCY2_7395344	ADCY2	0.265447431537618	0.10819772641339	3.88144370847037e-14	4.59845191007205	6.31397503876032	3.17472525612693	1.27921970871801e-08	0.817307692307692	0.815533980582524	0.806292008961912
ADCY2_7395349	ADCY2	0.267692587882382	0.117716244064158	2.0075308412605e-13	4.00970146473914	5.50367274191463	2.74753771763608	1.51366144197669e-08	0.778846153846154	0.815533980582524	0.797423450336072
ADCY2_7395374	ADCY2	0.350075245214455	0.1458975564331	1.09464371094621e-15	3.62004979225265	4.77660738217877	2.61379663161606	1.99769962209552e-10	0.826923076923077	0.844660194174757	0.824775952203137
ADCY2_7395395	ADCY2	0.382350130790773	0.165063284535227	7.03838089914688e-19	4.98611533057731	6.57084795293922	3.63945035959022	1.28022253281748e-10	0.903846153846154	0.83495145631068	0.860250186706497
ADCY2_7395418	ADCY2	0.209394260667086	0.0527281257017865	2.5066005628881e-15	5.17654188597749	7.20820633084256	3.52598341470819	4.13775186289858e-08	0.75	0.854368932038835	0.820575056011949
ADCY2_7395424	ADCY2	0.315183726673622	0.108734376204189	4.79703753311762e-15	3.18801770068149	4.28183024719784	2.25135615383639	1.43468143051326e-09	0.817307692307692	0.844660194174757	0.817214339058999
ADCY2_7395426	ADCY2	0.287025459974323	0.0885964577069149	5.96809509165229e-15	3.20103759265187	4.34349162382155	2.22826467012714	4.51456372118652e-09	0.798076923076923	0.83495145631068	0.816094100074683
ADCY2_7395434	ADCY2	0.277747613967352	0.0761861467344152	1.01079568535013e-16	4.21216508549057	5.72590326482057	2.95726053631047	3.93364957315081e-09	0.817307692307692	0.83495145631068	0.836631814787155
ADCY2_7395440	ADCY2	0.24822856556191	0.0634399417693461	1.83947416168733e-16	4.6552772405622	6.3846046315262	3.2245911192157	1.08829905661509e-08	0.817307692307692	0.815533980582524	0.833691187453323
ADCY2_7395452	ADCY2	0.163296665388494	0.0450291270480047	6.73980588832189e-13	4.83554587242953	6.90399041877303	3.12149427350756	5.94466200313235e-07	0.740384615384615	0.815533980582524	0.790702016430172
AHRR_374225	AHRR	0.0704524718197395	0.0322597210887145	0.000480446543222138	7.08568235738232	11.5240300407385	3.43365017711694	0.000700826858974195	0.471153846153846	0.805825242718447	0.641196788648245
AHRR_374229	AHRR	0.0551791877642174	0.0259110348156361	0.0122351322670348	4.8226568269671	8.85508933828987	1.79963683937643	0.00809454971948768	0.701923076923077	0.485436893203884	0.600914861837192
AHRR_374241	AHRR	0.101339146834709	0.0447911847376611	7.94148950347548e-05	5.25038956870616	8.083374283877	2.84837956865175	9.50608004381175e-05	0.346153846153846	0.902912621359223	0.659587378640777
AHRR_374252	AHRR	0.0686224138428303	0.0286287545058822	0.00224692629622238	6.48515161104142	10.4499633416188	3.10189758696578	0.000632736017434576	0.490384615384615	0.766990291262136	0.623319641523525
AHRR_374265	AHRR	0.0702009014211971	0.0304412772396766	0.0238390818118033	5.64387449781153	9.37123422554268	2.59085747380303	0.00120956263857142	0.355769230769231	0.893203883495146	0.591299477221807
AHRR_374279	AHRR	0.0907079852505133	0.0335552848342878	1.24581545808207e-05	7.71722312296064	11.6774052690079	4.43704306168493	3.25465790742232e-05	0.432692307692308	0.883495145631068	0.676624346527259
AHRR_374281	AHRR	0.106767601957066	0.0470705384087753	0.00115411237743159	4.29877698120317	6.88096756081869	2.17288204067992	0.000383770433201197	0.514563106796116	0.718446601941748	0.631727778301442
AHRR_374294	AHRR	0.109152237839097	0.0425970071895956	1.99621613375144e-05	6.38253383027659	9.417190602451	3.79536816978858	9.38973945870549e-06	0.490384615384615	0.864077669902913	0.672563480209111
AHRR_374296	AHRR	0.100237784297697	0.0429905020911325	0.000178307875402875	5.44439257014146	8.30814209591676	3.00945809938611	6.02134166126367e-05	0.403846153846154	0.883495145631068	0.651512322628828
AHRR_374303	AHRR	0.114212809626678	0.0480676755545554	0.000114572854554685	5.85797453187843	8.68445228537619	3.42963263378618	1.41812511894358e-05	0.432692307692308	0.951456310679612	0.656039955190441
AHRR_374306	AHRR	0.141534415562978	0.0679165854238943	7.98333957088858e-06	5.28580134219248	7.83101450991719	3.12425622914064	1.19686376860449e-05	0.384615384615385	0.941747572815534	0.680731889469753
AHRR_374313	AHRR	0.208535594297598	0.13201294790428	0.0407094791913703	2.02697505196613	3.24916601627128	0.97862351509943	0.00046616689164732	0.407766990291262	0.852941176470588	0.583190557776509
AHRR_374328	AHRR	0.0736627494334323	0.0427402284360087	0.0641395942088462	3.83793312477367	7.05982803675076	1.30162188839847	0.00982077376829408	0.336538461538462	0.864077669902913	0.574822628827483
AHRR_374339	AHRR	0.100332515891579	0.0556656963798862	0.000589059521304247	4.90141067651942	7.69425962797616	2.51285318293447	0.000214719182539601	0.423076923076923	0.864077669902913	0.639049663928305
AHRR_374344	AHRR	0.0732205744844486	0.0447582499374619	0.0261321473158393	4.13282049945659	7.12389151531811	1.65710837622478	0.00313928161823307	0.25	0.951456310679612	0.589992531740105
AHRR_374356	AHRR	0.0684130361289864	0.0430244325080122	0.0108812159623788	4.70830839191045	7.86650575033329	1.96503808520594	0.00184738729557801	0.519230769230769	0.699029126213592	0.602968633308439
AHRR_374370	AHRR	0.123177804901841	0.0720331246701927	0.00508652218343231	3.95514235934224	6.27327727942393	1.97945796239151	0.000325307905005165	0.403846153846154	0.893203883495146	0.613377520537715
AHRR_374380	AHRR	0.0642801488326841	0.0362300801692121	0.0537301378784011	4.07455137157976	7.25754452059198	1.50352209499305	0.00603717650649578	0.423076923076923	0.747572815533981	0.577856609410007
AHRR_374392	AHRR	0.0850774632142806	0.0429926470226321	0.000360977147975536	5.39704170075744	8.49132876355801	2.78486383710573	0.000225810600484362	0.5	0.737864077669903	0.644230769230769
AHRR_374398	AHRR	0.0784053434849843	0.0486605805093611	0.118154724081282	3.66746781701454	6.25263829425825	1.46912867994505	0.00261665952727671	0.240384615384615	0.941747572815534	0.563200149365198
AHRR_374420	AHRR	0.067418790700338	0.0508057934440784	0.403165897061989	1.58230234626156	3.77684809680752	-0.213019440731862	0.116994422958261	0.423076923076923	0.70873786407767	0.533887229275579
AHRR_374425	AHRR	0.0904352348754022	0.0648060585635611	0.365825320474984	2.67095868966664	4.99001049540148	0.696843794608082	0.0149880241109563	0.211538461538462	0.980582524271845	0.53668782673637
ARRB2_4615064	ARRB2	0.514146349295196	0.37812144149403	3.24392752712585e-09	2.53303841741443	3.49862953235533	1.65801652884558	8.19326070771652e-08	0.663461538461538	0.83495145631068	0.739451082897685
ARRB2_4615088	ARRB2	0.00787426536082188	0.0085011243667421	0.255008794991319	-23.9330763892724	11.1734899486734	-59.9777269959202	0.18697526942936	0.298076923076923	0.825242718446602	0.546209858103062
