	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
ADCY2_7395309	0.0371456932636268	0.229957507624236	0.000000000000000000396329645543393	34.1860004438118	51.3894004916423	21.0653004946936	0.0000128827270816187	0.797619047619048	0.976744186046512	0.90171650055371
ADCY2_7395318	0.061692518118569	0.273783344503901	0.0000000000000000226684788782512	19.1595962814545	28.076825565398	12.1412053505923	0.00000301568452781946	0.761904761904762	0.988372093023256	0.880537098560354
ADCY2_7395323	0.102858141747105	0.333642745432798	0.00000000000000000215219970367861	13.4239706256048	18.8231548326846	9.19725386578382	0.000000139468553644444	0.857142857142857	0.965116279069767	0.892995570321152
ADCY2_7395327	0.0381799661818407	0.198127479196239	0.000000000000000236076562012437	25.0739116927979	37.0124371120315	15.9090117317964	0.0000039921084659997	0.773809523809524	0.941860465116279	0.86766334440753
ADCY2_7395336	0.0451601397231062	0.186998467430602	0.0000000000000448766359425686	22.3510742379627	34.3918112269378	13.4402777225661	0.0000349689982786961	0.678571428571429	0.988372093023256	0.837624584717608
ADCY2_7395338	0.0530642815522829	0.190458943183631	0.000000000000000841802798973056	34.9408098407389	52.4762988401789	21.2047409033506	0.0000143753405260089	0.714285714285714	0.988372093023256	0.860603543743079
ADCY2_7395344	0.0810915727144144	0.237145505599806	0.0000000000000114281440181033	18.3409415188013	26.9364022937442	11.6940633910719	0.00000318441376866207	0.785714285714286	0.953488372093023	0.845653377630122
ADCY2_7395349	0.0865650484708387	0.23455423412239	0.0000000000000227785762402401	18.7842209383705	27.1922973268695	12.1400219969251	0.00000141493870518069	0.785714285714286	0.906976744186046	0.841638981173865
ADCY2_7395374	0.101600865777284	0.321169051211103	0.0000000000000000314906169543291	14.7323475387954	21.3868189232682	9.64278195169962	0.00000141688672004344	0.797619047619048	0.988372093023256	0.878737541528239
ADCY2_7395395	0.133937213923181	0.365347183530187	0.00000000000000000032432078148632	13.4383740149687	19.0227172152926	9.17218224929665	0.000000224713846372559	0.880952380952381	0.965116279069767	0.902823920265781
ADCY2_7395418	0.0306056646678339	0.180351599554739	0.000000000000000153377054521715	42.3739022208822	64.3625728781234	25.9857269415303	0.0000170493008252635	0.714285714285714	1	0.870016611295681
ADCY2_7395424	0.0647477984698383	0.27798935596992	0.000000000000000496923436181353	15.4619685507241	23.2779610095772	9.56303191346343	0.0000124064215676376	0.773809523809524	0.988372093023256	0.863510520487265
ADCY2_7395426	0.0454382013616496	0.248376092802427	0.000000000000000207616063575919	19.0580425111612	29.0999885303546	11.6828623265365	0.0000205355286169083	0.75	0.988372093023256	0.868355481727575
ADCY2_7395434	0.0442864076690305	0.247800673609497	0.0000000000000000299210658787601	21.5641771516122	32.3547435041508	13.4055484674667	0.00000994112337338033	0.821428571428571	0.930232558139535	0.879014396456257
ADCY2_7395440	0.0358079647229453	0.215833679238472	0.0000000000000000922232518202568	31.3940531082592	47.3470856395201	18.9688810439756	0.0000187023765003998	0.773809523809524	0.953488372093023	0.872854374307863
ADCY2_7395452	0.0226642508249359	0.13437407141041	0.00000000000000391525192049712	47.9439049479931	71.4349105194306	29.6871514137388	0.0000078555852104242	0.773809523809524	0.895348837209302	0.851882613510521
AHRR_374225	0.0340391631920307	0.0659068755808247	0.0117087375690141	6.35450800215122	11.0191771435139	2.58077705653524	0.00369000539208523	0.30952380952381	0.965116279069767	0.613095238095238
AHRR_374229	0.0266721527791921	0.0508960055130175	0.0495270750168913	4.77389608504784	9.28731277304557	1.35928747541273	0.020438440669121	0.714285714285714	0.453488372093023	0.587763012181617
AHRR_374241	0.0469133860515125	0.0962454801166838	0.000321297848896022	5.70430074488932	8.91289988874876	2.95385947287374	0.000203421493431552	0.416666666666667	0.848837209302326	0.661129568106312
AHRR_374252	0.0293069112004304	0.0622678707594988	0.0109705152828031	6.43707850720443	10.725843196651	2.82970928306153	0.00164286352161088	0.511904761904762	0.755813953488372	0.613787375415282
AHRR_374265	0.0318772086862793	0.0625778013318821	0.0606216053883083	5.81512331528375	9.92813449972969	2.46531313438752	0.00247419261691393	0.380952380952381	0.883720930232558	0.584094684385382
AHRR_374279	0.0348351927245197	0.0794469919851889	0.000341111113509796	7.42346207144918	11.6670331041977	3.98736094962113	0.000171823828949913	0.44047619047619	0.872093023255814	0.660229789590255
AHRR_374281	0.0489615266909021	0.0991532515124114	0.00264967241330384	4.51068575793204	7.30520919620581	2.19366771684781	0.000592256781829775	0.289156626506024	0.953488372093023	0.635051835247969
AHRR_374294	0.0437728822082022	0.106172500861701	0.0000742315386026489	6.60266135427027	9.90936875424573	3.83921279834916	0.000023163347324178	0.523809523809524	0.848837209302326	0.677533222591362
AHRR_374296	0.0459226942530662	0.0914130044053139	0.00406517169200102	5.05557941027577	8.0823913423539	2.53075469526861	0.000386689811432884	0.416666666666667	0.872093023255814	0.628737541528239
AHRR_374303	0.0501592609306333	0.111498655472105	0.0010023739385646	5.82298321095669	8.90033338640444	3.23428883855862	0.0000660233168730713	0.464285714285714	0.941860465116279	0.647356035437431
AHRR_374306	0.0713805783904229	0.136640740244778	0.000273369315745216	4.93882238350413	7.5813171295545	2.74128304249085	0.0000715634052299084	0.392857142857143	0.941860465116279	0.663136766334441
AHRR_374313	0.144688192935449	0.215146324321052	0.0983593424442461	1.95473179399097	3.2749911667306	0.812849142374372	0.00187367535525131	0.325301204819277	0.952941176470588	0.574698795180723
AHRR_374328	0.0436746539903462	0.0668790724814957	0.0892952101467585	4.33006606525635	8.1157887604139	1.27594308224655	0.0140712880751808	0.357142857142857	0.86046511627907	0.576342746400886
AHRR_374339	0.0589360191857022	0.0921197243427794	0.00556292803571693	4.8747201750383	8.03435554257828	2.19804852821604	0.00106672789979158	0.464285714285714	0.825581395348837	0.62437707641196
AHRR_374344	0.0488170625762625	0.0745916804667225	0.0227268568085033	4.43773997924486	7.86921244097973	1.55152447905822	0.00623366102756204	0.273809523809524	0.941860465116279	0.602367109634552
AHRR_374356	0.0446915633346489	0.0686764555209975	0.00624828188937596	5.70836416475172	9.49590007458876	2.38839750513903	0.0016996109697375	0.642857142857143	0.593023255813954	0.622577519379845
AHRR_374370	0.0713153102018975	0.115999744192398	0.00976617292454757	4.3239500063242	6.96453803647714	2.08868377537517	0.000534392823215609	0.428571428571429	0.895348837209302	0.616002214839424
AHRR_374380	0.0353188866461253	0.062748232370974	0.0479406711853987	4.84493476350413	8.6361119114151	1.70535333661683	0.00713027613562261	0.357142857142857	0.825581395348837	0.588662790697674
AHRR_374392	0.0408694645893254	0.0848515619907916	0.000148211421965725	6.76339332068209	10.552627401254	3.58085062383017	0.000167862399394773	0.547619047619048	0.732558139534884	0.669919712070875
AHRR_374398	0.047809322115958	0.0770950068137419	0.0836221498401145	3.869946163516	6.76861631343623	1.38536608644911	0.00499094711612346	0.273809523809524	0.918604651162791	0.577727021040975
AHRR_374420	0.0535128456438953	0.0606972614561999	0.209434381005301	0.953351293675698	3.41822909619319	-1.33218494412294	0.426073640620686	0.416666666666667	0.755813953488372	0.55640919158361
AHRR_374425	0.0642815533377535	0.0870516825046225	0.477748671896685	2.52592771444751	5.01837246982605	0.358161259798144	0.0343132036354539	0.202380952380952	0.976744186046512	0.532045957918051
ARRB2_4615064	0.33560344716101	0.506922168450283	0.0000000000162237700857312	5.20775492461922	7.09517601031272	3.63548197079559	0.0000000277759179478745	0.678571428571429	0.953488372093023	0.801218161683278
ARRB2_4615088	0.00867878379414571	0.00786796387734088	0.177874923550121	-32.9876796553301	7.08269537231406	-74.6692425560421	0.115301293095193	0.297619047619048	0.848837209302326	0.56063122923588
ARRB2_4615165	0.0699578835872237	0.357455933240941	0.00000000000000000000000523096835149897	15.1349667259726	21.7908122371875	9.92823935829076	0.000000942762841206103	0.904761904761905	0.895348837209302	0.959579180509413
BCAN_156616482	0.359556008256406	0.655455847497174	0.000000000000000000000660666679278018	7.16204162896741	9.68798461151031	5.26633601026773	0.00000000753409459391681	0.80952380952381	0.976744186046512	0.93452380952381
BCAN_156616498	0.398771199943805	0.700969447767318	0.000000000000000000000660666679278018	7.19450667567003	9.56463230319579	5.3574346393665	0.00000000438291560012808	0.892857142857143	0.941860465116279	0.93452380952381
BCAN_156616518	0.348255193126494	0.718526061502295	0.00000000000000000000000444670127610784	6.86547744966642	9.22046993730519	5.1041884693979	0.00000000482404606840476	0.869047619047619	0.965116279069767	0.960548172757475
BCAN_156616535	0.223872022069643	0.659500127515798	0.000000000000000000000000140257614837273	8.86405135655253	12.841051488942	6.06840581792695	0.000000489440464290852	0.94047619047619	0.930232558139535	0.981866002214839
BCAN_156616554	0.136942187528437	0.579532193030803	0.00000000000000000000000359935264700506	7.2681496898735	10.3473827150994	5.10308370729402	0.000000129131250412538	0.928571428571429	0.941860465116279	0.961517165005537
BCAN_156616560	0.197780004789556	0.65974965222278	0.000000000000000000000000381025413836759	6.74986132588937	9.33406351711511	4.8891776794093	0.0000000186642999830235	0.976190476190476	0.918604651162791	0.974944629014396
DLX5_96650072	0.177930349234003	0.39791645480823	0.00000000000000000000506860711523419	15.7981401438071	22.2626427738533	10.8368737999513	0.000000156586598721135	0.833333333333333	0.988372093023256	0.924280177187154
DLX5_96650078	0.235734635555598	0.428321643827708	0.00000000000000000358365442547983	11.7771512281606	16.646228882838	8.02029022587784	0.000000219490356960214	0.833333333333333	0.918604651162791	0.890365448504983
DLX5_96650096	0.145754971953666	0.359026297806031	0.000000000000000000000610255215534894	18.654000076974	26.260497296257	12.6885469339052	0.000000197345169596129	0.880952380952381	0.976744186046512	0.934939091915836
DLX5_96650099	0.237641360509955	0.431980236741908	0.000000000000000000000728313351415318	16.1091574062026	22.5291298298543	11.1355577706414	0.000000103155733177515	0.892857142857143	0.906976744186046	0.933970099667774
DLX5_96650102	0.181864791473035	0.37869982630904	0.0000000000000000000230591511136615	14.9412505756834	20.8868830288791	10.2764649489916	0.000000123128407888278	0.845238095238095	0.965116279069767	0.916528239202658
DLX5_96650171	0.062060220539796	0.232286959693014	0.00000000000000421178579091563	20.2642118007518	30.4711189377786	12.395036602801	0.0000129302028379777	0.75	0.953488372093023	0.851467331118494
DLX5_96650192	0.0630517267290756	0.254499109031844	0.0000000000000000000630393646235872	20.4616077118108	30.4433668663549	12.9756572332087	0.000006265280583447	0.869047619047619	0.930232558139535	0.911267995570321
DMRTA2_50888443	0.168944766285727	0.502769831542849	0.00000000000000000000000619404494866904	16.1563781907959	23.2604946345727	10.9642238222767	0.000000410287877036099	0.916666666666667	0.988372093023256	0.958471760797342
DMRTA2_50888460	0.216192004099377	0.556805204042464	0.00000000000000000000000497987939235506	13.1496994598545	18.4560706335848	9.15625756603685	0.0000000902839826459767	0.928571428571429	0.988372093023256	0.959925249169435
DMRTA2_50888479	0.12106166760833	0.401360669224021	0.000000000000000000000788660641527403	16.012732099704	22.635678427246	10.8085243316699	0.000000273078857502249	0.869047619047619	0.953488372093023	0.933554817275748
DMRTA2_50888485	0.222818073019177	0.495823853749561	0.0000000000000000000473152597497104	9.88553553885779	13.5993122702152	6.92072829325508	0.0000000378009438284527	0.80952380952381	0.988372093023256	0.912859911406423
DMRTA2_50888501	0.0780227429543	0.315644457689892	0.0000000000000000000134149659263263	16.4285518208404	23.8325597594742	10.8550037560753	0.00000106600166131517	0.845238095238095	0.941860465116279	0.919227574750831
DMRTA2_50888522	0.125680273138148	0.377525705979314	0.00000000000000000139102224530703	9.46915369882412	13.3341636557308	6.42650211286345	0.000000211434829018529	0.785714285714286	0.953488372093023	0.895279623477298
DMRTA2_50888525	0.136857663895687	0.441808642860717	0.00000000000000000000192944497539341	9.42851152020566	13.2626694095359	6.57112541776344	0.000000097110927781491	0.821428571428571	0.976744186046512	0.929125138427464
DMRTA2_50888560	0.151827442256438	0.442940210938882	0.00000000000000000849106716489231	7.93995594113256	11.1524735040423	5.47955027767258	0.000000126347027728743	0.821428571428571	0.953488372093023	0.885658914728682
DMRTA2_50888569	0.11146789544096	0.466314724314297	0.0000000000000000000000642384215848402	12.1411193770394	17.5348144815511	8.18445384805653	0.000000611056288355754	0.892857142857143	0.953488372093023	0.946082502768549
DMRTA2_50888571	0.155286425368674	0.509578417685008	0.0000000000000000000000130640397314702	11.1450904175641	15.7774176489738	7.67803569815235	0.000000156586598721135	0.904761904761905	0.930232558139535	0.954042081949059
DMRTA2_50888588	0.101816138021321	0.416528329806023	0.000000000000000000378259650624356	9.39092323056413	13.4882031077909	6.34369702897906	0.000000432135536002379	0.821428571428571	0.976744186046512	0.901993355481728
DMRTA2_50888590	0.114365331141126	0.439224940957974	0.000000000000000000000781471921640648	11.2011766702107	15.5496391473286	7.7839842293392	0.0000000657916969141512	0.880952380952381	0.953488372093023	0.933624031007752
DMRTA2_50888597	0.195342076952656	0.51361537222304	0.00000000000000000000847416500236639	8.62185985757453	11.9342827819547	6.02345805265653	0.0000000533211454420579	0.869047619047619	0.965116279069767	0.921650055370986
DMRTA2_50888613	0.152259668017883	0.503305484894869	0.0000000000000000000000296243098489402	12.4044923485105	17.7531964521744	8.48639929328857	0.000000293965861337903	0.904761904761905	0.965116279069767	0.949889258028793
DMRTA2_50888615	0.189311298457898	0.566474349314787	0.0000000000000000000000382758598238384	9.18775891313997	12.7072503432094	6.50215186966294	0.0000000336508244849777	0.869047619047619	1	0.948574197120709
FGF8_103536314	0.41113472435913	0.495006352933928	0.00117605681853502	2.14955020752644	3.32121540631203	1.08383206369798	0.000172263268037347	0.488095238095238	0.953488372093023	0.645418050941307
FGF8_103536320	0.0842838993340743	0.310948752635475	0.000000000000000000170678137445794	13.3845355090811	19.0161442708071	9.12200428957775	0.000000244339087531636	0.797619047619048	0.976744186046512	0.906146179401993
FGF8_103536330	0.138368886012752	0.352496725434042	0.00000000000000000232539724152787	10.0817393182638	14.0537855856622	6.98439324827365	0.0000000857817714816866	0.797619047619048	0.906976744186046	0.892580287929125
FGF8_103536336	0.36601067954011	0.483659463117325	0.0000012088249861304	3.42295937770937	4.91667406863416	2.1366234762255	0.00000186808923964488	0.511904761904762	0.988372093023256	0.717331118493909
FGF8_103536339	0.133829955783448	0.357642693460292	0.00000000000000000516618841525127	10.4736287978356	14.6441167627134	7.21499895721138	0.00000011248192010746	0.785714285714286	0.988372093023256	0.888427464008859
FGF8_103536342	0.084220020047128	0.309307478956148	0.0000000000000000000485169548911349	14.9723915682121	21.3277376985953	10.1522551941788	0.000000318144320695457	0.845238095238095	0.965116279069767	0.912721483942414
FGF8_103536348	0.145337644324927	0.400030420696959	0.00000000000000000000834611251199295	11.2233660963483	15.8427563242283	7.76676178801109	0.000000136567566424484	0.916666666666667	0.895348837209302	0.921788482834994
FGF8_103536360	0.0904163070401346	0.29830157481213	0.000000000000000000342122781201938	13.0402781689537	18.464166515734	8.92608685027549	0.000000193646203289128	0.785714285714286	0.976744186046512	0.902547065337763
FGF8_103536381	0.148959691019068	0.346458202223586	0.0000000000000104200102869002	8.28933840313825	11.5261739484927	5.76162640947886	0.0000000677789547987869	0.773809523809524	0.918604651162791	0.846207087486157
FGF8_103536384	0.0966749381665049	0.32687456335644	0.000000000000000000184036677215904	11.3691720589699	16.4336440605198	7.70298601678966	0.000000537515444848847	0.821428571428571	0.906976744186046	0.905730897009967
FGF8_103536398	0.367987014802003	0.552164615039236	0.00000000000176961847001037	4.98895941304623	6.78536609801016	3.50580682865756	0.000000021894783316202	0.69047619047619	0.930232558139535	0.815406976744186
FGF8_103536402	0.524807408601892	0.631583699533633	0.000000124830845286134	3.79382244218112	5.35820660165341	2.41916255686683	0.000000703906291650866	0.571428571428571	0.965116279069767	0.73671096345515
FGF8_103536416	0.461252856098542	0.607900335862301	0.0000000000019918715748985	5.63342610887266	7.60025401773527	3.96225808566547	0.0000000169134057204072	0.666666666666667	0.953488372093023	0.814645625692137
FGF8_103536426	0.408318156526081	0.583859950994244	0.00000000000000792391893967656	6.43809385939472	8.58693694127247	4.64729258423605	0.00000000753409459391681	0.726190476190476	0.953488372093023	0.847799003322259
FGF8_103536432	0.237714403573467	0.437802465487633	0.0000000000000338600635044022	6.44670991508642	8.73997766761729	4.57300643561449	0.0000000169134057204072	0.761904761904762	0.930232558139535	0.839285714285714
FGF8_103536439	0.408433284797824	0.51312744115205	0.000000839012846211099	3.8343558725129	5.47540421716474	2.40862547022166	0.00000135710175581659	0.607142857142857	0.895348837209302	0.720584163898117
FGF8_103536441	0.332494043140601	0.506994643664238	0.0000000000000754503896300614	6.31630881358123	8.58299319287782	4.4550575424406	0.0000000198643598060133	0.761904761904762	0.883720930232558	0.834579180509413
FGF8_103536448	0.411773147541976	0.583516975318811	0.00000000000000860383320849714	6.36569016734183	8.56069937480707	4.55361326524288	0.0000000131876494222568	0.785714285714286	0.837209302325581	0.847314507198228
FGF8_103536453	0.367850075308261	0.575480516631321	0.000000000000000000853845175455459	8.45028686848682	11.4500325129606	6.0744560425765	0.0000000142395660207258	0.761904761904762	0.976744186046512	0.897840531561462
FGF8_103536463	0.189052081326245	0.430032307241265	0.00000000000000000000296514420887806	12.0447279852403	16.780039005133	8.43583819750251	0.0000000607537681076266	0.797619047619048	0.976744186046512	0.926910299003322
FGF8_103536470	0.50280557937508	0.612520144482298	0.00000017890023119717	4.15499709702923	5.8606190515378	2.68455529396553	0.000000532139681522357	0.571428571428571	0.965116279069767	0.733734772978959
FGF8_103536483	0.439112048788399	0.612497307928154	0.00000000000000612112154887968	7.10148051584102	9.57759136225654	5.08687052072913	0.0000000142026496042372	0.714285714285714	0.965116279069767	0.849321705426357
FGF8_103536487	0.406928373294993	0.586107785848133	0.000000000000292413473682641	6.07984066307782	8.21091941086716	4.33954562879722	0.0000000142395660207258	0.714285714285714	0.965116279069767	0.82641196013289
FGF8_103536489	0.210927908934562	0.468424916950054	0.00000000000000000015826248639771	9.25204762897115	12.8274900747718	6.51414307419085	0.0000000447539288801328	0.845238095238095	0.953488372093023	0.90656146179402
FGF8_103536496	0.670494652313286	0.698007427832289	0.0302807854857372	1.36809119200751	2.84010505222765	-0.0369515815876054	0.0635876492141901	0.380952380952381	0.976744186046512	0.597314507198228
FGF8_103536504	0.494421280391045	0.618554484659972	0.00000000479865429091312	4.26249008967899	5.90041881180857	2.84370635968637	0.000000137212735014088	0.642857142857143	0.918604651162791	0.762043189368771
FGF8_103536531	0.212378560709107	0.359652614933856	0.000000469269862082134	4.23546390610308	6.03200485201345	2.75308653622532	0.000000708212264411178	0.642857142857143	0.872093023255814	0.725636766334441
GRIN1_140051098	0.0188211319243133	0.0379931069271883	0.114688659116355	4.21828453830288	9.87385791562279	-0.609955925294382	0.112124564779492	0.324324324324324	0.896551724137931	0.596924510717614
GRIN1_140051107	0.0387984820286162	0.0811474282975003	0.0677594050370737	3.79331716503073	7.46044410906057	0.687234947770871	0.027424182454183	0.538461538461538	0.766666666666667	0.624786324786325
GRIN1_140051121	0.154276587609921	0.408090258797806	0.0240275087176333	2.69736302798746	5.88282159324306	0.565965960669952	0.0393365540064591	0.909090909090909	0.666666666666667	0.808080808080808
GRIN1_140051127	0.0571613571613572	0.253783022533023	0.00855560177030547	7.1154421926122	15.6599937393832	1.97075895807217	0.0418871592013557	0.916666666666667	0.777777777777778	0.847222222222222
GRIN1_140051146	0.15375698862541	0.505700965700966	0.00232257369890572	5.05845610430143	12.7849624107616	1.55960254209547	0.0499939378376619	0.9	0.875	0.9375
GRIN1_140051148	0.212063265681687	0.600967365967366	0.00272830185653845	7.63489220549026	23.4634064781524	2.23055460500969	0.112124564779492	0.8	1	0.93125
GRIN1_140051154	0.137816569395517	0.488787878787879	0.00110366331212749	17.4173583525721	58.6470284987254	4.91836228085621	0.131854515871441	0.9	1	0.96875
GRIN1_140051156	0.117524361603309	0.368403263403264	0.000359934183463595	20.1078457692419	59.8900731720257	5.60632365628378	0.118560492785754	0.9	1	0.9625
GRIN1_140051171	0.263475121369858	0.356188811188811	0.288869793875214	1.11219106203899	3.80720277562265	-1.08523122455296	0.35590645492294	0.8	0.714285714285714	0.664285714285714
GRIN1_140051178	0.139647852147852	0.362768897768898	0.0249469997596137	4.47067576828499	10.3978546903485	1.00421242527344	0.0524429621696365	0.6	1	0.825
GRIN1_140051184	0.215454219965498	0.336315351315351	0.334570639608902	1.47900985771861	4.49937136268494	-0.758269281302491	0.248555381689382	0.3	1	0.65
