CHR	arm	gene	dmr.no	dmr.start	dmr.end	dmr.size	dmr.core.start	dmr.core.end	dmr.core.size	X01_AVG	X11_AVG	deltaBeta	dmr.p	dmr.p.rank
1	p	NCRNA00115	1	763089	763154	66	763116	763127	12	0.0218280868250544	0.0133219022410181	-0.00850618458403637	0.000258351516149587	1772
1	p	SAMD11	2	879234	879556	323	879375	879415	41	0.733903902799686	0.80550093468952	0.0715970318898336	0.000286207565353801	1787
1	p	HES4	3	941276	943949	2674	941382	943647	2266	0.687161987170427	0.821131139969511	0.133969152799084	0.0325394536583495	2182
1	p	RP11-465B22.5	4	1078286	1080764	2479	1078295	1080611	2317	0.570094199952872	0.694556915494254	0.124462715541382	9.12646313080209e-05	1491
1	p	MIR200A	5	1102622	1107829	5208	1102833	1106175	3343	0.618576761082191	0.755246178813787	0.136669417731596	6.63798579790628e-20	45
1	p	SCNN1D	6	1226132	1227420	1289	1226776	1227307	532	0.478715918038555	0.588985397137325	0.110269479098771	0.000722279339304115	1934
1	p	ACAP3	7	1238058	1239903	1846	1238436	1239259	824	0.693911605293799	0.787712624559559	0.0938010192657597	1.73058009139035e-05	1142
1	p	SSU72	8	1482814	1483573	760	1483130	1483257	128	0.947071952094153	0.961914690766514	0.0148427386723615	0.000717591056212278	1932
1	p	NADK	9	1688808	1690254	1447	1688883	1689887	1005	0.815159923104506	0.90757882449046	0.0924189013859543	0.00743563099702399	2118
1	p	TMEM52	10	1849016	1849374	359	1849073	1849305	233	0.804132733829466	0.624475243825761	-0.179657490003704	1.54211744120552e-16	87
1	p	TMEM52	11	1853555	1858166	4612	1854473	1858106	3634	0.585577513887599	0.679824670521787	0.0942471566341878	3.3925985794783e-06	889
1	p	PRKCZ	12	2005411	2005642	232	2005489	2005564	76	0.678894082721683	0.776118631875693	0.0972245491540108	3.48390926910339e-05	1260
1	p	PRKCZ	13	2042066	2044823	2758	2043037	2043853	817	0.871765352891965	0.880944297901933	0.00917894500996763	0.0465297543775521	2188
1	p	C1orf86	14	2124973	2125327	355	2125049	2125243	195	0.59679677119505	0.682868344624306	0.0860715734292553	0.00304113442851633	2068
1	p	SKI	15	2159338	2159400	63	2159351	2159373	23	0.0192890577218011	0.0156143699948481	-0.00367468772695304	0.00115638193053451	2007
1	p	SKI	16	2162793	2164173	1381	2162931	2163529	599	0.304152181890114	0.556271638665071	0.252119456774957	2.44467704486271e-15	104
1	p	SKI	17	2182057	2182689	633	2182126	2182612	487	0.643052810754447	0.862998015282797	0.21994520452835	1.34851243015543e-06	776
1	p	PANK4	18	2458211	2458358	148	2458226	2458298	73	0.101579134625805	0.154231592496747	0.052652457870942	0.00139888645075891	2027
1	p	PRDM16	19	3123184	3124011	828	3123338	3123854	517	0.696530712702842	0.52206098824046	-0.174469724462383	5.81167838068169e-11	267
1	p	PRDM16	20	3209471	3210740	1270	3209519	3210424	906	0.596138822884441	0.830650813603106	0.234511990718665	1.92605449875437e-13	153
