cancer	normal	V1	V2	V3	V4	V5	V6	V7
0.493608155319248	0.0549607849238318	chr1	149719536	149719537	cg00017221	cg00017221	Island	I
0.443093574268331	0.0449277673531388	chr12	133195094	133195095	cg00058329	P2RX2	Island	I
0.405458587400696	0.0333492843337262	chr2	228736253	228736254	cg00063174	WDR69	Island	I
0.503370801227228	0.0916913073617081	chr5	38257555	38257556	cg00076538	EGFLAM	N_Shore	I
0.491862251122928	0.189588268494711	chr12	6664536	6664537	cg00082235	IFFO1	Island	II
0.580048703473423	0.104524393881776	chr12	62585204	62585205	cg00089798	FAM19A2	Island	II
0.524181888675536	0.0450150531120298	chr2	45171818	45171819	cg00097146	SIX3	Island	I
0.50238023971723	0.162022875909296	chr1	25255838	25255839	cg00117172	RUNX3	Island	II
0.492588066008611	0.0360560263817376	chr1	12227825	12227826	cg00155063	TNFRSF1B	S_Shore	I
0.48691371927159	0.12390940882407	chr12	54428171	54428172	cg00218447	HOXC4	Island	II
0.56651146472207	0.179987208792765	chr9	100611516	100611517	cg00282510	cg00282510	Island	II
0.433016874758117	0.0799567872757602	chr13	53420425	53420426	cg00287312	PCDH8	Island	II
0.404274756871961	0.0374093892449448	chr5	16180048	16180049	cg00339556	cg00339556	Island	I
0.535400774276118	0.0918943041665836	chr12	106979451	106979452	cg00379648	RFX4	Island	I
0.486473126868643	0.18356059048777	chr8	70983567	70983568	cg00384539	PRDM14	Island	I
0.650033266019986	0.0932123239031029	chr12	106979062	106979063	cg00450784	RFX4	N_Shore	I
0.493662585334428	0.171822963386418	chr7	27260285	27260286	cg00458878	cg00458878	Island	I
0.459066131715719	0.0640367119936397	chr10	102419245	102419246	cg00557947	cg00557947	Island	I
0.412957423797724	0.182163356148741	chr6	25138551	25138552	cg00579036	CMAH	N_Shore	II
0.571376027463707	0.144682376117286	chr12	66122874	66122875	cg00592781	cg00592781	Island	I
0.460614366673962	0.0477439778730103	chr2	105459775	105459776	cg00619126	cg00619126	Island	I
0.402208987774495	0.060676734116699	chr16	68676741	68676742	cg00748373	CDH3	Island	I
0.470298506118515	0.0743356379968488	chr12	85674694	85674695	cg00765312	ALX1	Island	I
0.439011465732474	0.0614141491035257	chr2	105470558	105470559	cg00778995	POU3F3	Island	I
0.408560769723801	0.11028465075162	chr17	41984558	41984559	cg00794378	MPP2	Island	II
0.532452928788395	0.144864296942127	chr12	52401214	52401215	cg00817367	GRASP	Island	I
0.547283665737437	0.14943498287114	chr2	177029921	177029922	cg00893471	HOXD3	Island	II
0.423960525496791	0.0383157762353499	chr2	223162049	223162050	cg00926215	PAX3	N_Shore	I
0.414107782046264	0.0657754576144955	chr2	198651498	198651499	cg00926400	BOLL	Island	I
0.436674094835863	0.0865466377234993	chr13	36044860	36044861	cg00944193	NBEA	Island	I
0.477293427630362	0.0761842257125023	chr1	50513927	50513928	cg00963169	ELAVL4	Island	I
0.479595234816563	0.0827447663439201	chr14	37125914	37125915	cg00970313	PAX9	N_Shore	I
0.546064415703237	0.0979912398315552	chr12	6665288	6665289	cg00983904	IFFO1	Island	I
0.434479440100586	0.0343143622025488	chr12	75601465	75601466	cg00986824	KCNC2	Island	I
0.417374134811518	0.034992981342068	chr16	55363058	55363059	cg01064265	IRX6	Island	I
0.418479677876571	0.0956428292686794	chr19	31848310	31848311	cg01085362	cg01085362	S_Shore	I
0.433294611891915	0.0804369626957459	chr5	170739179	170739180	cg01088410	cg01088410	Island	I
0.414456605660215	0.114696013022421	chr6	391189	391190	cg01108118	IRF4	Island	II
0.493533218383328	0.165459250638104	chr5	139284498	139284499	cg01167755	NRG2	S_Shore	I
0.41496978304387	0.179361934891499	chr4	141488964	141488965	cg01283834	UCP1	N_Shore	I
0.55303235708616	0.0719936577057395	chr22	42679577	42679578	cg01324372	cg01324372	Island	I
0.474108073399878	0.172765759396256	chr5	42952307	42952308	cg01366595	cg01366595	Island	II
0.504323899561503	0.0828493068546569	chr3	138666144	138666145	cg01379240	C3orf72	Island	I
0.402577008319775	0.147750978893425	chr4	134070437	134070438	cg01408654	PCDH10	Island	II
0.491144911706846	0.0287440120495165	chr2	162283705	162283706	cg01419831	cg01419831	Island	I
0.451075062678845	0.049077358285418	chr1	119543336	119543337	cg01439876	cg01439876	Island	I
0.435099410084146	0.0311003785866737	chr7	6703803	6703804	cg01447112	cg01447112	Island	I
0.551415610866819	0.103760870446202	chr3	128202493	128202494	cg01518889	GATA2	N_Shelf	I
0.630525396214282	0.140252637452236	chr6	30095728	30095729	cg01528052	cg01528052	S_Shore	I
0.479532665227004	0.106280982191967	chr10	22625874	22625875	cg01553209	cg01553209	Island	II
0.466307492112137	0.116712763681895	chr3	157823089	157823090	cg01557547	SHOX2	Island	I
0.440311046415041	0.0815579705519831	chr6	26271816	26271817	cg01563704	HIST1H3G	N_Shore	II
0.421482523162023	0.0282953591751658	chr4	42399851	42399852	cg01565320	SHISA3	Island	I
0.528554769050018	0.0984110656277934	chr8	104512858	104512859	cg01566592	RIMS2	Island	I
0.469226234025347	0.0737981757911947	chr19	17008740	17008741	cg01573747	CPAMD8	Island	I
0.447232454479599	0.0916982786363701	chr8	41755140	41755141	cg01616178	ANK1	Island	I
0.535242719662118	0.0317747968623817	chr11	20618250	20618251	cg01642521	cg01642521	Island	I
0.554400836697485	0.0927718471577417	chr7	35296968	35296969	cg01688536	cg01688536	Island	I
0.564235191370635	0.175986833539507	chr2	66810570	66810571	cg01721569	cg01721569	S_Shore	I
0.57190637889301	0.162958324816399	chr20	44875431	44875432	cg01763575	CDH22	Island	II
0.402146507124649	0.0886118985753115	chr5	72528111	72528112	cg01768201	cg01768201	N_Shore	II
