cancer	normal	V1	V2	V3	V4	V5	V6	V7
0.453626564914774	0.176542318734978	chr1	34629175	34629176	cg00004257	CSMD2	Island	II
0.406239450279915	0.137216758447059	chr19	19372392	19372393	cg00022911	HAPLN4	Island	II
0.432663670525061	0.136642652466609	chr6	30139542	30139543	cg00030508	TRIM15	N_Shore	II
0.421239493637305	0.0467425558795661	chr17	17627194	17627195	cg00073010	RAI1	Island	II
0.463445507418971	0.177871172427283	chr6	118228060	118228061	cg00095976	SLC35F1	Island	II
0.463824648955466	0.120401932847418	chr16	31228059	31228060	cg00133595	TRIM72	Island	I
0.470296455457012	0.112379585495205	chr6	159590231	159590232	cg00157796	FNDC1	Island	I
0.512275160707076	0.109724434030642	chr7	37487633	37487634	cg00159100	ELMO1	Island	II
0.44069955249459	0.080573224936798	chr5	2038899	2038900	cg00213479	cg00213479	Island	I
0.46237019068553	0.15084683627633	chr7	19157296	19157297	cg00240432	TWIST1	Island	II
0.43009950829419	0.0826867377223514	chr16	56228498	56228499	cg00246932	DKFZP434H168	S_Shelf	I
0.522145245821432	0.125260404530285	chr13	37005566	37005567	cg00282249	CCNA1	N_Shore	I
0.500688889478713	0.181455552839378	chr5	16180048	16180049	cg00339556	cg00339556	Island	I
0.404096411090894	0.0817494995247655	chr6	37673597	37673598	cg00369811	cg00369811	Island	I
0.435234198982861	0.193092161738596	chr12	106979451	106979452	cg00379648	RFX4	Island	I
0.498513443270157	0.118978178472614	chr1	53309162	53309163	cg00397635	ZYG11A	Island	I
0.447114126340415	0.181677594335803	chr7	96650323	96650324	cg00400832	DLX5	Island	I
0.406900950110683	0.190379900182652	chr12	15039025	15039026	cg00431549	MGP	NA	II
0.439520464912868	0.177653871220251	chr7	152622455	152622456	cg00469207	cg00469207	Island	I
0.433508445592671	0.17662733064138	chr19	58951756	58951757	cg00547077	ZNF132	Island	I
0.534559616165673	0.16433494067814	chr7	37488253	37488254	cg00549566	ELMO1	Island	II
0.407360059723723	0.175362148598917	chr5	82767908	82767909	cg00567749	VCAN	N_Shore	II
0.426809977034168	0.0599489664315864	chr1	154298344	154298345	cg00581482	ATP8B2	Island	I
0.527723382247713	0.159490882533193	chr14	35871954	35871955	cg00689225	NFKBIA	N_Shore	II
0.463139046535144	0.129621700706649	chr10	26505127	26505128	cg00733780	GAD2	Island	I
0.457758134847661	0.180266248830047	chr19	52839924	52839925	cg00745399	ZNF610	Island	I
0.435947616267583	0.14241554729204	chr2	105470558	105470559	cg00778995	POU3F3	Island	I
0.418235364369694	0.0933521471087587	chr10	43600706	43600707	cg00803088	RET	Island	I
0.524107990472674	0.155920067725747	chr12	52401214	52401215	cg00817367	GRASP	Island	I
0.52555378796123	0.0274494799422642	chr3	119528956	119528957	cg00836482	NR1I2	Island	I
0.421047284619687	0.0275452796859707	chr6	73331405	73331406	cg00852573	KCNQ5	Island	I
0.484468144602139	0.138655624323452	chr7	87230344	87230345	cg00862116	ABCB1	S_Shore	II
0.446770751106459	0.123562070401151	chr13	43149171	43149172	cg00880018	TNFSF11	Island	II
0.421323968861811	0.150130463027451	chr8	67874250	67874251	cg00909646	cg00909646	Island	II
0.464487307758217	0.186005728690841	chr13	36919960	36919961	cg00947032	SPG20	Island	II
0.444925713967698	0.131742045504841	chr3	112051894	112051895	cg01031032	CD200	Island	II
0.468615554803705	0.146662301699986	chr6	127440510	127440511	cg01043019	RSPO3	Island	I
0.432187464959322	0.174793518552134	chr20	61809830	61809831	cg01052879	MIR124-3	Island	I
0.431788876269057	0.0935498225285314	chr6	391189	391190	cg01108118	IRF4	Island	II
0.424135109468389	0.194290488054948	chr2	177028621	177028622	cg01128482	HOXD3	N_Shore	I
0.420400226542629	0.13480118836421	chr3	44626538	44626539	cg01139508	ZNF660	Island	I
0.445490299434908	0.149244165763119	chr15	96871576	96871577	cg01213447	NR2F2	N_Shore	II
0.413047727892004	0.186778361895479	chr11	126226007	126226008	cg01234063	ST3GAL4	Island	II
