CHR	Dmr.Start	Dmr.End	Delta.beta	meth.Pvalue	Meth.Status	Gene.Symbol	Expression.FC	Expression.Pvalue	Expression.Status
1	1397271	1398992	-0.140597216721236	2.72129372676771e-61	Hypermethylation	ATAD3C	0.46	4.21153835299047e-10	lowexpression
1	1688239	1690254	0.106761862688083	7.23486083577003e-24	Hypomethylation	NADK	1.26	8.59630226083152e-16	Overexpression
1	2013432	2014944	0.298227232569667	1.99948884093154e-221	Hypomethylation	PRKCZ	1.39	2.99655978794041e-10	Overexpression
1	2016473	2017326	0.169664273128199	9.82484692363896e-48	Hypomethylation	PRKCZ	1.39	2.99655978794041e-10	Overexpression
1	2345273	2345470	0.164847726524031	3.52457656944958e-80	Hypomethylation	PEX10	2.36	2.83341432825218e-15	Overexpression
1	9128843	9130131	-0.328572795713388	3.11661786436734e-99	Hypermethylation	SLC2A5	0.28	1.64826737522131e-07	lowexpression
1	27850519	27853827	-0.154878439314118	1.52073113364114e-36	Hypermethylation	AHDC1	0.63	1.03053164672653e-09	lowexpression
1	27897383	27900399	-0.146991579580107	3.14662822689958e-52	Hypermethylation	AHDC1	0.63	1.03053164672653e-09	lowexpression
1	32041891	32042362	-0.193574863236783	1.50111915093593e-79	Hypermethylation	TINAGL1	0.43	1.55924490512382e-09	lowexpression
1	35220613	35221040	-0.198792127355017	4.14331461244591e-60	Hypermethylation	GJB5	0.26	3.24448590677284e-07	lowexpression
1	38412318	38412912	-0.153175723447198	3.23714521515933e-50	Hypermethylation	INPP5B	0.71	8.70153923763791e-10	lowexpression
1	41119892	41119988	-0.291798994406923	1.00290203213393e-69	Hypermethylation	RIMS3	0.41	5.54056822683026e-09	lowexpression
1	55008098	55008323	-0.141676350695639	4.147499531615e-44	Hypermethylation	ACOT11	0.42	6.11671269372455e-10	lowexpression
1	58715451	58715601	-0.283048357378895	8.85665055115198e-62	Hypermethylation	DAB1	0.33	8.57495479000117e-07	lowexpression
1	64937310	64937592	-0.309967293856344	1.7463803217989e-74	Hypermethylation	CACHD1	0.4	7.54664651339802e-13	lowexpression
1	68147242	68150550	-0.110718948121246	6.61849163169312e-40	Hypermethylation	GADD45A	0.52	1.7932992027691e-06	lowexpression
1	68517145	68517265	-0.194311343571687	2.12678738343777e-54	Hypermethylation	DIRAS3	0.59	7.73292030563871e-08	lowexpression
1	110254780	110255412	-0.131029224942511	2.22573589188986e-61	Hypermethylation	GSTM5	0.37	6.19267572775308e-09	lowexpression
1	149173737	149176011	0.16648181459716	1.04243433763616e-18	Hypomethylation	LOC388692	1.62	6.4455719486505e-19	Overexpression
1	149889129	149889565	-0.167720360953461	3.00344425518652e-43	Hypermethylation	SV2A	0.5	8.93047702640124e-08	lowexpression
1	153577798	153581994	-0.131353357352021	3.85151164783961e-57	Hypermethylation	S100A16	0.45	1.138255526511e-08	lowexpression
1	154912090	154915398	-0.136872289107232	3.91907229085089e-45	Hypermethylation	PBXIP1	0.76	1.40671112072765e-09	lowexpression
1	155232991	155233111	0.10021315300422	2.8936128135597e-20	Hypomethylation	SCAMP3	1.26	2.63018646460968e-09	Overexpression
1	156305012	156306369	0.226628425246898	2.07440171155631e-69	Hypomethylation	CCT3	1.44	2.75499220324682e-18	Overexpression
1	169396849	169396969	-0.357513189099181	2.49649734773823e-87	Hypermethylation	C1orf114	0.33	4.47390961128154e-09	lowexpression
1	180882514	180882822	-0.253839688761157	1.17600615107552e-81	Hypermethylation	KIAA1614	0.38	2.03323480674796e-08	lowexpression
1	180911261	180911893	-0.126694350177581	2.60779288142295e-23	Hypermethylation	KIAA1614	0.38	2.03323480674796e-08	lowexpression
1	203594816	203598642	-0.14521384145113	1.95932096365844e-50	Hypermethylation	ATP2B4	0.36	5.67159005592625e-09	lowexpression
1	204328803	204329205	-0.268554821438102	2.60124699575881e-197	Hypermethylation	PLEKHA6	0.63	1.21681676628784e-06	lowexpression
1	206728893	206729240	-0.252566969058622	1.59447951934542e-90	Hypermethylation	RASSF5	0.45	2.89616474615771e-08	lowexpression
1	209603748	209607750	-0.197938503013602	4.38142474282743e-53	Hypermethylation	LOC642587	0.47	8.74424386173888e-07	lowexpression
1	209825567	209825828	-0.228182085830328	5.53445845102871e-86	Hypermethylation	LAMB3	0.32	6.50838647633045e-10	lowexpression
1	213553482	213555381	0.139237982398111	2.97202799018845e-19	Hypomethylation	RPS6KC1	1.58	5.63225951420124e-12	Overexpression
1	225670548	225672788	-0.111459441157756	1.97554386394159e-29	Hypermethylation	ENAH	0.64	3.39284657394263e-11	lowexpression
1	228225528	228225737	-0.121716572464948	1.46955500766135e-16	Hypermethylation	WNT3A	0.44	6.55757793627617e-07	lowexpression
1	228644857	228645023	0.101024985052427	6.18865118827031e-35	Hypomethylation	HIST3H2BB	3.9	2.72378536740803e-36	Overexpression
1	246938332	246940383	0.293462145699457	9.58074741032413e-153	Hypomethylation	LOC149134	3.27	1.52881506894541e-17	Overexpression
2	1690276	1691500	0.262501171110153	4.48631553350682e-186	Hypomethylation	PXDN	1.57	2.23326173488664e-08	Overexpression
2	3825737	3829450	0.143293467428139	2.55056399309045e-27	Hypomethylation	ALLC	2.91	3.32286883235888e-07	Overexpression
2	8627049	8629080	-0.141744903435691	1.28123111973202e-59	Hypermethylation	ID2	0.56	1.27553671795652e-08	lowexpression
2	10183088	10183142	-0.105339609989714	3.53389376943541e-10	Hypermethylation	KLF11	0.66	1.88631480116169e-08	lowexpression
2	11827813	11829642	-0.126258013015779	2.44635766286207e-15	Hypermethylation	LPIN1	0.54	1.57764814197613e-09	lowexpression
2	23745552	23748300	-0.160827702480269	1.18848542127578e-43	Hypermethylation	KLHL29	0.62	7.30191678583873e-11	lowexpression
2	23839952	23841079	-0.160364774662658	3.68362185088801e-57	Hypermethylation	KLHL29	0.62	7.30191678583873e-11	lowexpression
2	23885784	23886673	-0.149027353871055	9.11754895450901e-30	Hypermethylation	KLHL29	0.62	7.30191678583873e-11	lowexpression
2	25149093	25150861	-0.128859787680059	3.11484570577906e-33	Hypermethylation	DNAJC27	0.71	1.36991168547513e-11	lowexpression
2	26946482	26947878	-0.111616530997754	1.91501863942461e-58	Hypermethylation	KCNK3	0.46	7.60441874650968e-07	lowexpression
2	27806285	27806567	-0.160214617694868	1.94765892481162e-22	Hypermethylation	ZNF512	0.82	5.05717639656251e-10	lowexpression
2	29337886	29338127	-0.387306539196983	3.5765336669426e-240	Hypermethylation	CLIP4	0.44	8.02179714625494e-10	lowexpression
2	44103056	44107058	0.11262176651238	1.51148845610173e-45	Hypomethylation	ABCG8	11.19	4.35808383390547e-14	Overexpression
2	54086980	54087193	-0.249557661858192	7.72099635061034e-188	Hypermethylation	GPR75	0.45	1.77518861442416e-10	lowexpression
2	64863126	64863967	-0.111300076411878	8.9542709915527e-47	Hypermethylation	SERTAD2	0.78	3.96458322230604e-07	lowexpression
2	66663891	66668328	-0.211100892813946	5.13000712921305e-188	Hypermethylation	MEIS1	0.43	1.29325361855525e-09	lowexpression
2	68545819	68546179	-0.228678502200294	8.02689308881426e-64	Hypermethylation	CNRIP1	0.52	4.26854115857926e-07	lowexpression
2	85635742	85639047	-0.136101913231416	3.74682065075678e-46	Hypermethylation	CAPG	0.43	1.1642376943154e-10	lowexpression
2	85640654	85641105	-0.341696065999485	1.67848528435643e-96	Hypermethylation	CAPG	0.43	1.1642376943154e-10	lowexpression
2	96990740	96990860	-0.259930849073386	1.46466656905369e-78	Hypermethylation	ITPRIPL1	0.37	4.0274040901534e-15	lowexpression
2	123417838	123419977	-0.390244618435246	8.24518846012056e-184	Hypermethylation	TSN	0.86	1.93164663674825e-07	lowexpression
2	134326168	134326378	0.151198788454228	3.86101114403161e-61	Hypomethylation	NCKAP5	1.86	6.09964453422581e-13	Overexpression
2	152830189	152830981	-0.104090349815021	6.26225449401909e-26	Hypermethylation	CACNB4	0.63	3.60985471591246e-09	lowexpression
2	175499164	175499578	-0.178548917260795	2.11378109599654e-30	Hypermethylation	WIPF1	0.63	7.63275655300049e-07	lowexpression
2	176943513	176943909	-0.167982043526186	1.20689266932671e-35	Hypermethylation	EVX2	0.19	4.27891349592342e-07	lowexpression
2	176948482	176948710	-0.227985090733822	8.10584836475874e-46	Hypermethylation	EVX2	0.19	4.27891349592342e-07	lowexpression
2	176961447	176961909	-0.10922036183272	1.00502193197882e-17	Hypermethylation	HOXD12	0.27	2.36159132201893e-07	lowexpression
2	176964497	176964515	-0.106124939779556	3.61523702183351e-30	Hypermethylation	HOXD12	0.27	2.36159132201893e-07	lowexpression
2	176968658	176969318	-0.281960579152508	1.01549137611643e-131	Hypermethylation	HOXD11	0.4	5.72846272228198e-08	lowexpression
2	176971244	176971415	-0.111487909425565	3.83409330376328e-19	Hypermethylation	HOXD11	0.4	5.72846272228198e-08	lowexpression
2	176973822	176974180	-0.105749326565216	5.213824186551e-13	Hypermethylation	HOXD11	0.4	5.72846272228198e-08	lowexpression
2	185462337	185462457	-0.1545990304415	1.05310294986563e-19	Hypermethylation	ZNF804A	0.33	6.33444339695876e-08	lowexpression
2	190444933	190445215	-0.135300298668697	3.51468373592268e-14	Hypermethylation	SLC40A1	0.53	1.46970712309702e-09	lowexpression
2	191045584	191045716	-0.356632949835609	8.03136883502172e-139	Hypermethylation	C2orf88	0.19	3.10538083657856e-11	lowexpression
2	201450446	201450773	-0.363717425586765	3.83060987597529e-293	Hypermethylation	AOX1	0.19	1.17560738787658e-08	lowexpression
2	202813342	202815407	-0.156439186827169	2.86244373593022e-57	Hypermethylation	FZD7	0.5	2.55848831998385e-08	lowexpression
2	206628237	206629008	-0.110958765008692	3.15098979636e-12	Hypermethylation	NRP2	0.44	1.21927885320198e-06	lowexpression
2	218770007	218770471	-0.237184214772148	4.68421988475412e-81	Hypermethylation	TNS1	0.36	3.69754494138521e-09	lowexpression
2	227665643	227669022	-0.152535859070106	5.35101178547343e-16	Hypermethylation	RHBDD1	0.76	8.30669890455931e-12	lowexpression
2	231191692	231192117	-0.196648552986281	2.81578197463988e-39	Hypermethylation	SP140L	0.61	1.47230622479802e-09	lowexpression
2	236415498	236416130	0.116806026118448	4.0483888342294e-12	Hypomethylation	AGAP1	1.37	2.94986340371292e-10	Overexpression
2	242557063	242557828	0.18231090487298	7.56377032785594e-56	Hypomethylation	THAP4	1.21	8.96703503368927e-09	Overexpression
3	25469287	25470192	-0.369906262894977	0	Hypermethylation	RARB	0.5	3.08428904947886e-14	lowexpression
3	38035460	38036201	-0.236923050420225	8.92071568110449e-84	Hypermethylation	VILL	0.53	1.59109991674109e-07	lowexpression
3	40350708	40350880	-0.205915202480352	1.48277654951653e-41	Hypermethylation	EIF1B	0.78	3.6645940905202e-11	lowexpression
3	44626444	44626540	-0.301844565866423	9.84391856149704e-46	Hypermethylation	ZNF660	0.42	9.00709258600892e-12	lowexpression
3	49377916	49378036	-0.14550993042771	1.82403802673506e-17	Hypermethylation	USP4	0.88	5.60249973913126e-10	lowexpression
3	49459539	49460373	-0.222924392851675	3.69971999486894e-167	Hypermethylation	AMT	0.53	8.24070856484097e-12	lowexpression
3	50126007	50126127	0.123505131687745	5.11699538155156e-36	Hypomethylation	RBM5	1.29	8.1003170865588e-09	Overexpression
3	50275553	50275835	-0.16922408822267	4.28980454125002e-23	Hypermethylation	GNAI2	0.65	1.02637539104889e-16	lowexpression
3	52722900	52724688	0.172263280639932	1.67972917205014e-62	Hypomethylation	GNL3	1.79	4.97917125889547e-27	Overexpression
3	69914873	69915722	-0.185781372046662	5.35710947681051e-48	Hypermethylation	MITF	0.6	1.14188827492657e-08	lowexpression
3	79816724	79817338	-0.160407991154525	2.67170022084002e-42	Hypermethylation	ROBO1	0.45	4.93790940748296e-08	lowexpression
3	135684047	135684223	-0.234176097922531	3.12189173977064e-29	Hypermethylation	PPP2R3A	0.65	1.24405616398428e-08	lowexpression
