	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol
ENSG00000101445.8	0.895479927834784	0.867740920753071	0.924105665616269	6.14645506752874e-12	0.890330049769597	0.849477953623474	0.933146756948194	1.25200133260971e-06	PPP1R16B
ENSG00000092607.12	1.05338664947389	1.03004502344658	1.07725721500695	5.38425777222725e-06	1.06078316429433	1.03075906473113	1.09168181018501	5.62479378686717e-05	TBX15
ENSG00000131849.10	0.901856247874746	0.860597164984621	0.945093389710678	1.53557384114562e-05	0.875062801280545	0.804967617171116	0.9512617524615	0.00173095951261791	ZNF132
ENSG00000125910.5	0.912752820682447	0.88668263842468	0.93958951665493	6.63604904370663e-10	0.925242968459734	0.880853819225316	0.971869034338833	0.00195167803072663	S1PR4
ENSG00000172901.18	1.03676907236614	1.01760929764074	1.05628959160163	0.000148154766729397	1.03817065932849	1.01373751017041	1.06319269739696	0.0020506005678007	LVRN
ENSG00000187824.7	0.898043657497984	0.865687468377047	0.931609201048403	9.25653186526667e-09	0.886210353085103	0.817820463434711	0.960319318272869	0.00319744934538122	TMEM220
ENSG00000151702.15	0.930528729741655	0.892279935730313	0.97041711037233	0.000773226351923991	0.920406705887518	0.869636740934819	0.97414065478888	0.00417045695765879	FLI1
ENSG00000196126.9	0.945499941554295	0.91873513046518	0.973044471507837	0.000130759511037363	0.944551690682899	0.907647644412162	0.982956218599281	0.00502580791205117	HLA-DRB1
ENSG00000119681.10	1.0605315522394	1.02636945019659	1.09583071970808	0.000434835726213699	1.0644304844857	1.01534448715972	1.1158895041346	0.00953810997751096	LTBP2
ENSG00000235568.5	0.949758766045933	0.918324954930374	0.982268541041101	0.0026838718673694	0.947846728692456	0.906180053564395	0.991429261281072	0.0195305545246375	NFAM1
ENSG00000125246.14	0.925446512830429	0.88393430966596	0.968908253412695	0.000936731905817101	0.900755958368167	0.821598486352625	0.987539911542052	0.0259384883700845	CLYBL
ENSG00000131016.15	1.06069105802861	1.03210440879918	1.0900694842403	2.36932106129882e-05	1.05140252848991	1.00582450389411	1.09904587990764	0.0266361531721508	AKAP12
ENSG00000099985.3	1.04283550365644	1.01694592962265	1.06938417865531	0.00107525030953685	1.04161393282714	1.00448353871407	1.08011683939448	0.0276992926571274	OSM
ENSG00000174697.4	1.01117902728803	1.0006519948476	1.0218168059345	0.0373395363679521	1.01117902728803	1.0006519948476	1.0218168059345	0.0373395363679521	LEP
ENSG00000124205.14	0.988502715589983	0.97974532381594	0.997338384757976	0.0108662098549995	0.985752825941037	0.97235830614775	0.999331859158396	0.039810180938553	EDN3
ENSG00000133116.7	0.943866463508282	0.92172761956014	0.966537057184824	1.83741532451753e-06	0.945054147616924	0.894455501419077	0.998515119545894	0.0441259895624453	KL
ENSG00000134917.9	0.969741031511629	0.950940891459417	0.988912851096352	0.00209691181776378	0.96127419807218	0.921769804475909	1.00247163596848	0.06508598789506	ADAMTS8
ENSG00000137265.13	0.962839230423616	0.941663001593928	0.984491672789026	0.000845505717848015	0.967573283097705	0.932935579221786	1.00349700345377	0.0763481892965841	IRF4
ENSG00000166265.10	0.926313646179224	0.889574269643891	0.964570357280389	0.000209760593870027	0.927718347760562	0.850403550242573	1.0120622527106	0.0910469235866826	CYYR1
ENSG00000004776.10	1.03358569574991	1.01268360376904	1.05491921315087	0.00152906253616397	1.02979660916051	0.994415250779225	1.06643683854153	0.0997629719855077	HSPB6
ENSG00000133937.4	1.01259937010184	0.99993203567144	1.02542717680021	0.0512498180086118	1.01315910093789	0.997412697045214	1.02915409725002	0.101880259756803	GSC
ENSG00000128709.11	1.03249369930205	1.00586588504646	1.05982641915447	0.0164534669308683	1.02754831912383	0.994493492067205	1.06170181761516	0.103317642086717	HOXD9
ENSG00000169515.5	1.03450589920125	1.01149457312338	1.05804072895569	0.0031189461916376	1.03026229270487	0.993203186162171	1.06870417509532	0.110694547245861	CCDC8
ENSG00000177098.7	0.964642985641948	0.938525978823845	0.991486768341088	0.0101558769776649	0.960946407207258	0.912020954736247	1.01249647031585	0.135133596437046	SCN4B
ENSG00000139874.5	0.987667402114861	0.97401281902443	1.00151340736702	0.0806273117731479	0.983513907245426	0.961821346385674	1.00569571405342	0.144056068844086	SSTR1
ENSG00000119147.8	0.991833694024003	0.979568336208699	1.00425262867185	0.196511743538984	0.982078757804861	0.956772955424268	1.00805387638058	0.17455579101895	C2orf40
ENSG00000187800.12	1.04198372535906	1.00258597993201	1.08292964957157	0.0365018499204212	1.04824258496869	0.97766428530903	1.12391598369016	0.185237723480527	PEAR1
ENSG00000129467.12	0.945776197202171	0.906019395008882	0.987277557325835	0.0109489317815862	0.949023427832415	0.877405577213359	1.02648705452185	0.191229157362465	ADCY4
ENSG00000204084.11	0.933863004993947	0.866602495073815	1.00634387398347	0.0727892337317936	0.923381618427095	0.814078441395369	1.04736051207496	0.21494167518924	INPP5B
ENSG00000162367.10	0.96136012049457	0.927361888908831	0.996604769217763	0.0319448663430672	0.960068602609654	0.899556586119538	1.02465118474978	0.219889174786886	TAL1
ENSG00000176435.6	0.938422307841481	0.899838338593735	0.978660710579177	0.00300800461280299	0.954219547991154	0.877349150651009	1.03782507237034	0.274147383231869	CLEC14A
ENSG00000182255.6	1.00643252050279	0.995794860089596	1.01718381859741	0.236933688724155	1.00905216956296	0.992657689224715	1.02571741694254	0.28093683522748	KCNA4
ENSG00000166148.3	1.00898690232578	0.986244191535663	1.03225405817578	0.441798985668942	1.01447509506981	0.981504758728349	1.0485529584699	0.393921423734382	AVPR1A
ENSG00000144711.12	0.954883241067801	0.891890591916587	1.02232494919895	0.184886131150185	0.951627809881545	0.842796108089184	1.07451313532183	0.423623186198081	IQSEC1
ENSG00000172817.3	0.98013867133907	0.956457271683619	1.00440641050622	0.107916847300161	0.981230591187031	0.936580482335948	1.02800932887249	0.425213179602745	CYP7B1
ENSG00000102837.6	1.00503582148383	0.995898395925585	1.01425708345166	0.281051065544316	1.0052217769125	0.991806761006784	1.01881824212752	0.447382268286346	OLFM4
ENSG00000161835.9	0.982121780014116	0.941818545778308	1.02414971026185	0.398778514381612	0.974518909009791	0.911014268344954	1.04245030732937	0.452805201729788	GRASP
ENSG00000123360.10	1.02861879579875	0.993882426454287	1.0645692074918	0.107427316678697	1.02158416259538	0.964368383735719	1.0821945419062	0.46773197898539	PDE1B
ENSG00000066336.10	0.981117426209603	0.948149697788908	1.01523146213823	0.27433510822913	0.982429124911411	0.933037172738254	1.0344357263298	0.500590166293378	SPI1
ENSG00000189134.3	0.996205089810487	0.979430816065168	1.01326664904353	0.660783698651013	0.991902100583688	0.964843194668377	1.01971987010853	0.564499733065559	NKAPL
ENSG00000141404.14	0.990093031160583	0.958094495867112	1.02316025671931	0.552517370564088	0.982601412273872	0.922389293430916	1.04674408330491	0.586438723928971	GNAL
ENSG00000116833.12	0.987277361759222	0.954251506578589	1.02144621446503	0.460757867994043	0.986838277443465	0.933458903441873	1.04327012387667	0.640522305266911	NR5A2
ENSG00000144724.17	1.00221683990507	0.95607451252169	1.05058610080511	0.92663387274014	0.975855046266185	0.880702999281367	1.08128741709774	0.640550783495163	PTPRG
ENSG00000168060.13	0.991994155433585	0.957689003268784	1.02752814437215	0.654412656281586	0.989500430138176	0.935640446132361	1.04646085501217	0.711661158654802	NAALADL1
ENSG00000118526.6	1.00544903641328	0.990538446874102	1.02058407527202	0.475924354735744	0.995765908538748	0.970017118458258	1.02219819190816	0.750914394390017	TCF21
ENSG00000142611.15	0.994432782168408	0.97352406000271	1.0157905683897	0.606608920209526	1.00422248172059	0.965452110801577	1.0445497829569	0.833860144545306	PRDM16
ENSG00000161940.9	1.00012633152782	0.958414112605512	1.04365395486096	0.995362930512793	0.99658737244324	0.925134121149864	1.07355935556552	0.928241951014652	BCL6B
ENSG00000198483.11	0.99336797405906	0.968222918683165	1.0191660544746	0.610979974595027	1.00192898931318	0.958232637385772	1.04761793792043	0.93249668393259	ANKRD35
ENSG00000162595.4	0.998356345426698	0.975946641713379	1.02128062114534	0.887065413073317	0.998200268685055	0.956192348649394	1.04205370165356	0.934554045425996	DIRAS3
ENSG00000164330.15	1.00450074143243	0.968732617093732	1.04158951782324	0.808198147293372	0.998457343987879	0.940588320302129	1.05988671796723	0.959580636758169	EBF1
ENSG00000106538.8	0.998423231406248	0.971623916642308	1.0259617244258	0.909497537474245	0.999258285659149	0.950852610119085	1.05012818057407	0.976634898924566	RARRES2
