CHR	Dmr.Start	Dmr.End	Delta.beta	meth.Pvalue	Meth.Status	Gene.Symbol	Expression.FC	Expression.Pvalue	Expression.Status
1	1851356	1858166	0.149139042680357	7.80464896654484e-66	Hypomethylation	TMEM52	4.81	6.47104773383934e-08	Overexpression
1	1860021	1863576	0.141923158931417	1.03607131679062e-11	Hypomethylation	TMEM52	4.81	6.47104773383934e-08	Overexpression
1	1869508	1873687	0.225491244619673	6.22955382586388e-35	Hypomethylation	KIAA1751	23.96	2.79893251394773e-07	Overexpression
1	1894969	1895251	0.271674245649363	9.11084315453073e-21	Hypomethylation	KIAA1751	23.96	2.79893251394773e-07	Overexpression
1	1905977	1907265	0.187182444028451	5.68965670619813e-10	Hypomethylation	KIAA1751	23.96	2.79893251394773e-07	Overexpression
1	34090633	34090789	0.174413571717867	1.28326750581076e-17	Hypomethylation	CSMD2	4.05	3.18648638828789e-08	Overexpression
1	34174853	34175633	0.23388940239097	5.45224182715498e-20	Hypomethylation	CSMD2	4.05	3.18648638828789e-08	Overexpression
1	113289311	113292745	0.134354241350841	7.57350565307002e-11	Hypomethylation	FAM19A3	7.71	2.26146394045044e-06	Overexpression
1	228644857	228645023	0.112311618438412	5.82962002306569e-26	Hypomethylation	HIST3H2BB	4.86	2.28094188032909e-10	Overexpression
1	245727051	245727974	0.184894895234359	8.11267335300651e-13	Hypomethylation	KIF26B	6.87	5.72657520475436e-16	Overexpression
2	75718344	75722346	0.277337139573126	8.87848569437648e-13	Hypomethylation	FAM176A	16.05	4.86787535628499e-11	Overexpression
2	75783378	75786126	0.271917734463194	5.46591252249985e-15	Hypomethylation	FAM176A	16.05	4.86787535628499e-11	Overexpression
2	105857895	105858034	0.160574553441033	9.58217814075749e-11	Hypomethylation	GPR45	4.61	2.21610025704701e-06	Overexpression
2	130938077	130938478	0.105927324741864	2.12526106696723e-13	Hypomethylation	SMPD4	1.64	8.1135395077829e-14	Overexpression
2	242138400	242138799	0.156492912433382	2.50309330673323e-15	Hypomethylation	ANO7	2.59	1.02188104715633e-08	Overexpression
3	194076146	194080269	0.255246284278091	9.33916515952065e-21	Hypomethylation	LRRC15	17.92	4.09465983035611e-08	Overexpression
3	196750204	196751830	0.143634143660535	1.08155865093384e-09	Hypomethylation	MFI2	13.45	2.33716731521329e-06	Overexpression
5	77860	82554	0.267760454823757	1.63827158278249e-31	Hypomethylation	PLEKHG4B	14.9	1.52145988624217e-06	Overexpression
5	93176	97264	0.257127855949235	5.52066484354975e-15	Hypomethylation	PLEKHG4B	14.9	1.52145988624217e-06	Overexpression
5	139807	140619	0.186285195540583	2.74074581408138e-23	Hypomethylation	PLEKHG4B	14.9	1.52145988624217e-06	Overexpression
5	142535	143479	0.253553492900562	2.63688993585632e-13	Hypomethylation	PLEKHG4B	14.9	1.52145988624217e-06	Overexpression
