	intercept	f	pval	qval
cg02619544	-0.00829454060677659	44.2130362998685	3.06426926034487e-08	0.0168411056561115
cg12574296	-2.13666949319303	42.0786974843166	5.37776632156038e-08	0.0168411056561115
cg05859845	-0.858152939504126	40.8217626451462	7.5398580055706e-08	0.0168411056561115
cg12891692	4.27197086671513	37.7571949629993	1.75675130932959e-07	0.0244805313503786
cg06338697	2.65778716500929	37.1029916111248	2.11326813695997e-07	0.0244805313503786
cg04662551	-3.78636550136586	36.1505453905199	2.77317451739581e-07	0.0244805313503786
cg03985415	0.648250530053832	36.0675999992571	2.84003397024695e-07	0.0244805313503786
cg14227821	3.74687851261692	35.9678378979188	2.922685862426e-07	0.0244805313503786
cg07115559	-1.02002220512856	34.0408011026067	5.12422309701201e-07	0.0313476469423728
cg18870191	-2.18284946372046	34.0091190336258	5.17235988093725e-07	0.0313476469423728
cg09019636	0.554512222016167	33.8748420952297	5.38168147573659e-07	0.0313476469423728
cg22587211	-0.872654657703289	33.5586265155635	5.91035458962068e-07	0.0313476469423728
cg19507893	2.03518356436425	33.4624919854059	6.08162462834937e-07	0.0313476469423728
cg09508362	3.87352127922024	33.0076345150249	6.96522564982337e-07	0.0314841225721903
cg06440169	0.889890926642517	32.7478615698292	7.52911770458657e-07	0.0314841225721903
cg16273303	2.66173215688303	32.1487175236703	9.01935268389471e-07	0.0314841225721903
cg09805323	-2.10759172291927	32.1274012514364	9.07773612625143e-07	0.0314841225721903
cg16038030	0.659693685397617	32.1007487856267	9.15129102615807e-07	0.0314841225721903
cg05123047	-0.0978284948994508	32.0152934568457	9.39135749030205e-07	0.0314841225721903
cg18368502	3.29726718817367	31.6161060440608	1.06031797083832e-06	0.0314841225721903
cg16396561	1.0591163079323	31.5315437557971	1.08802426986809e-06	0.0314841225721903
cg17043922	-1.21866229219667	31.4367808545559	1.11997379501688e-06	0.0314841225721903
cg10256234	-0.674831432478228	31.3283187570979	1.15774877400529e-06	0.0314841225721903
cg17230195	-1.54897889446518	31.2375048823196	1.19040093033745e-06	0.0314841225721903
cg17908865	0.125492773339605	30.9516129621659	1.29962540937179e-06	0.0314841225721903
cg03898463	0.722236647671846	30.9488318978139	1.30073792468429e-06	0.0314841225721903
cg21738476	-1.10114645529262	30.7836354255125	1.36864025955444e-06	0.0314841225721903
cg27614186	-4.71740279364169	30.7200559386473	1.39575221889722e-06	0.0314841225721903
cg19824422	-3.73540359187119	30.7188021015874	1.39629249720334e-06	0.0314841225721903
cg16013371	0.027299182998297	30.5603920074849	1.46634106270256e-06	0.0314841225721903
cg21918728	4.10227646698491	30.5107443692957	1.48904345677483e-06	0.0314841225721903
cg17004212	-0.928127705096206	30.4794697889834	1.5035327234628e-06	0.0314841225721903
cg14772125	-2.21870938987956	30.0985217276053	1.69233896111674e-06	0.0338776783901864
cg13318121	-1.2489403348082	30.0484247806866	1.71895247545534e-06	0.0338776783901864
cg19161559	-0.0860040633574857	29.7693647463437	1.87542400365688e-06	0.0359054285019216
cg05340578	-4.16481422061699	29.4669900329941	2.06188793159549e-06	0.0360429419534692
cg25575808	-0.906046964205883	29.4522520713231	2.07145744200887e-06	0.0360429419534692
cg19494188	4.3754365327071	29.4181559943739	2.09377474076612e-06	0.0360429419534692
cg10716343	2.36406876828215	29.4121047849768	2.09776169674246e-06	0.0360429419534692
cg02008169	-3.68364826039366	29.2941148114285	2.17710819209506e-06	0.0363843012325293
cg03200734	4.46208150876719	29.102222329107	2.31292202940295e-06	0.0363843012325293
cg13978929	-2.35507470990128	29.0386027756411	2.35988066774742e-06	0.0363843012325293
cg00272709	-1.70324302685199	29.0258931916819	2.36938066144574e-06	0.0363843012325293
cg25421423	1.14619597846833	28.9996538952539	2.38912034700198e-06	0.0363843012325293
cg20466045	-1.98800619420106	28.8229704363059	2.5265946671998e-06	0.0374784489517033
cg17230098	-3.99929955649347	28.7658008865663	2.57282799601834e-06	0.0374784489517033
cg17542758	1.7742005385963	28.6820642302201	2.64214883952984e-06	0.0376693485102935
cg12321421	2.00526385319285	28.5985021478904	2.71327381314839e-06	0.0378774796947707
cg03525433	2.36093450591747	28.2795466940733	3.00369565923469e-06	0.0393434784710016
cg11069855	0.642482217152521	28.2587973279623	3.02368076795177e-06	0.0393434784710016
cg20473379	-3.6461434464856	28.2334628326365	3.04827075608521e-06	0.0393434784710016
cg01221018	-2.865444194817	28.2284665348404	3.05314485739918e-06	0.0393434784710016
ch.6.1196585F	-3.51196684236155	27.9002924354818	3.3918278334736e-06	0.0409685177167655
cg08033525	-5.52098166294914	27.8777482820852	3.41649103960697e-06	0.0409685177167655
cg01016637	-2.2022813064049	27.8774459535534	3.41682305679842e-06	0.0409685177167655
cg13591497	2.51960562636608	27.8710913638103	3.42380947844261e-06	0.0409685177167655
cg20657864	1.71974604939477	27.7657162695601	3.54186473187264e-06	0.040991998213662
cg01501366	0.284991377347352	27.7602350547275	3.54812077623109e-06	0.040991998213662
cg00871133	-4.05554326801993	27.7018628557774	3.61546564469849e-06	0.0410620772380301
cg24086675	-0.811731196667482	27.5333756517667	3.81745210487103e-06	0.0421622810713072
cg04546097	1.50267548238224	27.4426694212713	3.93104546148919e-06	0.0421622810713072
cg01397424	0.321384792064462	27.4118172464546	3.97048310893472e-06	0.0421622810713072
cg00098451	0.92963621602087	27.3785776541807	4.01343578696341e-06	0.0421622810713072
cg25291138	-3.9557550113357	27.3547581460325	4.04451431000558e-06	0.0421622810713072
cg27572740	2.66586615212393	27.2565096579191	4.17538785778189e-06	0.0421622810713072
cg05062939	0.766407254584184	27.2470269168935	4.18825168171194e-06	0.0421622810713072
cg23670387	3.11978446081018	27.2268907644536	4.21570500779794e-06	0.0421622810713072
cg13870520	-0.931804257524227	27.0846722304092	4.41504055386922e-06	0.0435065326410468
cg19232929	2.40863255659197	26.9482763228169	4.6154861601324e-06	0.044822600579989
cg17236673	0.314542234830048	26.8036163874051	4.83850548479601e-06	0.0461459035013511
cg16510127	4.3010426841597	26.7224130359166	4.96860596348788e-06	0.0461459035013511
cg22100409	-3.5144588929352	26.6440159144816	5.09768379649804e-06	0.0461459035013511
cg10117369	-0.13186806545386	26.6149372649282	5.14644790650025e-06	0.0461459035013511
ch.8.123133581F	-2.37929020777603	26.6121225223025	5.15119397563635e-06	0.0461459035013511
cg05318486	-6.18355558651157	26.518237034626	5.31214960303092e-06	0.0461459035013511
cg08531263	-2.11342857535928	26.5032080629212	5.33839937386973e-06	0.0461459035013511
cg09545764	1.45762913204747	26.4930691860381	5.35618463603485e-06	0.0461459035013511
cg06416086	-2.92546975190541	26.4843420195342	5.37154314160476e-06	0.0461459035013511
cg23861101	2.00346385125387	26.4051170273871	5.5130918547983e-06	0.0462811342462048
cg10413114	-4.29625216042887	26.3583833200908	5.5984134415871e-06	0.0462811342462048
cg17611512	2.80267249143154	26.3172905067287	5.67457729705435e-06	0.0462811342462048
cg01802136	0.102541843916056	26.2672287275162	5.76883126464448e-06	0.0462811342462048
cg11748881	0.192682438250547	26.251012347798	5.7997125682917e-06	0.0462811342462048
cg15030074	4.5345123811269	26.249976531226	5.80169096673415e-06	0.0462811342462048
cg23683507	-0.834084279157141	26.1398011537665	6.01620755305967e-06	0.046597112174782
cg03513962	-3.4832712832487	26.1236022435822	6.0484402287534e-06	0.046597112174782
cg03344490	-2.05001814185448	26.1228611893334	6.04991909486661e-06	0.046597112174782
cg24596382	-1.31043374455752	26.0107755765441	6.27801235277632e-06	0.047377818976949
cg14601613	1.12997513349148	25.9461449980885	6.41360614102201e-06	0.047377818976949
cg18136895	1.30103211967262	25.9309431148525	6.44594208049e-06	0.047377818976949
cg20682563	0.689468529607141	25.8518755174834	6.61689810749714e-06	0.047377818976949
cg06603775	-1.02264477029532	25.8416746448973	6.63929678194099e-06	0.047377818976949
cg07314043	-2.3653920868945	25.8212689694939	6.684341032228e-06	0.047377818976949
cg02054108	0.133265898979675	25.8074485844553	6.71503009741002e-06	0.047377818976949
cg21205288	2.62847692419011	25.8066010040969	6.7169169935443e-06	0.047377818976949
cg01356653	-3.79282683567157	25.7697658595338	6.79945793828318e-06	0.0474604385198264
cg09733246	-3.88162060646889	25.7262048303091	6.89844116771611e-06	0.0475547266345241
cg19908374	-1.17295875912109	25.7016486340629	6.95490299680654e-06	0.0475547266345241
cg18682873	-3.47787463740204	25.6164021661884	7.15468934302893e-06	0.0483317499337182
cg08373547	-1.12064670120042	25.5738101816384	7.25674900457017e-06	0.0483317499337182
cg01885291	-3.76886603445848	25.5380243582493	7.34367640768779e-06	0.0483317499337182
cg21770784	-0.823531750447545	25.5298213616407	7.36375530816734e-06	0.0483317499337182
cg09419352	-2.86281493206285	25.4443921063392	7.57630998075425e-06	0.0483317499337182
cg06250693	-1.13752380389103	25.430303415705	7.61197554529687e-06	0.0483317499337182
cg13432906	3.51327337569155	25.404860967512	7.67682874398547e-06	0.0483317499337182
cg25835376	-0.302982731267351	25.3907131583205	7.71314148739611e-06	0.0483317499337182
cg03254865	-0.251753956357176	25.3889439952951	7.71769496293432e-06	0.0483317499337182
cg15975890	-0.867383167190557	25.2645488297617	8.0450181194469e-06	0.0493350201983713
cg08671543	2.51005583778613	25.245465856541	8.09650190667861e-06	0.0493350201983713
cg26151740	-4.44200137186086	25.2446264201521	8.09877451145765e-06	0.0493350201983713
cg11596902	-0.8450603172675	25.2139991713176	8.18214948641436e-06	0.0493938773558364
cg19409217	1.40146732304736	25.1690120780337	8.30624679817983e-06	0.0494241668278657
cg04595171	-0.0502967966544972	25.1193020996095	8.44566441739551e-06	0.0494241668278657
cg11865439	0.812221989340379	25.1122897315941	8.46552754260548e-06	0.0494241668278657
cg01401957	1.55012881902211	25.0954700213285	8.51337019083493e-06	0.0494241668278657
cg22573179	1.8960522435778	25.0805805794781	8.55595827535998e-06	0.0494241668278657
cg24656492	-3.65635309077121	25.0242835673021	8.71900853159003e-06	0.0499355605046248
