chr1	2125049	2125186
chr1	2345333	2345410
chr1	223566643	223566761
chr10	27703247	27703362
chr10	94820892	94820988
chr10	106028329	106028703
chr10	131265059	131265159
chr11	2721799	2721952
chr11	59823993	59824116
chr11	64937570	64937697
chr11	68920434	68920676
chr11	94278324	94278595
chr12	121416501	121416566
chr13	24844846	24844896
chr14	55907299	55907460
chr15	25068738	25068790
chr15	91473291	91473511
chr17	40274670	40274740
chr17	46608268	46608345
chr17	46667587	46667789
chr17	75471193	75471401
chr17	76128481	76128676
chr18	55862577	55862711
chr19	44324856	44325004
chr2	202484020	202484246
chr20	56725833	56725887
chr20	57463900	57464000
chr20	61583686	61584108
chr21	45705618	45705740
chr22	19929066	19929274
chr22	24890794	24890831
chr22	24891129	24891166
chr22	42828386	42828447
chr22	45596948	45597019
chr22	50528179	50528312
chr22	50925108	50925284
chr4	40859249	40859293
chr4	165878037	165878219
chr4	190905990	190906121
chr5	23507450	23507656
chr5	54281198	54281437
chr5	126409007	126409553
chr5	138211043	138211155
chr5	150326069	150326213
chr6	28557765	28557883
chr6	28601269	28601477
chr6	29526338	29526534
chr6	30684278	30684478
chr6	30698706	30698936
chr6	32526260	32526366
chr6	49681178	49681334
chr6	76203530	76203666
chr6	101846650	101846967
chr6	147124881	147124988
chr6	170571686	170571794
chr7	12443880	12444095
chr7	24797656	24797839
chr7	94953653	94953877
chr7	99517136	99517460
chr7	114055074	114055204
chr7	116139322	116139425
chrX	24691042	24691135
chrX	79590789	79591032
chrX	133680369	133680476
