chr1	26503776	26503991
chr1	59043173	59043280
chr1	64669336	64669472
chr1	223566643	223566761
chr10	4868328	4868386
chr10	29698368	29698462
chr10	134150451	134150567
chr10	135051149	135051313
chr11	368847	368956
chr11	14993818	14994222
chr11	67417958	67418365
chr11	70672740	70672876
chr11	117069780	117069966
chr12	9217510	9217859
chr12	47219626	47219956
chr12	49319398	49319500
chr13	25670170	25670319
chr13	31506685	31506773
chr14	24457893	24458014
chr14	24505537	24505671
chr15	81426347	81426610
chr15	91473291	91473511
chr16	1583810	1584050
chr16	2653222	2653280
chr17	6899207	6899364
chr17	17109570	17109800
chr17	20799408	20799526
chr17	42733527	42733724
chr17	46682308	46682398
chr17	78417789	78418034
chr19	7852051	7852214
chr19	12624679	12624786
chr19	13875289	13875381
chr19	37825307	37825406
chr19	55549722	55549826
chr19	58570419	58570468
chr2	74875227	74875317
chr20	62693943	62694000
chr21	35831871	35832008
chr21	45705618	45705740
chr3	49236800	49236918
chr3	158519514	158519645
chr3	182817190	182817584
chr4	1243980	1244042
chr4	46126245	46126373
chr4	74847646	74847824
chr4	99851003	99851211
chr4	186732837	186733024
chr5	1594579	1594843
chr5	23507450	23507656
chr5	78985425	78985588
chr5	135416331	135416405
chr5	140810051	140810161
chr6	30039130	30039206
chr6	30039374	30039548
chr6	31148332	31148666
chr6	32063726	32063991
chr6	32064146	32064246
chr6	32145342	32146195
chr6	32146466	32146595
chr6	33561099	33561264
chr6	48036584	48036617
chr6	49681178	49681334
chr7	27143235	27143403
chr7	27170717	27170994
chr7	95025736	95025924
chr8	1765217	1765421
chr8	82644505	82644747
chrY	22737391	22737594
