	idx	beta	pval	cilb	ciub	i2	tau2
ENSG00000167578.15	1	0.0586415712168694	0.474554018317904	-0.10208717610434	0.219370318538079	93.7965548828864	0.127167433209886
ENSG00000078237.5	2	0.318549029973852	0.000272545479613875	0.147029900927863	0.490068159019841	93.928657709841	0.143856684092574
ENSG00000146083.10	3	0.404318447389481	3.24482605113782e-05	0.213622521087846	0.595014373691116	97.5843334321617	0.193539119547808
ENSG00000158486.12	4	0.651925487343336	0.0157279035872501	0.122873320159534	1.18097765452714	96.6180137329074	1.42917725310161
ENSG00000198242.12	5	0.226964247429796	0.0435134020997755	0.0066089992717184	0.447319495587873	97.6719626766187	0.26178219343548
ENSG00000259883.1	6	-1.11586273096057	0.0185790851199442	-2.04499235570915	-0.186733106211979	97.7474592824539	4.27385255098983
ENSG00000134108.11	7	-0.0861955033490238	0.140888803162085	-0.200926446347744	0.0285354396496967	97.3165619517007	0.0735484423180163
ENSG00000263089.1	8	-0.7393027634859	0.0163148706721011	-1.34260449851009	-0.136001028461714	96.1842625169796	1.84715628321534
ENSG00000172137.17	9	-0.67947443787272	0.264669457674678	-1.87341265732909	0.514463781583649	98.6448820340499	7.85073149987483
ENSG00000167700.7	10	0.526175807276198	0.00283572219023433	0.180687245566837	0.871664368985558	97.9843998920668	0.653950670288053
ENSG00000240423.1	11	-1.66110422511959	0.00129105567113516	-2.67283335927501	-0.64937509096417	92.4189529287293	4.87925425983441
ENSG00000060642.9	12	-0.292014793939313	0.00651842305076464	-0.502395055657447	-0.081634532221178	98.2426682850933	0.251127826126157
ENSG00000231105.1	13	0.170254811075111	0.420365785602203	-0.243866262184862	0.584375884335084	94.8272826862964	0.883074150928309
ENSG00000182141.8	14	-0.0576588729543388	0.545172209799337	-0.244447974501476	0.129130228592799	95.5876082429028	0.181130958599689
ENSG00000269416.4	15	0.5003163920162	0.378524803984587	-0.613222625561954	1.61385540959435	98.5216910138362	6.65054853957567
ENSG00000275265.1	16	0.0716987997700409	0.847878219835994	-0.660875509438425	0.804273108978507	66.4369007413019	1.76294094375879
ENSG00000185105.4	17	1.49849290297136	0.0190197734057461	0.246120711140252	2.75086509480246	94.9417605107264	8.1704868748267
ENSG00000102174.8	18	0.41928567454973	0.150250647823981	-0.151935057682855	0.990506406782316	97.9575483721072	1.8326309854462
ENSG00000166391.13	19	-2.1753404728876	0.0147106684590294	-3.92312510205851	-0.427555843716679	99.240693130441	16.8033664464472
ENSG00000270469.1	20	-0.576556916350072	0.156801356094126	-1.37465102304083	0.221537190340688	85.248715674106	2.62724583361077
ENSG00000070087.12	21	0.120869205269577	0.550519965302022	-0.27595955366063	0.517697964199783	98.9779505840727	0.904272391780902
ENSG00000266261.1	22	1.29871072793634	0.00134539233362852	0.504782687901118	2.09263876797157	84.7415851222397	2.72759609415597
ENSG00000153561.11	23	-0.268791148282009	0.0107697396934818	-0.475380914556834	-0.0622013820071834	98.145822778597	0.234557863700784
ENSG00000269148.1	24	0.573290783240644	0.0208216214218947	0.0871244523542787	1.05945711412701	82.3962826472827	0.972021978530375
ENSG00000179262.8	25	0.21892024217177	2.3712952216578e-05	0.117405007251077	0.320435477092463	96.0234625946486	0.0558963136198855
ENSG00000214198.6	26	-0.031065528782445	0.787783645115633	-0.257252859372835	0.195121801807945	95.1352402579336	0.266499289826253
ENSG00000258630.1	27	-1.08034482841313	0.0805701941033704	-2.29211800574468	0.131428348918409	97.0331060737172	7.57395828006405
ENSG00000127511.8	28	0.0912144943859415	0.356221881796122	-0.102563332685417	0.2849923214573	97.9988939110197	0.210651848634882
