mean.A	mean.B	delta	Pvalue.ttest	p.adjust.BH	Pvalue.wilcox	a.shapiro.pvalue	b.shapiro.pvalue
?|100130426	0.0427815985505317	0.000163507192333266	0.0426180913581985	0.0838075077166151	0.127276569341654	0.548148568604132	8.97512701307218e-12	0.349611756137494
?|100133144	6.26957032386074	3.71795232785959	2.55161799600115	0.108642883950204	0.158374542060611	0.123426474968404	1.38004397088441e-05	0.268639475438131
?|100134869	9.26367715005627	2.47177141791716	6.79190573213911	4.18348610418654e-06	2.14459808252319e-05	0.000382137313802836	0.0120147958771189	0.457963737927262
?|10357	108.068629065596	101.419826024912	6.64880304068451	0.44958912267159	0.513148447719058	0.922280065283916	4.72808311791077e-05	0.765506847470439
?|10431	1023.77867415312	935.260842645872	88.5178315072524	0.175658652163211	0.237892334271957	0.441794911723562	0.174436357861623	0.0997011388165231
?|136542	0.000180841610174111	0.000213533963183227	-3.26923530091162e-05	0.522040632516948	0.582659213166918	0.45868622598479	0.387037258425923	0.731996262069653
?|155060	242.1712656777	101.695987364898	140.475278312802	0.000812020781157099	0.00215395331497886	0.00277725161744626	2.47590562140424e-07	0.132845082172302
?|26823	0.651253378610282	0.000189477700562505	0.651063900909719	5.66671043682747e-06	2.78866807235151e-05	0.000382137313802836	2.85765125431391e-05	0.189862554138716
?|280660	0.20405635699428	0.000161893686389233	0.203894463307891	0.324064048166005	0.390786306662226	0.232252839089272	4.04822848019124e-13	0.542922816973872
?|317712	0.000207679096093812	0.000277104731893894	-6.94256358000816e-05	0.19002652359126	0.253950045944943	0.243613801424949	0.202130403110629	0.599813070733046
?|340602	1.22343255124661	0.597633127093897	0.625799424152718	0.535387846516243	0.594943322633233	0.347948863839839	1.28540360555258e-12	4.2620695425854e-05
?|388795	1.46539388110004	0.430305714607388	1.03508816649265	0.0629212977345123	0.0993338841820278	0.00701714814620448	3.0752450700276e-10	2.4002061623354e-05
?|390284	2.90650067865497	2.20137165218885	0.705129026466115	0.0831216465869224	0.126474492665325	0.162820034259268	0.325319008761949	0.300850208955138
?|391343	0.129947338177862	0.000205989706641509	0.129741348471221	0.23103495594856	0.298833155709689	0.441794911723562	1.08140104131111e-12	0.65612849159964
?|391714	0.0582519668441024	0.000214388944036887	0.0580375779000655	0.0444082741200365	0.0733445640703458	0.9001739437062	3.23389326303868e-11	0.0838363788845267
?|404770	0.000181835570442331	0.000229881660693591	-4.80460902512593e-05	0.361423473516196	0.425627241869968	0.377772961634203	0.34815630649876	0.692470178704583
?|441362	0.000206416624480463	0.000190791897948789	1.56247265316738e-05	0.719305567356654	0.762891962155153	0.665372716051882	0.756174952109573	0.673301640219487
?|442388	0.000217432374760659	0.000199773601860889	1.76587728997699e-05	0.819242243667319	0.84961673509793	0.665372716051882	0.913297441310553	0.539642691908132
?|553137	94.2221068838691	164.995117412635	-70.7730105287658	0.044259163930072	0.0731394796078806	0.0260360706609624	0.00084476745349893	0.608321985001906
?|57714	544.487242066117	152.834518268536	391.652723797582	1.60038835249129e-08	1.81734365403753e-07	1.51213692724873e-07	0.00063528199079487	0.562377022956174
?|645851	11.6934974845796	6.00766981226143	5.68582767231814	0.003019531780267	0.00687066463267891	0.0410092550284209	0.0368322689970228	0.403274929993404
?|652919	13.445215386831	6.42217094969901	7.02304443713202	0.254106229109406	0.323417952380213	0.0381153431754978	6.43941683495802e-09	3.8743363698538e-05
?|653553	489.735000481734	166.00457503576	323.730425445973	2.61077412515349e-05	0.000104609296572065	0.00028729021773175	2.18024580008415e-06	0.0931432808275253
?|728045	0.000147918991811233	0.000236539568207408	-8.86205763961746e-05	0.10801374156569	0.157569285781241	0.109855050560188	0.112111281637316	0.146933643346813
?|728603	0.0651855621258272	0.000128039850888102	0.0650575222749391	0.225983464544372	0.293623586973877	0.200364022139107	1.14817722899567e-12	0.170753016053458
?|728788	0.573176265150474	1.01512081414909	-0.441944548998614	0.323578084953486	0.390786306662226	0.377772961634203	7.49895244196669e-07	0.0570802756493231
?|729884	17.0293335127888	0.120856807843542	16.9084767049452	0.0349621013962421	0.0595443304658852	0.00849115665367867	7.42612521128185e-11	3.24939472046359e-07
?|8225	920.691229788896	803.927084239631	116.764145549266	0.216871456952807	0.283694672360502	0.922280065283916	1.36130855135133e-05	0.529706904272367
?|90288	44.0933684769634	23.2964533007193	20.7969151762441	0.0151201907576895	0.0284800583895526	0.393237182000355	3.0488658469058e-06	0.0445687641479215
A1BG|1	1645.5370513382	90498.0645552222	-88852.527503884	1.88566816945691e-07	1.46924680027021e-06	2.2569207869384e-09	1.00697977844772e-09	0.535435967348987
A1CF|29974	344.810982225327	2516.92721089877	-2172.11622867344	3.5189589034794e-06	1.84221925153785e-05	2.2569207869384e-09	0.029282949285706	0.80936013557506
A2BP1|54715	7.10934883110118	0.000219150921743826	7.10912968017944	0.0917831342876296	0.137543889595969	0.0666235162219877	8.36579243257916e-12	0.0568819871783548
A2LD1|87769	131.142401309175	410.920277049765	-279.77787574059	0.0224932774582786	0.0404315776130202	1.90123007091691e-05	0.0295735752641594	0.0143759008764235
A2ML1|144568	5.90715692382325	0.000150932904109282	5.90700599091914	0.204543378895396	0.269924161981063	0.00701714814620448	1.21295989116097e-12	0.0590625919712096
A2M|2	11589.9911598859	139653.772964278	-128063.781804392	0.000132306935966359	0.00043282245097599	2.2569207869384e-09	6.10774423904647e-08	0.717627633244379
A4GALT|53947	400.310217336589	81.1812643261597	319.12895301043	5.17258514139884e-06	2.57637907661474e-05	0.00018374720586859	2.35044705159416e-05	0.220359875730461
A4GNT|51146	23.06107358603	3.525060907458	19.536012678572	0.000110699440668834	0.000370399318183153	0.00701714814620448	2.45544884235967e-06	0.182279148099264
AAA1|404744	0.880470206708143	0.118943614436745	0.761526592271398	0.0289923719257045	0.0504827739807175	0.25534494842194	1.37768269152396e-09	3.24335197008441e-07
AAAS|8086	925.307980598692	792.843083674256	132.464896924436	0.020255337997612	0.0368807472648932	0.190453706923839	0.107426132413752	0.0277444495795154
AACSL|729522	2.78193108730927	0.000213439835651452	2.78171764747362	0.000928374532656348	0.00242653819604933	9.73567919861618e-05	1.39863267759496e-08	0.28613274806911
AACS|65985	1092.54121153874	206.45029918741	886.090912351327	9.96335092051145e-13	6.81858525830069e-11	2.2569207869384e-09	0.0448771546133669	0.847237628935441
AADACL2|344752	0.000236663764785973	0.105548267198326	-0.10531160343354	0.346753451448719	0.410899702247539	1	0.373942585474742	3.25335700217069e-07
AADACL3|126767	0.0104443604643754	0.000264103619197361	0.010180256845178	0.32910683749078	0.393625410095123	0.0173173825381486	4.12016545919461e-13	0.0346908960448861
AADACL4|343066	0.0628769686842463	0.000169547329461541	0.0627074213547848	0.11758149807335	0.169515184112348	0.0381153431754978	6.22676001687775e-12	0.47537481400016
AADAC|13	1132.82892177374	10610.1955986022	-9477.36667682844	3.11942633896645e-08	3.21510753841969e-07	4.28814949518296e-08	8.03726243837181e-09	0.642039888237009
AADAT|51166	73.2911683803039	1541.76368688349	-1468.47251850319	1.70777696507973e-06	9.78575742954283e-06	2.2569207869384e-09	0.111583247724163	0.347581063677539
AAGAB|79719	1133.67832070399	500.177623996086	633.500696707904	4.11364600331472e-13	3.56359772548753e-11	2.2569207869384e-09	0.00648823235242026	0.815144561181409
AAK1|22848	1183.18189649141	392.692495237713	790.489401253697	2.40854925019938e-11	7.97939501318017e-10	2.18921316333025e-07	0.00730961599250554	0.0136306174105129
AAMP|14	2781.30006420292	2690.74844251834	90.5516216845795	0.467271706254377	0.530089258542857	0.944444058824451	0.0745265678740398	0.146463189983635
AANAT|15	1.1035099370423	0.210210021385958	0.893299915656345	0.00148378575223326	0.0036689877488981	0.00471535300325938	8.37083495640266e-06	3.92872186172739e-05
AARS2|57505	1013.971307608	403.364910216588	610.606397391412	0.135411103558658	0.191056304872143	0.00123736584912213	1.5352389736582e-12	0.341271200850793
AARSD1|80755	772.930672394629	558.933237282932	213.997435111697	0.000294289323100263	0.000873634194992986	0.0133763745430462	0.00257455842401612	0.999942622393484
AARS|16	3777.73511323729	3815.28845446066	-37.5533412233708	0.921163667157648	0.93639705156279	0.665372716051882	0.000453008215420481	0.089711866669258
AASDHPPT|60496	860.115299343412	914.64233540446	-54.5270360610482	0.53768100140306	0.597129260550994	0.154290588944439	3.16833473476342e-07	0.643368709651728
